Filename,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
560.Waters.4.15.08.docx,1,2453,22.71,30.33,69.14,43.21,8.03,3.71,0.65,1.59,0.16,0.69,0.61,4.32,7.99,11.25,7.58,2.94,5.34,1.02,2.36,12.84,3.63,0.65,1.79,0.57,0,6.44,0,0.08,0.57,6.11,2.08,4,0.53,2.81,0.24,11.94,1.3,1.63,0.98,1.59,0.61,0.77,4.12,1.06,1.79,0.41,1.1,0.12,0.12,0,0.12,0,0,12.47,2.24,5.63,4.2,2.73,1.96,0.45,0.24,0.2,0.04,1.75,0.08,0.12,0.04,6.97,5.34,0.2,0,0.29,0,0.9,0,3.67,0,0.12,17.49
561.Lee.4.15.08.docx,1,1982,23.05,30.78,72.81,46.67,11.25,5.6,1.16,2.52,0.61,0.4,0.91,5.65,6.21,11.71,6.61,2.12,7.27,0.66,2.42,12.36,4.79,1.21,2.22,1.06,0,7.52,0.25,0.15,0.5,4.89,2.07,2.83,0.45,1.77,0.2,15.59,1.56,1.97,1.36,1.56,1.16,0.91,5.45,1.72,1.72,0.4,1.21,0.1,0.5,0.15,0.3,0.05,0,11.05,1.61,5.35,4.34,2.98,2.07,0.25,0.66,1.01,0.05,0.71,0.05,0.1,0.1,4.39,6.71,0,0.05,0.2,0,0.3,0,0.86,0,0.2,12.71
562.Ellison.4.15.08.docx,1,1480,18.05,26.22,74.66,49.86,10.88,6.22,2.57,2.16,0.68,0.27,0.54,4.66,6.69,13.72,8.18,2.03,9.19,0.88,4.32,12.43,4.26,2.7,2.5,0.74,0,8.92,0.07,0.07,0.74,4.32,2.84,1.42,0,0.41,0.61,16.69,1.89,1.49,1.76,1.28,1.35,0.41,5.47,3.04,1.76,0.47,1.15,0.14,0.61,0.2,0.34,0.07,0,10.88,0.74,5.41,4.46,1.82,2.7,0.34,0.07,0.74,0.07,0.27,0.27,0.07,0,5.81,8.51,0.07,0.07,0.47,0,0.34,0,4.26,0,0,19.53
563.Jackson-Lee.4.15.08.docx,1,1976,20.8,32.74,72.82,47.27,9.16,5.11,2.73,1.67,0.1,0.1,0.51,4.05,8.5,11.54,8.25,1.52,6.93,1.52,2.58,12.04,5.16,1.42,1.57,0.61,0,5.62,0,0.4,0.76,5.77,2.48,3.24,0.46,2.13,0.15,16.55,2.99,1.67,1.82,2.02,1.16,1.52,4.96,1.77,1.11,0.56,0.51,0.05,0.3,0,0.3,0,0,10.98,1.57,6.17,2.88,3.69,2.38,0.1,0.15,0.66,0.1,1.27,0.15,0.05,0.05,6.02,5.72,0.05,0.2,0.2,0,0.71,0,0.56,0.1,0.15,13.82
564.Berkley.4.14.10.docx,1,200,22.22,25.5,74,49,12.5,6,2,3,0,0.5,0.5,6.5,8.5,8.5,5,0.5,6,2,3,13,4.5,1.5,3,0.5,0,6,0,0,0.5,5.5,2,3.5,1,2.5,0,15.5,1,1,3.5,2,2,0.5,5.5,2.5,2,0.5,1,0.5,0.5,0.5,0,0,0,13,2.5,7.5,4,1,2.5,0,0,1.5,0.5,0,0.5,0,0,6,4,0,0,0,0,0,0,2,0,0.5,12.5
565.Blumenauer.12.7.05.docx,1,152,25.33,32.89,76.32,45.39,8.55,3.95,1.32,1.97,0,0.66,0,4.61,7.89,12.5,7.24,1.32,5.92,1.32,1.32,13.82,3.29,2.63,1.97,0,0,9.21,0,0,3.29,6.58,4.61,1.97,0,0.66,1.32,18.42,1.97,1.97,1.97,3.29,2.63,1.32,2.63,4.61,1.32,0,1.32,0,0,0,0,0,0,13.82,1.32,5.92,6.58,1.97,1.32,0.66,0,0.66,0,1.32,0,0,0,5.26,5.92,0,0,0,0,0,0,0.66,0.66,0,13.16
566.Blumenauer.12.8.05.docx,1,168,14,23.21,74.4,50.6,13.1,7.14,0.6,3.57,2.98,0,0,5.95,8.33,14.29,7.74,0.6,10.12,0,4.17,11.9,2.38,1.19,2.38,1.19,0,11.9,0,0,2.38,7.14,4.17,2.98,0,2.38,0,11.9,0,1.19,0.6,1.19,1.79,1.19,3.57,2.38,1.19,0,1.19,0,0.6,0,0,0.6,0,8.33,1.79,4.17,2.38,2.98,1.19,0.6,0.6,0,0,1.19,1.19,0.6,0,7.74,6.55,0,0,0,0,0,0,0.6,0,1.19,16.07
567.Bonior.3.10.98.docx,1,356,16.18,27.53,75,48.03,8.43,5.34,0,3.37,0,0.84,1.12,3.09,8.15,14.61,9.27,3.93,6.18,2.25,2.53,12.08,4.49,1.4,2.81,0.84,0,8.99,0,0,3.09,5.9,1.97,3.93,0.56,2.53,0.28,20.79,1.69,3.93,2.81,1.69,2.53,1.97,6.18,1.4,1.12,0.28,0.84,0,0.84,0.84,0,0,0,10.96,1.97,5.06,3.65,1.12,1.4,0,0,0,0,1.12,0,0,0,6.18,2.81,0,0,0,0,0.56,0,0,0,0,9.55
568.Brooks.9.11.13.docx,1,557,15.91,40.75,66.61,34.11,6.1,3.41,2.15,0.54,0,0.72,0,2.69,5.03,8.98,4.85,1.26,5.03,1.44,2.33,8.44,4.49,2.15,1.62,1.08,0,4.49,0,0,0.72,11.67,3.77,7.9,0.36,6.28,0.36,12.21,0.9,1.97,0.72,1.08,0.9,2.15,3.77,1.97,0.72,0.36,0.36,0,0.72,0.18,0.36,0.18,0.18,9.69,1.62,5.03,2.87,6.28,3.77,0,0.36,1.26,0.72,1.62,0,0,0.18,7.18,6.1,0,0,0,0,0.36,0,4.49,0,0,18.13
569.BrownOH.2.5.03.docx,1,155,19.38,39.35,73.55,41.29,4.52,2.58,0,1.94,0,0.65,0,1.94,8.39,12.9,9.03,1.29,6.45,2.58,1.29,8.39,3.87,1.94,3.87,2.58,0,5.81,0,0,1.94,12.26,5.16,7.1,0,5.81,0,16.13,1.29,2.58,1.94,0.65,1.29,1.94,3.87,2.58,0.65,0,0.65,0,0,0,0,0,0,12.26,1.94,6.45,3.87,1.94,1.94,0,0.65,0.65,0,1.94,0,0,0,2.58,5.16,0.65,0,2.58,0,0,0,0.65,0,0,11.61
570.BrownOH.2.27.03.docx,1,762,25.4,31.89,69.95,44.88,8.79,4.72,0,3.02,0.26,0.26,1.18,4.07,8.53,8.92,5.25,1.44,5.38,0.66,1.97,12.47,4.72,2.1,2.49,0.66,0,9.06,0.26,0.26,1.18,6.43,1.71,4.72,0.66,3.94,0,17.59,1.31,1.97,1.05,3.54,1.05,1.71,5.38,3.28,1.57,0,1.44,0.13,0.39,0.13,0.26,0,0,9.97,1.57,6.43,1.84,1.71,0.79,0.39,0.26,0.26,0,0.39,0.39,0,0,6.3,9.06,0,0,0,0,0.79,0,1.05,0,0,17.19
571.BrownOH.3.11.03.docx,1,756,18,36.38,71.96,42.86,6.61,3.17,0.26,1.72,0,0.93,0.26,3.44,8.2,9.13,5.95,0.53,4.1,2.12,2.51,12.3,4.63,1.19,1.72,1.46,0,7.28,0,0,1.19,6.22,2.12,3.97,0.66,2.51,0.53,17.33,2.38,2.51,1.06,2.25,1.59,2.12,5.56,1.06,0.66,0.13,0.53,0,0.13,0,0.13,0,0,9.92,1.06,4.76,3.84,5.56,3.17,0.13,0.26,1.59,0,1.06,0,0,0,6.35,7.01,0.26,0,1.32,0,0.53,0,2.91,0.26,0,18.92
572.Burton.4.15.10.docx,1,721,18.02,23.16,81.55,54.23,15.81,9.71,2.22,2.91,0.28,1.39,2.91,6.1,6.1,13.87,7.63,1.39,9.57,0.69,4.85,12.34,8.6,1.25,2.08,0.28,0,11.37,0,0,1.11,3.74,1.25,2.5,0,1.66,0,19.69,1.94,1.53,2.22,3.61,1.66,1.39,6.93,3.74,1.94,0,1.25,0.69,0.97,0.69,0.14,0,0.14,14.42,2.22,5.96,6.24,1.94,1.66,0.14,0,0.14,0.28,0,0,0.14,0.14,5.69,8.18,0,0,0.14,0,0,0,3.47,0,0,17.48
573.Burton.4.25.06.docx,1,178,19.78,28.65,76.97,46.63,11.24,7.3,1.12,4.49,0,0,1.69,3.93,6.74,14.61,7.87,3.37,6.18,2.25,3.93,7.3,6.18,2.81,1.69,2.25,0,12.36,0,1.12,2.25,7.3,1.12,6.18,1.12,5.06,0,16.85,2.25,1.69,1.12,1.69,1.12,0,7.3,3.37,1.69,0,1.69,0,0,0,0,0,0,10.11,2.25,3.37,4.49,3.93,3.37,0,0,0.56,0,1.12,0,0.56,0,5.06,10.67,0,0.56,0,0,0.56,0,0.56,0,0,17.42
574.Burton.2.23.10.docx,1,503,27.94,27.24,73.56,48.31,11.93,6.96,0.4,3.78,0.2,0.8,1.79,4.97,7.75,13.32,8.75,0.2,8.95,0.99,3.78,9.54,4.97,0.6,2.39,0.2,0,9.74,0,0.4,0.6,5.57,3.18,2.39,0.4,1.39,0.4,16.5,0.4,2.19,2.58,2.19,2.98,0.4,5.77,2.19,0.8,0,0.8,0,0.4,0.4,0,0,0,12.72,1.99,6.96,3.38,2.58,3.18,0,0,0.4,0.2,0.2,0,0,0.2,3.98,3.78,0,0,0,0,0.2,0,0.8,0,0,8.75
575.Burton.3.11.03.docx,1,566,20.96,23.14,75.8,53.18,12.19,7.95,0.88,1.41,0,4.24,1.41,4.24,5.3,14.49,7.6,3.89,7.42,0.35,3,13.07,8.13,1.59,2.12,1.06,0,11.13,0,0.35,1.41,5.12,1.59,3.53,0.53,1.94,1.06,16.61,1.41,1.77,1.77,2.12,0.71,0.71,6.89,2.83,1.41,0,1.24,0.18,0.53,0.35,0.18,0,0,10.78,2.3,3.71,4.77,3,2.47,0,0,1.24,0.18,0.53,0.35,0.18,0,5.65,8.66,0.18,0.71,0.18,0,0.18,0,0,0,0,15.55
576.Burton.5.18.10.docx,1,684,27.36,26.17,74.71,46.64,9.36,4.82,0.88,2.78,0.29,0,0.88,4.53,6.87,14.47,10.09,1.17,7.75,1.75,3.22,11.4,5.26,0.73,2.49,0.58,0,5.56,0,0.29,0.15,5.85,2.49,3.36,0.44,2.05,0.29,15.06,0.88,2.49,1.9,1.17,0.58,1.32,6.29,1.32,0.88,0.29,0.44,0.15,0.29,0,0.29,0,0,16.37,2.49,9.06,4.39,2.19,2.34,0.15,0.29,0.73,0.29,0.88,0,0,0.15,4.68,4.97,0,0,0,0,0.58,0,2.92,0,0,13.16
577.Burton.10.14.09.docx,1,795,17.67,21.01,80.25,56.35,15.72,11.57,1.38,5.79,0.25,0,4.15,4.15,5.66,17.23,11.19,1.51,10.31,2.14,3.9,11.7,6.79,2.14,2.14,0.88,0,12.2,0,0.13,0.13,5.16,1.51,3.65,0.88,1.13,0.25,20,2.01,1.64,3.65,2.26,1.01,0.88,8.3,3.27,1.01,0.13,0.5,0,0.5,0.13,0.25,0,0.13,12.7,2.26,6.54,4.03,2.26,1.38,0.13,0.25,0.75,0.38,0.13,0,0.13,0.25,5.41,4.78,0,0,0.5,0,0.38,0,2.77,0,0.13,13.96
578.Buyer.3.6.03.docx,1,4265,16.66,29.14,71.96,46.4,10.95,5.89,1.76,0.91,0.42,1.69,1.1,5.06,6.66,14.44,7.71,3.02,6.75,1.15,2.95,11.16,4.85,1.29,1.69,0.54,0,8.51,0.26,0.07,0.87,4.76,2.34,2.39,0.4,1.48,0.28,15.57,2.84,1.85,1.48,1.1,1.64,1.01,5.21,1.41,1.52,0.26,1.08,0.14,0.87,0.3,0.35,0.09,0.12,11.16,1.45,5.09,4.62,2.32,1.64,0.3,0.23,0.54,0.14,0.33,0.02,0.02,0.16,8.82,6.21,0,0.21,0.33,0,0.49,0,1.01,0.05,0.02,17.19
579.Hunter.3.6.03.docx,1,2816,23.08,25.96,77.95,53.55,15.23,7.32,2.1,2.2,0.18,1.14,1.7,7.92,6.21,13.25,8.95,2.66,8.38,0.64,3.34,12.22,5.58,1.17,2.31,0.78,0,9.59,0.43,0.07,1.49,4.72,1.7,2.88,0.25,1.92,0.32,15.73,2.59,1.85,0.96,2.38,0.71,0.85,5.22,2.41,1.28,0.25,0.85,0.18,0.43,0.25,0.14,0.04,0,11.83,1.81,6.46,3.62,1.78,2.1,0.57,0.18,0.21,0.36,0.53,0.21,0.07,0.28,4.44,7.24,0.11,0.36,0.18,0,0.21,0,0.64,0,0,13.17
580.Cummings.10.29.07.docx,1,586,25.48,35.84,70.82,44.2,8.19,3.24,0.68,1.02,0.17,0,1.37,4.95,5.8,9.9,7.34,1.54,4.61,1.02,2.56,13.31,5.97,0.17,1.54,0.85,0,7.51,0,0.34,2.39,5.29,2.05,3.24,0.34,2.05,0.51,13.31,2.22,0.68,0.68,1.71,1.88,1.02,4.61,1.88,1.71,0.68,0.68,0.17,1.02,0,0.51,0.34,0.17,10.07,1.37,5.12,3.24,3.24,1.71,0.51,0.51,0.34,0.17,0.51,0,0,0,4.27,7.51,0,0.17,0,0,0.34,0,0.68,0,0,12.97
582.DavisIL.2.5.03.docx,1,97,19.4,19.59,86.6,51.55,17.53,9.28,6.19,3.09,0,0,0,8.25,1.03,20.62,10.31,4.12,15.46,1.03,1.03,11.34,7.22,2.06,2.06,0,1.03,9.28,0,0,1.03,8.25,5.15,3.09,0,3.09,0,28.87,3.09,1.03,5.15,4.12,4.12,2.06,10.31,3.09,7.22,3.09,4.12,0,0,0,0,0,0,7.22,2.06,4.12,2.06,2.06,2.06,0,0,0,2.06,2.06,0,0,1.03,5.15,9.28,1.03,2.06,0,0,0,0,0,0,0,17.53
583.DavisCA.9.20.06.docx,1,422,14.55,26.3,74.17,47.39,8.77,3.55,1.66,1.42,0.24,0,0.24,5.21,6.4,10.9,7.35,2.84,5.45,0.47,4.74,11.61,4.74,2.37,1.42,0.71,0.24,8.53,0,0.24,2.84,4.27,1.9,2.37,0.71,1.66,0,10.66,0.47,1.42,0.95,0.95,1.42,0.47,3.55,2.61,2.13,0.71,1.18,0.24,0.71,0.24,0,0.47,0,15.4,1.18,6.64,7.35,2.13,0.95,0,0.47,0.24,0.71,2.37,0,0,0,5.69,5.92,0,0,1.18,0,0,0,0,0,0,12.8
584.DavisIL.11.1.07.docx,1,153,17,39.87,71.24,33.99,5.23,2.61,0.65,1.96,0,0,0,2.61,9.8,6.54,3.92,1.31,3.27,1.31,0.65,10.46,2.61,1.96,0.65,0,0,3.92,0,0,1.31,9.8,2.61,7.19,0,4.58,0,17.65,2.61,2.61,1.31,1.96,3.27,1.96,2.61,2.61,1.31,0,0.65,0.65,0.65,0,0.65,0,0,10.46,2.61,5.23,2.61,5.88,4.58,0,0,0.65,0.65,0.65,0,0,0,5.88,4.58,0,0,0,0,0,0,1.31,0,0,11.76
585.DeFazio.9.18.02.docx,1,751,22.76,25.43,76.43,52.73,12.92,7.19,1.33,2.26,0,2.13,1.46,5.73,8.92,9.72,6.13,3.06,5.06,0.53,3.46,13.18,4.93,1.33,2.8,0.4,0,10.12,0.27,0.4,1.07,4.93,1.6,3.33,0.53,2.13,0,16.51,2.66,1.2,1.46,3.33,1.46,0.13,4.26,3.06,0.93,0,0.8,0.13,0.13,0,0.13,0,0,12.38,1.73,5.99,4.39,2.26,2.13,0.13,0.27,0,0.4,1.07,0.13,0,0,4.79,5.99,0,0.27,0.53,0,0.4,0,1.07,0,0,13.05
586.McDermott.9.18.02.docx,1,659,16.48,19.27,79.67,54.48,16.69,10.32,2.28,4.25,0.3,1.97,1.52,6.37,5.31,17.3,10.32,5.31,9.26,0.76,3.64,11.84,5.16,1.97,0.61,0.46,0,13.2,0,0,1.67,4.1,1.82,2.28,0,1.52,0.15,18.36,2.28,1.67,1.52,1.82,0.91,0.46,8.65,2.12,2.58,0.46,1.67,0,0.3,0.3,0,0,0,12.9,3.64,5.77,4.1,1.37,1.06,0.61,0.3,0,0.3,0.61,0.15,0.3,0.61,6.37,6.68,0.15,0,0.3,0,0,0,2.12,0,0,15.63
587.DeFazio.9.5.02.docx,1,795,17.28,31.45,71.7,47.55,9.94,3.9,1.76,0.75,0,0.25,1.13,6.04,8.3,11.07,8.05,2.14,6.54,1.26,3.77,12.08,4.28,1.64,1.51,0.13,0,5.91,0.38,0,0.75,6.29,1.51,4.65,0.5,3.4,0.25,13.96,2.77,1.38,2.14,2.14,0.5,0.25,3.65,2.77,0.5,0,0.38,0,0.38,0,0.38,0,0,10.69,2.14,5.16,3.14,3.14,2.77,0.25,0.13,0.88,0.13,1.01,0,0,0,2.89,6.79,0.13,0,3.27,0,0.5,0,0.63,0,0.13,14.34
588.DeFazio.9.10.02.docx,1,761,23.06,27.07,75.16,51.51,10.78,5.12,0.79,1.58,0,1.18,1.58,5.65,8.41,11.96,8.02,2.37,6.7,1.31,2.63,11.96,5.91,1.45,3.29,0.66,0,9.07,0.26,0,0.92,4.6,1.71,2.89,0.26,2.1,0,18.4,3.81,0.92,2.23,3.81,1.71,0.26,4.99,3.02,0.79,0,0.66,0.13,0.13,0.13,0,0,0,10.12,0.92,4.86,4.07,2.5,1.71,0,0.26,0.26,0.39,1.05,0.13,0.26,0,4.34,6.57,0,0.39,0.39,0,0.26,0,2.5,0,0,14.45
589.DeFazio.9.25.02.docx,1,680,34,36.62,68.68,44.56,7.5,2.65,0.88,0.59,0,0.29,0.88,4.85,8.82,8.24,6.47,1.47,4.26,1.32,2.06,12.5,4.56,1.32,2.79,0.15,0,3.24,0,0.15,0.44,6.47,1.76,4.71,0.15,4.56,0,13.53,1.47,2.21,0.74,2.06,1.47,0.59,4.26,1.76,0.44,0,0.29,0.15,0.15,0,0.15,0,0,9.26,1.32,5,3.09,3.53,3.82,0.88,0.15,0,0.74,0.74,0,0.15,0.29,4.41,7.65,0.15,0.29,0,0,0.15,0,1.91,0,0,14.56
590.Deutch.2.8.12.docx,1,169,18.78,31.36,71.01,47.34,12.43,10.65,2.96,2.37,0,0.59,4.73,1.78,5.92,5.33,4.14,0.59,3.55,0.59,4.14,15.98,5.33,0,1.18,0,0,10.65,0,1.18,1.18,4.14,1.78,2.37,0,1.18,1.18,11.83,0,1.18,1.18,0,1.18,1.18,7.69,0,2.96,0,1.18,1.18,0,0,0,0,0,13.02,0.59,6.51,4.14,4.73,2.37,0,0,4.14,0,0,0,0.59,0,5.92,7.69,0,0,0,0,0,0,0,0,0,13.61
591.Djou.6.28.10.docx,1,168,33.6,27.98,70.24,42.26,10.71,5.95,2.38,2.98,0,0.6,0,4.76,10.71,5.95,2.98,1.19,4.17,0,1.19,11.31,6.55,0,0.6,0,0,7.14,0.6,0,0.6,4.76,4.17,0.6,0,0,0,9.52,1.19,1.79,0,0,1.19,0,4.76,0.6,0.6,0,0.6,0,0,0,0,0,0,14.88,1.19,8.33,4.76,2.98,2.98,1.19,1.19,1.19,0,0,0,0,0,3.57,1.19,0.6,0,0,0,0,0,1.19,0,0,6.55
592.Doggett.3.6.03.docx,1,615,21.96,35.61,69.43,42.93,8.29,3.41,0.33,2.93,0,0.16,0,4.88,6.5,9.43,7.48,0.65,5.53,1.79,2.28,12.03,5.2,1.63,1.79,0.65,0,5.37,0.65,0.49,0.33,10.08,3.74,6.18,0.49,4.55,0.65,15.28,1.3,1.14,1.63,0.98,1.14,2.11,4.88,2.44,0.16,0,0.16,0,0.16,0.16,0,0,0,10.08,0.81,5.04,4.23,3.25,2.6,0.65,1.46,0.81,0.33,0.81,0,0,0,5.04,6.67,0,0,0,0,0.16,0,4.55,0,0.16,16.59
593.Dold.2.17.12.docx,1,170,13.08,28.82,70.59,51.18,14.71,7.06,0,4.12,0,0,2.94,7.65,7.65,11.76,10,1.18,5.88,3.53,2.94,9.41,5.88,1.18,1.18,0.59,0,8.82,0,0,0.59,1.76,0,1.76,0.59,1.18,0,20.59,1.18,2.94,3.53,1.76,4.71,1.76,6.47,1.76,1.76,0.59,1.18,0,0,0,0,0,0,14.71,2.35,7.65,4.71,2.94,2.35,0,0,0,0,1.18,0,0,0,8.82,5.88,0,0,0,0,0.59,0,1.76,0,0,17.06
594.Doyle.7.26.07.docx,1,126,15.75,42.86,69.05,36.51,4.76,4.76,0,3.17,0,0.79,0.79,0,6.35,12.7,7.94,3.17,3.97,0.79,1.59,12.7,1.59,0.79,1.59,1.59,0,7.14,0,0,1.59,7.14,1.59,5.56,0,3.97,1.59,11.11,1.59,2.38,0.79,0.79,1.59,0.79,3.97,0,1.59,0,1.59,0,0.79,0,0,0.79,0,11.11,0,4.76,6.35,7.14,2.38,0.79,0,0.79,0,3.17,0,0,0,7.94,7.14,0,0,0,0,0.79,0,1.59,0,0,17.46
595.Doyle.9.19.06.docx,1,565,22.6,34.51,70.09,43.01,6.9,2.83,1.06,1.06,0.35,0,0.35,4.07,9.03,8.5,5.84,0.71,4.6,0.88,2.12,13.1,3.89,0.88,2.12,1.06,0,3.72,0,0.35,0.88,7.43,2.83,4.6,0.71,3.54,0.35,11.33,1.24,2.12,0.88,0.71,0.71,1.42,3.72,0.88,0.88,0,0.53,0.35,0.88,0.53,0,0.35,0,11.68,1.59,6.02,3.72,3.36,1.42,0.18,0.35,0.35,0,2.12,0,0.18,0,5.13,7.61,0,0.35,0,0,0.53,0,0.35,0,0.18,14.16
596.Dreier.1.19.11.docx,1,675,16.46,36,68.59,43.26,9.78,4.44,0.15,3.85,0,0.15,0.3,5.33,6.22,8.44,6.22,1.48,5.19,1.48,2.37,13.19,5.04,1.19,2.07,0.15,0,6.67,0,0.15,0.89,7.11,3.85,3.26,0.59,1.93,0.59,16.15,0.89,1.04,2.22,1.04,2.52,1.63,5.63,1.63,1.33,0.44,0.74,0.15,0.74,0.44,0.3,0,0,10.96,1.78,6.37,2.96,2.96,3.7,0.15,0,0.89,0.44,0.15,0.3,0,0,6.52,4,0,0,0,0,0.3,0,1.19,0,0,12
597.Dreier.6.22.11.docx,1,714,21.64,34.73,69.05,42.86,9.38,4.48,0.7,1.54,0,0.28,1.96,4.9,8.12,7.42,4.06,1.54,3.78,0.84,1.82,12.61,5.18,0.42,2.1,0.98,0,6.58,0,0.42,1.12,6.3,3.36,2.8,0.56,1.4,0.14,14.15,1.4,1.82,0.56,0.98,1.54,1.12,6.02,1.82,1.12,0.56,0.28,0,0.98,0.56,0.42,0,0,11.9,2.1,5.6,2.94,2.52,3.5,0,0.28,0.84,0,0.14,0,0,0,5.18,6.02,0,0.42,0,0,1.12,0,0.84,0,0,13.59
598.Dreier.9.16.09.docx,1,142,17.75,35.21,73.24,46.48,14.79,7.75,0.7,5.63,0,0.7,0.7,7.04,5.63,9.15,6.34,1.41,7.04,0,3.52,10.56,5.63,0,1.41,0,0,9.86,0,0,0.7,5.63,4.23,1.41,0,0,0,17.61,3.52,0.7,0.7,0.7,3.52,0,8.45,0,0.7,0,0.7,0,0,0,0,0,0,9.86,2.11,6.34,1.41,2.82,4.23,0,0,3.52,0,0,0.7,0.7,0,7.04,5.63,0,0,0,0,0.7,0,1.41,0,0,14.79
599.MoranKS.9.16.09.docx,1,177,17.7,33.33,71.19,44.07,8.47,3.39,0,2.26,0,0.56,0.56,5.08,7.91,11.3,7.34,1.13,6.21,1.69,1.69,11.86,2.26,1.13,3.39,0,0,7.34,0,0,0,4.52,2.26,2.26,0.56,1.13,0,16.38,2.26,0.56,2.26,2.26,0,0.56,5.65,2.26,1.13,0,1.13,0,0,0,0,0,0,14.12,2.82,5.65,5.65,4.52,2.82,0,0.56,0,0,0,0,0,0,9.04,5.65,0,0,0,0,0.56,0,2.26,0,0,17.51
600.Dreier.9.12.12.docx,1,512,20.48,25.98,74.22,49.02,12.3,7.23,2.93,3.91,0,0.39,0,5.08,7.03,11.13,7.42,3.52,5.47,0.78,3.52,11.72,6.05,0.2,2.15,0.39,0,11.91,0,1.37,2.93,6.84,4.49,2.34,0,0.98,1.37,14.06,1.56,0.78,0.78,0.59,0.39,0.39,7.42,1.56,2.15,0.2,1.95,0,0.39,0,0,0.39,0,9.77,0.78,5.08,4.1,1.95,1.76,0,0.59,1.37,0.2,1.56,0,0,0,7.23,8.98,0,0,0,0,0.2,0,0.98,0,0,17.38
601.PriceNC.9.12.12.docx,1,260,13,27.69,78.85,48.85,11.92,7.31,0.77,6.15,0,0,0.38,4.62,6.92,12.69,9.62,2.69,7.69,0.38,3.85,11.54,4.62,0.38,1.15,0.77,0,12.31,0,2.31,1.54,10.38,6.92,3.46,0.38,1.15,1.92,15.38,1.15,1.15,1.54,0.38,0.77,1.54,7.69,1.54,0,0,0,0,0.38,0.38,0,0,0,11.54,1.15,5.77,3.85,5,5.38,0,0.38,0,0,0.38,0,0,0,9.23,4.62,0,0,0,0,0,0,1.15,0,0,15
602.Duncan.2.12.98.docx,1,183,10.76,24.59,79.78,46.99,7.1,3.83,1.09,1.64,0,0.55,0.55,3.28,3.28,14.75,10.38,6.01,8.2,0.55,3.28,10.38,7.65,3.28,3.83,0,0,9.29,0,0,3.83,7.1,1.64,5.46,0.55,4.37,0,20.22,1.64,2.73,0.55,2.73,1.09,1.64,6.56,4.37,1.64,0,1.64,0,0.55,0.55,0,0,0,14.21,2.73,4.37,6.01,3.28,0.55,0.55,0,0,0,2.19,0,0,0,7.1,4.92,0,0,2.19,0,0,0,1.09,0,0,15.3
603.Duncan.2.26.03.docx,1,761,24.55,31.67,74.64,44.42,7.75,2.5,0.13,1.45,0,0.79,0.13,5.26,7.1,11.43,6.7,2.37,5.65,0.79,4.07,10.91,3.94,0.92,3.15,2.1,0,5.12,0,0.13,0.92,6.83,1.97,4.86,0,3.94,0.26,13.27,1.45,0.66,1.45,1.84,1.18,2.76,2.63,2.76,1.84,0.66,1.18,0,0.92,0.26,0.53,0.13,0,12.61,1.45,7.49,3.55,2.1,1.71,0.39,0.13,1.97,0,1.84,0,0.26,0,6.83,6.57,0.39,0.79,0.13,0,0.66,0,1.71,0,0.66,17.74
604.Duncan.10.5.98.docx,1,600,22.22,31.5,72.33,47.5,13.33,6.83,2.5,3.5,0,0.33,0.5,6.5,4.17,10.33,6.33,3.17,5,1.17,4.33,11.5,5.33,1.67,3.17,0.67,0,9,0,0.17,1,6.17,2.5,3.67,0.5,1.5,0.17,17.5,2.5,1.33,2,2.67,1.17,1,6.33,2.5,2.17,0.17,1.83,0.17,0.5,0,0.5,0,0,10.17,1.17,5.17,3.67,2.67,1.67,0.33,0.5,0.33,0,0.67,0,0,0,4.83,7.33,0.17,0,0,0,0,0,0.67,0,0.17,13.17
605.Duncan.9.20.01.docx,1,188,23.5,34.04,77.13,46.81,9.57,6.38,1.06,4.79,0,0.53,0,3.19,7.45,17.02,7.98,2.66,10.64,1.06,5.85,7.98,5.85,1.06,2.66,1.6,0,7.98,0,0,1.06,6.91,1.06,5.85,1.6,1.6,0.53,21.81,1.06,0.53,4.79,3.72,1.06,0.53,8.51,2.13,1.06,0,1.06,0,0,0,0,0,0,13.83,3.72,6.38,3.72,1.6,1.06,0,0,2.66,0,0,0,0,0,4.79,5.85,0,0,0,0,1.06,0,3.72,0,1.06,16.49
606.Durbin.5.17.04.docx,1,493,16.43,32.86,70.99,45.44,8.32,4.67,2.23,1.62,0,0.41,0.41,3.65,8.72,9.53,6.69,0.2,4.87,2.23,1.42,13.59,4.26,1.22,2.43,0.2,0,5.68,0,0.61,0.81,4.46,1.42,3.04,0.41,1.62,0.41,15.62,2.23,1.01,1.62,2.23,1.01,2.03,5.48,1.01,0.81,0.2,0.2,0.41,3.25,0,2.84,1.01,0,11.36,1.42,5.68,4.46,1.62,1.42,0,0.2,0,0.2,0.41,0.2,0,0,6.29,3.65,0.2,0,0,0,0.41,0,0.81,0,0,11.36
