IDNO,Name,Date,Venue,,Region,PartyAffiliation,Honesty,Status,CatThink,ComplexThink,CogProcess,PsychDistance,Presidentiality,Depression,,Title,Dateno,,,,Month,Day,Year
903,Pitts,5/6/2009,House,,North Korea,R,-4.204303,0.172839,0.722981,-3.62283,-1.192223,3.192997,0.64311,2.035335,,Representative,39939,,,,5,6,9
924,Poe,10/28/2005,House,,Iran,R,-7.756974,-1.034531,-1.367608,-1.328006,-1.112977,-0.044545,-1.790776,3.021527,,Representative,38653,,,,10,28,5
925,Poe,1/9/2009,House,,Iran,R,-0.832096,-1.034531,0.674634,-1.388443,0.168684,2.42091,0.095706,0.771326,,Representative,39822,,,,1,9,9
926,Poe,9/30/2009,House,,Iran,R,-3.534234,0.425734,-3.512557,-2.049632,-1.878301,-1.579224,-3.134859,-1.022236,,Representative,40086,,,,9,30,9
927,Poe,2/2/2010,House,,Iran,R,-1.216029,-0.651109,4.251708,-2.997725,-1.776647,5.976805,3.972255,-2.163124,,Representative,40211,,,,2,2,10
928,Poe,2/16/2011,House,,Iran,R,0.826242,0.119087,3.651186,-0.898647,-2.481241,5.56793,3.119135,-1.96877,,Representative,40590,,,,2,16,11
931,Poe,10/13/2011,House,,Iran,R,-5.376012,1.408082,-0.260566,-2.080794,-0.56355,0.851351,-0.167307,1.240293,,Representative,40829,,,,10,13,11
934,PriceNC,3/11/2003,House,,Iraq,D,3.680275,0.300088,2.036625,-0.708354,0.13781,4.753332,1.056683,-0.247596,,Representative,37691,,,,3,11,3
935,Quigley,5/21/2009,House,,Iran,D,-3.727228,2.391789,5.654111,-1.156789,-0.695434,6.119542,5.059331,-2.266191,,Representative,39954,,,,5,21,9
936,Quigley,5/25/2011,House,,Iran,D,2.053686,0.94176,4.703148,-5.63801,-3.372174,6.034952,1.882188,2.914465,,Representative,40688,,,,5,25,11
937,Quigley,11/15/2011,House,,Iran,D,-1.77621,1.347577,-1.945856,0.17155,-0.630039,-0.107733,-2.391015,-0.33664,,Representative,40862,,,,11,15,11
938,Rohrabacher,2/12/1998,House,,Iraq,R,-1.518234,0.768793,-0.540357,3.794404,0.082904,-2.92361,-0.262686,-0.629099,,Representative,35838,,,,2,12,98
939,Rohrabacher,9/17/2001,House,,Iraq,R,-1.762607,-0.081841,-0.567125,-0.746608,-0.590094,0.4458,-0.583276,0.811979,,Representative,37151,,,,9,17,1
940,Ros-Lehtinen,4/29/2009,House,,North Korea,R,-2.446676,1.008756,2.342283,-3.338208,-2.280188,1.769847,0.173813,4.302908,,Representative,39932,,,,4,29,9
941,Ros-Lehtinen,10/26/2009,House,,Iran,R,0.950449,1.992527,3.205299,-1.673926,-0.43284,3.599083,1.532334,-1.35315,,Representative,40112,,,,10,26,9
942,Ros-Lehtinen,12/31/2012,House,,North Korea,R,3.115677,-1.768615,2.944136,-1.851007,-0.652679,2.770424,1.511579,-0.093342,,Representative,41274,,,,12,31,12
943,Berman,12/31/2012,House,,North Korea,D,0.117508,-2.991098,3.332646,-2.758484,0.014225,0.628159,2.785116,-0.125855,,Representative,41274,,,,12,31,12
1091,Pallone,3/5/2003,House,,Iraq,D,-2.958004,-1.268556,1.701327,-0.581404,0.262039,2.940088,2.30304,-1.092481,,Representative,37685,,,,3,5,3
1092,Schakowsky,3/5/2003,House,,Iraq,D,-0.086672,-0.533287,-0.134842,-2.46842,-0.489922,1.319278,-1.613453,1.591747,,Representative,37685,,,,3,5,3
1095,Shays,10/28/2005,House,,Iran,R,-1.596932,0.346934,-1.404586,-3.278408,-2.035775,1.103827,-2.669239,1.751768,,Representative,38653,,,,10,28,5
1096,Sherman,1/18/2007,House,,Iran,D,-3.133317,2.293894,1.104435,-2.094113,-0.803737,0.15358,0.379294,-1.75697,,Representative,39100,,,,1,18,7
1097,Sherman,11/19/2006,House,,Iran,D,1.475105,1.792791,2.375132,-0.287774,1.511783,3.470935,0.415083,-0.49611,,Representative,39040,,,,11,19,6
1114,McDermott,3/5/2003,House,,Iraq,D,-1.653121,0.011059,-2.147861,-4.460054,-0.777192,-0.527312,-2.89376,6.299034,,Representative,37685,,,,3,5,3
1117,Skelton,2/1/2006,House,,Iran,D,-2.64349,1.91863,-0.281331,-2.475358,-0.310517,0.63294,-0.063922,-2.188074,,Representative,38749,,,,2,1,6
1118,Speier,6/16/2009,House,,Iran,D,-7.667752,3.623632,-1.997341,-2.839564,-3.649445,-3.207272,-1.005105,-0.222049,,Representative,39980,,,,6,16,9
1119,Stearns,3/14/2006,House,,North Korea,R,-0.568856,-1.034531,2.751146,-0.303062,-1.005228,5.280137,1.501505,-0.053907,,Representative,38790,,,,3,14,6
1120,Stearns,6/24/2009,House,,Iran,R,-4.404324,-1.44793,4.14522,-2.61479,1.739716,3.927789,5.354004,-4.340662,,Representative,39988,,,,6,24,9
1121,Stearns,10/23/2000,House,,Iran,R,2.434073,-1.349835,5.483079,-1.691523,-1.650704,7.278475,2.925172,2.325456,,Representative,36822,,,,10,23,0
1122,Tancredo,5/2/2002,House,,Iran,R,-2.418422,-0.723687,-1.16885,-2.552767,-1.360353,-1.192503,-0.474228,0.53786,,Representative,37378,,,,5,2,2
1125,UdallNM,10/1/2002,House,,Iraq,D,0.311508,0.221913,1.572309,-0.873972,0.645205,1.327497,1.287088,2.64065,,Representative,37530,,,,10,1,2
1126,Vargas,9/10/2013,House,,Iraq,D,-5.278182,1.118831,0.605977,-1.487464,2.028403,0.414604,-0.393716,-0.510482,,Representative,41527,,,,9,10,13
1130,WattsOK,9/26/2002,House,,Iran,R,-1.763399,-1.384869,2.573014,-3.287742,-2.402124,4.261831,0.957255,1.26087,,Representative,37525,,,,9,26,2
1132,Wilson,2/14/2006,House,,Iran,R,2.132931,-0.039266,6.991876,-3.190033,-1.075235,7.763769,4.804383,-1.317218,,Representative,38762,,,,2,14,6
1133,Wilson,3/5/2002,House,,Iraq,R,0.991675,0.379716,-0.995887,-5.154256,-2.302339,0.823457,-1.081318,1.599333,,Representative,37320,,,,3,5,2
1135,Woolsey,2/25/2009,House,,Iran,D,-2.497001,1.064328,-0.147965,-2.551276,-1.09611,-0.440902,-0.185062,-0.225007,,Representative,39869,,,,2,25,9
1136,Woolsey,3/5/2003,House,,Iraq,D,-1.258828,1.893714,-1.659235,-1.794223,-1.091497,-1.651408,-1.640134,0.277161,,Representative,37685,,,,3,5,3
1220,Akin,5/20/2009,House,,Iran,R,-2.835046,2.564408,-3.313332,-0.584215,-0.602013,-1.276677,-2.77916,-0.172623,,Representative,39953,,,,5,20,9
1221,BishopUT,5/20/2009,House,,Iran,R,2.683291,0.329074,-3.001096,-0.09983,-0.758019,-2.166356,-3.032306,-0.284794,,Representative,39953,,,,5,20,9
1222,Franks,5/20/2009,House,,Iran,R,-3.081887,2.113097,-1.684137,-1.291289,-0.670977,-0.43772,-1.549142,0.245498,,Representative,39953,,,,5,20,9
1223,Aderholt,10/9/2002,House,,Iraq,R,2.847162,-0.744642,0.687488,-2.376124,-1.428208,0.600327,-0.230867,0.477698,,Representative,37538,,,,10,9,2
1224,Bass,10/9/2002,House,,Iraq,R,0.2867,0.23928,2.287261,-0.307568,2.834781,1.372486,4.262301,-3.576787,,Representative,37538,,,,10,9,2
1225,Boehner,10/9/2002,House,,Iraq,R,1.19984,-0.06554,1.592276,1.599862,0.910544,0.023993,1.501424,0.578787,,Representative,37538,,,,10,9,2
1226,Borski,10/9/2002,House,,Iraq,D,0.043642,1.181768,-0.278161,-1.774163,-0.028078,-0.777738,-0.042373,1.15752,,Representative,37538,,,,10,9,2
1227,Boyd,10/9/2002,House,,Iraq,D,-0.288684,0.072018,0.275446,2.60233,2.259299,-2.080946,0.462807,0.95755,,Representative,37538,,,,10,9,2
1228,BrownFL,10/9/2002,House,,Iraq,D,1.822197,0.354399,1.383724,-0.938637,-0.156934,1.594907,0.778803,-0.075531,,Representative,37538,,,,10,9,2
1229,Buyer,10/9/2002,House,,Iraq,R,-0.662066,-2.570318,-0.304409,-0.268824,-0.319472,-1.517589,0.116257,2.885079,,Representative,37538,,,,10,9,2
1230,Camp,10/9/2002,House,,Iraq,R,-0.96862,1.339019,0.417709,0.312243,0.042689,1.708594,0.934532,-0.153423,,Representative,37538,,,,10,9,2
1231,Capuano,10/9/2002,House,,Iraq,D,1.711976,0.795125,-1.537694,0.48235,1.115333,-0.338177,-1.889846,1.420998,,Representative,37538,,,,10,9,2
1232,Carson,10/9/2002,House,,Iraq,D,0.285318,0.706932,0.868641,1.460222,-0.222766,1.785335,0.058075,0.307993,,Representative,37538,,,,10,9,2
1233,Costello,10/9/2002,House,,Iraq,D,5.305826,-0.772775,3.131502,0.141767,1.797907,2.541854,1.166281,1.185508,,Representative,37538,,,,10,9,2
1234,Crane,10/9/2002,House,,Iraq,R,-2.631145,1.468546,-0.44177,2.424234,0.794716,-3.252309,0.277945,-0.376153,,Representative,37538,,,,10,9,2
1235,English,10/9/2002,House,,Iraq,R,1.408701,0.568123,0.798861,-0.968213,0.683449,0.785278,-0.762399,1.983565,,Representative,37538,,,,10,9,2
1236,Ford,10/9/2002,House,,Iraq,D,0.156679,-0.620953,1.015403,-0.875165,0.100172,-1.053707,1.236248,-0.664825,,Representative,37538,,,,10,9,2
1237,Graves,10/9/2002,House,,Iraq,R,-5.101384,0.312926,3.311013,-4.608906,0.960823,3.971191,4.501944,-1.561804,,Representative,37538,,,,10,9,2
1238,Hulshof,10/9/2002,House,,Iraq,R,1.079925,-1.291571,1.032181,-1.501297,0.111872,1.779922,0.597264,2.639725,,Representative,37538,,,,10,9,2
1239,Issa,10/9/2002,House,,Iraq,R,2.644289,-0.667022,-1.489563,0.163145,-1.040831,-1.836702,-2.795944,1.4163,,Representative,37538,,,,10,9,2
1240,Jackson-Lee,10/9/2002,House,,Iraq,D,1.151011,-0.600843,2.321046,-0.242216,0.291445,1.859852,1.603907,1.118004,,Representative,37538,,,,10,9,2
1241,Jenkins,10/9/2002,House,,Iraq,R,0.337135,-0.005732,2.953832,-0.237535,-0.303868,1.937443,1.40988,1.091089,,Representative,37538,,,,10,9,2
1242,JonesOH,10/9/2002,House,,Iraq,D,0.687434,-0.829789,-1.684358,1.226336,1.145834,-2.76451,-2.044435,3.436134,,Representative,37538,,,,10,9,2
1243,Kind,10/9/2002,House,,Iraq,D,-1.983022,2.808714,-0.507702,0.731029,-0.306174,-2.338556,0.398218,-0.355678,,Representative,37538,,,,10,9,2
1244,Kingston,10/9/2002,House,,Iraq,R,2.78971,-0.540693,-1.058116,0.419904,1.067644,0.696204,-2.003814,4.295658,,Representative,37538,,,,10,9,2
1245,LewisKY,10/9/2002,House,,Iraq,R,3.000012,-0.922871,-0.718587,-2.03901,0.267207,-1.140864,-1.24417,0.453825,,Representative,37538,,,,10,9,2
1246,MaloneyCarolyn,10/9/2002,House,,Iraq,D,2.168882,-0.068993,-0.372319,0.184336,-0.303094,-0.420748,-1.15268,3.510919,,Representative,37538,,,,10,9,2
1247,Mica,10/9/2002,House,,Iraq,R,-0.69034,1.90179,-1.794297,4.480112,-1.008126,-1.764516,-1.957469,0.128182,,Representative,37538,,,,10,9,2
1248,Nethercutt,10/9/2002,House,,Iraq,R,0.758149,-0.166839,3.017864,-1.232863,-0.322719,4.28161,2.461301,1.420146,,Representative,37538,,,,10,9,2
1249,Pastor,10/9/2002,House,,Iraq,D,5.329898,0.176168,5.594588,3.264725,2.908577,3.195799,4.852611,0.519897,,Representative,37538,,,,10,9,2
1250,Pickering,10/9/2002,House,,Iraq,R,4.024821,-0.218811,-1.782207,-3.05587,-0.003518,-2.270234,-1.153624,2.467033,,Representative,37538,,,,10,9,2
1251,Portman,10/9/2002,House,,Iraq,R,0.11544,-0.913662,0.727427,1.376962,0.574154,1.177878,1.044507,1.235022,,Representative,37538,,,,10,9,2
1252,Shadegg,10/9/2002,House,,Iraq,R,-1.726554,-0.343844,-3.283802,1.020078,-0.077752,-4.206117,-3.129971,2.258735,,Representative,37538,,,,10,9,2
1253,Shaw,10/9/2002,House,,Iraq,R,3.877904,-2.618061,2.174949,1.611679,0.555856,-1.884898,2.142535,3.614093,,Representative,37538,,,,10,9,2
1254,Sherman,10/9/2002,House,,Iraq,D,1.089713,-1.426858,-1.906446,0.663113,-0.945928,-1.068657,-0.07533,-1.979095,,Representative,37538,,,,10,9,2
1255,Souder,10/9/2002,House,,Iraq,R,0.817251,2.011896,1.208669,0.18328,-0.947307,0.184606,0.969331,-0.398978,,Representative,37538,,,,10,9,2
1256,Stearns,10/9/2002,House,,Iraq,R,3.662504,-0.807785,2.286275,0.123042,0.912799,1.909903,1.00992,0.41416,,Representative,37538,,,,10,9,2
1257,Stupak,10/9/2002,House,,Iraq,D,1.989235,0.091032,3.226008,2.613239,0.209621,1.848589,1.530943,0.143844,,Representative,37538,,,,10,9,2
1258,DavisVA,10/9/2002,House,,Iraq,R,-1.458829,3.108584,-0.010055,-3.012064,-0.680254,-0.3339,-0.111593,2.466197,,Representative,37538,,,,10,9,2
1259,Tanner,10/9/2002,House,,Iraq,D,3.4347,0.632611,2.155714,-0.554088,-1.011374,2.733308,1.839296,-1.159968,,Representative,37538,,,,10,9,2
1260,ThompsonCA,10/9/2002,House,,Iraq,D,-0.580946,0.795193,0.219911,-2.353429,-0.473325,1.344484,-0.154124,1.536939,,Representative,37538,,,,10,9,2
1261,Watson,10/9/2002,House,,Iraq,D,2.072515,2.306156,1.932119,0.417018,0.021596,3.744788,0.784855,0.93974,,Representative,37538,,,,10,9,2
1262,WeldonPA,10/9/2002,House,,Iraq,R,-1.950168,0.827913,-2.591772,-0.855389,0.085327,-2.1412,-2.640174,0.690524,,Representative,37538,,,,10,9,2
1263,YoungFL,10/9/2002,House,,Iraq,R,2.625203,2.049432,-0.16352,1.238312,-0.037639,1.418263,-0.774366,-0.778854,,Representative,37538,,,,10,9,2
1296,Lee,10/10/2002,House,,Iraq,D,-1.575807,2.071912,0.152087,-3.239071,-0.635309,0.37691,-0.950758,0.613844,,Representative,37539,,,,10,10,2
1297,Hyde,10/10/2002,House,,Iraq,R,2.955123,-0.740389,1.581941,1.319265,-0.008686,2.404473,0.571073,0.76024,,Representative,37539,,,,10,10,2
1298,DeFazio,10/10/2002,House,,Iraq,D,0.701777,-0.455319,0.4218,-0.648622,0.70444,5.636132,-2.519169,1.091287,,Representative,37539,,,,10,10,2
1299,Linder,10/10/2002,House,,Iraq,R,-2.433235,1.219204,0.760195,-3.478885,-1.061383,1.686849,0.536382,-1.769511,,Representative,37539,,,,10,10,2
1300,Kilpatrick,10/10/2002,House,,Iraq,D,-3.8245,1.866105,-1.005648,-6.464489,-3.023194,-1.423681,-0.472423,-2.146844,,Representative,37539,,,,10,10,2
1301,Oberstar,10/10/2002,House,,Iraq,D,1.470406,1.290747,4.208406,-2.580871,-2.217216,5.942854,3.11319,0.330971,,Representative,37539,,,,10,10,2
1302,Honda,10/10/2002,House,,Iraq,D,-2.716158,1.516142,0.796144,0.658533,-0.526633,-0.003074,0.221682,0.195341,,Representative,37539,,,,10,10,2
1303,GreenWI,10/10/2002,House,,Iraq,R,1.642402,0.005159,-0.69113,-2.802855,-2.094185,1.838126,-1.533226,0.214935,,Representative,37539,,,,10,10,2
1304,McDermott,10/10/2002,House,,Iraq,D,2.217762,0.576781,1.291439,-0.019434,-0.430687,2.831329,-0.062795,1.425627,,Representative,37539,,,,10,10,2
1305,Rivers,10/10/2002,House,,Iraq,D,-0.2571,-2.07794,4.882728,-0.28719,0.726474,2.46327,3.105176,-2.211691,,Representative,37539,,,,10,10,2
1306,WattNC,10/10/2002,House,,Iraq,D,-4.295852,-3.813168,1.384738,-0.314638,0.195526,-1.963408,3.149566,1.682234,,Representative,37539,,,,10,10,2
1307,Jackson-Lee,10/10/2002,House,,Iraq,D,0.747699,-1.054273,0.589727,0.336515,0.782848,-0.036308,0.166465,2.860518,,Representative,37539,,,,10,10,2
1308,Woolsey,10/10/2002,House,,Iraq,D,-1.394321,-0.89179,3.173,-2.292811,2.072793,4.423903,2.144761,-1.847104,,Representative,37539,,,,10,10,2
1309,Filner,10/10/2002,House,,Iraq,D,-6.29379,5.516616,0.570815,-5.03248,-1.682518,1.931135,1.856711,-0.51177,,Representative,37539,,,,10,10,2
1310,Lantos,10/10/2002,House,,Iraq,D,-2.079554,-0.871645,1.909313,-2.232153,0.058796,0.781483,3.609141,-0.722428,,Representative,37539,,,,10,10,2
1311,Stark,10/10/2002,House,,Iraq,D,-6.225388,2.251654,-0.357722,-1.41139,-1.071433,-1.758903,-0.141994,0.742155,,Representative,37539,,,,10,10,2
1312,Kingston,10/10/2002,House,,Iraq,R,3.304329,-0.750438,-1.148303,1.479196,-0.426061,0.349717,0.211999,-0.785396,,Representative,37539,,,,10,10,2
1313,Payne,10/10/2002,House,,Iraq,D,-4.932082,4.186527,-2.702084,3.493912,-1.925282,-0.406547,-2.576635,0.787931,,Representative,37539,,,,10,10,2
1314,Clayton,10/10/2002,House,,Iraq,D,-3.845651,-0.080456,2.0867,-0.431045,-2.415525,1.667833,1.934672,-2.100597,,Representative,37539,,,,10,10,2
1315,Cox,10/10/2002,House,,Iraq,R,-0.691793,1.570518,0.094466,0.553413,1.60505,1.335557,-0.21257,-1.082172,,Representative,37539,,,,10,10,2
1316,JacksonIL,10/10/2002,House,,Iraq,D,3.138213,1.338219,1.684068,1.459119,0.63371,1.862626,2.084828,-1.734543,,Representative,37539,,,,10,10,2
1317,Hinchey,10/10/2002,House,,Iraq,D,3.473915,1.249682,2.802021,1.711998,1.516242,5.506748,0.357301,0.019865,,Representative,37539,,,,10,10,2
1318,WeldonPA,10/10/2002,House,,Iraq,R,-0.058933,-0.505927,-3.004892,-0.797047,-1.169467,-4.679074,-2.663935,2.723213,,Representative,37539,,,,10,10,2
1319,Owens,10/10/2002,House,,Iraq,D,-4.89991,2.11352,2.158278,-9.435471,-3.348271,1.992935,3.16548,-0.06874,,Representative,37539,,,,10,10,2
1320,JonesOH,10/10/2002,House,,Iraq,D,2.564575,-0.412625,-3.01792,1.964283,-0.918186,-6.031531,-0.885064,-1.030485,,Representative,37539,,,,10,10,2
1321,BrownOH,10/10/2002,House,,Iraq,D,4.421399,0.030177,1.790144,-3.595649,-1.878301,1.149996,-0.819889,0.063893,,Representative,37539,,,,10,10,2
1322,LewisCA,10/10/2002,House,,Iraq,R,-2.891913,-0.341482,-0.194192,-0.41599,-0.5719,-0.533993,1.53633,-2.328847,,Representative,37539,,,,10,10,2
1323,Farr,10/10/2002,House,,Iraq,D,-5.083263,0.459468,-0.147811,-4.202785,-2.621629,-1.511881,2.96591,-4.141197,,Representative,37539,,,,10,10,2
1324,Buyer,10/10/2002,House,,Iraq,R,-0.803245,0.123867,0.339541,-1.642801,0.032858,1.422654,0.445564,-0.895415,,Representative,37539,,,,10,10,2
1325,BrownFL,10/10/2002,House,,Iraq,D,4.211345,-1.271878,0.465701,1.620987,-0.4775,0.206394,-0.473886,1.696934,,Representative,37539,,,,10,10,2
1326,Christensen,10/10/2002,House,,Iraq,D,-0.989986,1.804195,0.634298,-0.238419,-1.992093,-0.805876,0.957543,-0.704445,,Representative,37539,,,,10,10,2
1327,Blumenauer,10/10/2002,House,,Iraq,D,2.209738,-0.647691,5.15293,-2.005657,-0.228693,5.100013,3.629528,1.383524,,Representative,37539,,,,10,10,2
1328,Spratt,10/10/2002,House,,Iraq,D,-2.247378,0.275622,-0.74285,0.16814,0.077196,-0.464737,-0.526161,-0.604613,,Representative,37539,,,,10,10,2
1329,Skelton,10/10/2002,House,,Iraq,D,1.190418,-2.255987,3.042537,1.815701,0.608829,2.352296,1.874909,0.437105,,Representative,37539,,,,10,10,2
1330,Blunt,10/10/2002,House,,Iraq,R,1.112548,-0.246194,-0.203315,-1.871315,0.200847,-2.125278,0.190365,-1.025848,,Representative,37539,,,,10,10,2
1331,Pastor,10/10/2002,House,,Iraq,D,5.518192,0.10082,2.673756,10.278022,3.890274,-1.695187,3.022095,-0.004198,,Representative,37539,,,,10,10,2
1332,Nadler,10/10/2002,House,,Iraq,D,0.892763,-0.635429,3.316202,4.058786,3.588443,2.542843,1.737386,-0.56663,,Representative,37539,,,,10,10,2
1333,Oxley,10/10/2002,House,,Iraq,R,4.858981,0.926259,3.115052,0.550729,1.924624,4.385,1.628818,-1.032858,,Representative,37539,,,,10,10,2
1334,Lipinski,10/10/2002,House,,Iraq,D,6.514462,-3.312509,0.254776,4.660175,3.080676,0.337635,0.272373,-0.367972,,Representative,37539,,,,10,10,2
1335,Reyes,10/10/2002,House,,Iraq,D,-0.784534,-1.723521,0.900256,1.700862,2.48767,1.303669,1.434558,-1.776808,,Representative,37539,,,,10,10,2
1336,Rohrabacher,10/10/2002,House,,Iraq,R,-3.131152,2.331681,-0.309531,-1.844682,-1.731199,1.480024,0.896422,-1.051872,,Representative,37539,,,,10,10,2
1337,AllenME,10/10/2002,House,,Iraq,D,3.442017,0.380867,1.81606,3.358451,2.782517,1.270698,0.220781,-0.058257,,Representative,37539,,,,10,10,2
1338,Boehner,10/10/2002,House,,Iraq,R,3.343771,0.951344,1.98012,-2.978205,-0.060666,2.408739,2.55764,-1.823238,,Representative,37539,,,,10,10,2
1339,Baldacci,10/10/2002,House,,Iraq,D,2.793316,-0.98548,-0.458738,0.409017,0.561242,-1.444324,-0.766858,1.457684,,Representative,37539,,,,10,10,2
1340,Snyder,10/10/2002,House,,Iraq,D,2.49436,0.370982,4.592107,-1.271368,-1.965329,4.225977,2.936838,-0.894977,,Representative,37539,,,,10,10,2
1341,Royce,10/10/2002,House,,Iraq,R,-4.894809,-0.733312,2.989211,1.03773,0.39096,3.379041,3.180022,-1.198907,,Representative,37539,,,,10,10,2
1342,MoranVA,10/10/2002,House,,Iraq,D,-5.190032,2.528722,1.338336,-1.432239,0.976311,3.252512,2.471915,-1.721074,,Representative,37539,,,,10,10,2
1343,Goodlatte,10/10/2002,House,,Iraq,R,-0.687756,-1.384993,4.063356,1.586558,1.101882,2.16621,1.704495,0.502265,,Representative,37539,,,,10,10,2
1344,McCarthyMO,10/10/2002,House,,Iraq,D,-2.426972,0.30455,3.85181,-2.673422,-0.416127,3.475727,3.473223,-0.546904,,Representative,37539,,,,10,10,2
1345,Fattah,10/10/2002,House,,Iraq,D,0.444268,0.049871,6.456981,1.105246,1.37441,2.92932,5.374653,-0.869097,,Representative,37539,,,,10,10,2
1346,Inslee,10/10/2002,House,,Iraq,D,2.732421,-0.633667,2.526095,5.066371,3.024121,3.431143,2.817468,-3.094455,,Representative,37539,,,,10,10,2
1347,Larson,10/10/2002,House,,Iraq,D,-0.835895,-0.951074,0.679634,-1.990028,0.443597,3.170483,-1.055818,1.973569,,Representative,37539,,,,10,10,2
1406,Markey,10/10/2002,House,,Iraq,D,2.252332,0.443477,2.576418,0.06526,0.954663,3.486419,0.303324,0.336226,,Representative,37539,,,,10,10,2
1407,Tauscher,10/10/2002,House,,Iraq,D,-0.767758,-1.602528,4.084462,-1.929514,-0.302218,1.904248,3.82113,-0.606321,,Representative,37539,,,,10,10,2
1408,Clyburn,10/10/2002,House,,Iraq,D,1.465687,0.474908,-0.948149,2.722315,-0.510745,-1.765752,-2.684174,3.200321,,Representative,37539,,,,10,10,2
1409,LevinS,10/10/2002,House,,Iraq,D,3.090095,0.673724,3.510484,2.818984,1.874717,4.531875,1.346536,-0.971339,,Representative,37539,,,,10,10,2
1410,Pelosi,10/10/2002,House,,Iraq,D,-1.909738,2.039323,0.221528,-1.045948,-1.016876,0.622735,-0.002983,1.278999,,Representative,37539,,,,10,10,2
1411,GrahamSC,10/10/2002,House,,Iraq,D,-2.882147,-0.469482,-1.039051,1.77627,0.772849,-0.774755,-0.314861,1.606239,,Representative,37539,,,,10,10,2
1412,Holt,10/10/2002,House,,Iraq,D,0.607486,-0.064289,1.558504,-0.578402,0.837354,0.559372,0.638187,1.358692,,Representative,37539,,,,10,10,2
1413,Conyers,10/10/2002,House,,Iraq,D,2.873612,-0.440655,5.226325,8.181286,5.742352,5.389652,4.882897,-0.110254,,Representative,37539,,,,10,10,2
1414,Capuano,10/10/2002,House,,Iraq,D,7.29038,-4.272188,1.147021,4.134286,1.753363,0.718022,0.543643,0.806536,,Representative,37539,,,,10,10,2
1415,Waxman,10/10/2002,House,,Iraq,D,0.873071,-0.279723,0.922844,-0.901607,0.433869,1.788715,0.186847,0.066929,,Representative,37539,,,,10,10,2
1416,McGovern,10/10/2002,House,,Iraq,D,-3.6664,-1.740312,3.598525,-0.530699,0.871037,1.455827,3.772384,-1.365048,,Representative,37539,,,,10,10,2
1417,Matsui,10/10/2002,House,,Iraq,D,0.296276,0.815087,3.538514,-0.155025,0.011648,3.564006,1.486123,-0.425786,,Representative,37539,,,,10,10,2
1418,Ehlers,10/10/2002,House,,Iraq,R,4.299535,-1.706154,2.024316,0.087733,0.097917,1.79397,0.684342,2.336925,,Representative,37539,,,,10,10,2
1419,Rangel,10/10/2002,House,,Iraq,D,8.172834,-4.037285,-2.486926,3.118264,0.050111,-2.316685,-4.22309,4.428968,,Representative,37539,,,,10,10,2
1420,Gillmor,10/10/2002,House,,Iraq,R,1.813447,-0.630062,2.411474,-0.318959,2.338146,3.427584,2.031266,0.641711,,Representative,37539,,,,10,10,2
1421,Cubin,10/10/2002,House,,Iraq,R,-3.006663,-0.475062,-1.145595,-1.105942,-0.855922,-1.710939,0.588432,-0.889692,,Representative,37539,,,,10,10,2
1422,Berman,10/10/2002,House,,Iraq,D,-0.231762,0.793666,0.457233,-2.796773,-0.507781,2.223058,0.864406,0.183866,,Representative,37539,,,,10,10,2
1423,WattsOK,10/10/2002,House,,Iraq,R,-0.225955,-1.244458,-1.598625,-0.917824,-0.166881,-1.099472,-0.46755,0.263186,,Representative,37539,,,,10,10,2
1424,Doggett,10/10/2002,House,,Iraq,D,2.87228,3.367564,2.752709,3.018037,1.989026,3.957238,0.483715,-0.706444,,Representative,37539,,,,10,10,2
1425,Hunter,10/10/2002,House,,Iraq,R,0.831743,1.796437,-4.95332,-7.393066,-1.843729,-2.122827,-2.750043,-1.798445,,Representative,37539,,,,10,10,2
1426,Frost,10/10/2002,House,,Iraq,D,-2.447337,-1.060228,2.772163,-0.3843,0.933673,0.87457,3.021001,-1.640347,,Representative,37539,,,,10,10,2
1427,Kucinich,10/10/2002,House,,Iraq,D,-4.606793,1.216866,0.552047,0.055645,1.354141,1.156424,0.938112,-1.059277,,Representative,37539,,,,10,10,2
1428,Thune,10/10/2002,House,,Iraq,R,-3.055911,1.887752,0.862598,-2.324287,-0.350075,-0.543702,1.153468,0.017356,,Representative,37539,,,,10,10,2
1429,Kirk,10/10/2002,House,,Iraq,R,3.037421,-0.956254,0.927098,-3.268832,-1.876703,4.655054,0.289972,3.692177,,Representative,37539,,,,10,10,2
1430,Luther,10/10/2002,House,,Iraq,D,1.734193,-0.614222,3.500326,-2.530672,-0.068913,2.415111,2.537304,1.171905,,Representative,37539,,,,10,10,2
1431,KennedyMN,10/10/2002,House,,Iraq,R,-0.424441,-1.339342,2.011989,-0.785796,-0.048631,1.089343,2.380008,0.049566,,Representative,37539,,,,10,10,2
1432,Portman,10/10/2002,House,,Iraq,R,-2.225178,-0.951074,3.167554,-4.111594,-1.455191,1.705908,1.960804,2.853182,,Representative,37539,,,,10,10,2
1433,Delay,10/10/2002,House,,Iraq,R,0.839496,0.862683,1.404482,-0.375481,-0.6024,3.437163,1.124937,3.954956,,Representative,37539,,,,10,10,2
1434,Gephardt,10/10/2002,House,,Iraq,D,-1.598711,0.290829,1.08483,0.082006,0.894063,-0.11547,1.459116,0.33393,,Representative,37539,,,,10,10,2
1435,Armey,10/10/2002,House,,Iraq,R,-5.411391,1.665339,-0.72074,-4.009468,-1.839283,-0.275936,0.0261,0.40694,,Representative,37539,,,,10,10,2
