ID #,Name,Date,Venue,State,Region,namest,Party,Honesty,Status,CatThink,ComplexThink,CogProcess,PsychDistance,Year,StartedCongress,YrsInCongress,WordCount
1135,Woolsey,2/25/2009,House,CA,Iran,WoolseyCA,D,-0.696984,0.5339,-0.138483,-1.396761,-0.759202,-0.537335,2009,1993,16,559
1136,Woolsey,3/5/2003,House,CA,Iraq,WoolseyCA,D,-1.734556,1.253608,-1.952984,-2.09355,-1.008933,-2.143617,2003,1993,10,435
1140,Ackerman,7/9/2008,HouseHearing,NY,Iran,AckermanNY,D,1.235189,-0.631427,1.733358,3.764315,2.349838,1.912021,2008,1993,15,1148
1142,Berman,7/9/2008,HouseHearing,CA,Iran,BermanCA,D,0.05332,0.296753,0.825047,-0.316591,0.774697,1.06527,2008,1983,25,2929
1146,Burton,7/9/2008,HouseHearing,IN,Iraq,BurtonIN,R,0.293337,1.093189,-4.669711,3.236516,0.355541,-6.017534,2008,1983,25,1632
1151,Crowley,7/9/2008,HouseHearing,NY,Iran,CrowleyNY,D,-1.60478,-0.606214,1.131764,-1.236988,1.097781,-0.34201,2008,1999,9,483
1155,Engel,7/9/2008,HouseHearing,NY,Iran,EngelNY,D,-6.047711,-0.017749,-3.339947,3.6032,1.569991,-8.505538,2008,1989,19,497
1158,Jackson-Lee,7/9/2008,HouseHearing,TX,Iran,Jackson-LeeTX,D,-2.647267,0.931665,-0.671594,0.88039,0.89018,-1.508741,2008,1995,13,1204
1160,Lee,7/9/2008,HouseHearing,CA,Iran,LeeCA,D,-5.387544,2.010653,-1.089354,3.463116,2.317492,-4.101164,2008,1998,10,732
1161,Manzullo,7/9/2008,HouseHearing,IL,Iraq,ManzulloIL,R,-16.550178,-0.852479,-4.226225,-8.584744,-1.696678,-7.298906,2008,1993,15,165
1164,Miller,7/9/2008,HouseHearing,NC,Iran,MillerNC,D,-3.715602,2.477308,-3.589092,2.152865,0.404222,-0.156556,2008,2003,5,314
1174,Rohrabacher,7/9/2008,HouseHearing,CA,Iran,RohrabacherCA,R,-3.164798,1.639616,-3.00235,-1.627188,-0.592851,-5.644809,2008,1989,19,698
1176,Ros-Lehtinen,7/9/2008,HouseHearing,FL,Iran,Ros-LehtinenFL,R,-2.58979,0.734286,0.458728,-1.521039,-0.266366,0.372017,2008,1989,19,1485
1178,Royce,7/9/2008,HouseHearing,CA,Iran,RoyceCA,R,-3.727798,2.582152,-3.623932,-3.35574,0.26617,-2.279831,2008,1993,15,462
1181,ScottD,7/9/2008,HouseHearing,GA,Iran,ScottDGA,D,-1.920167,1.369138,-1.860556,-3.304881,-1.14019,-3.444902,2008,2003,5,406
1182,Sherman,7/9/2008,HouseHearing,CA,Iran,ShermanCA,D,-6.248395,1.471836,-2.24007,1.245042,0.607458,-1.783446,2008,1997,11,1247
1186,Tancredo,7/9/2008,HouseHearing,CO,Iran,TancredoCO,R,1.137281,-1.794147,-1.586443,7.308744,3.943668,-4.180776,2008,1999,9,519
1187,Watson,7/9/2008,HouseHearing,CA,Iran,WatsonCA,D,-4.119508,0.74364,-1.788439,-2.914806,0.506929,-4.69268,2008,2001,7,566
1189,Woolsey,7/9/2008,HouseHearing,CA,Iran,WoolseyCA,D,-3.887841,2.470681,-3.477803,2.68706,1.384884,-0.150579,2008,1993,15,396
1220,Akin,5/20/2009,House,MO,Iran,AkinMO,R,-3.319273,3.059949,-3.999073,0.337561,0.05712,-1.852235,2009,2001,8,2501
1221,Bishop,5/20/2009,House,UT,Iran,BishopUT,R,5.050525,-0.204658,-3.28297,2.748253,-0.855031,-2.628887,2009,2003,6,601
1222,Franks,5/20/2009,House,AZ,Iran,FranksAZ,R,-1.168242,1.940125,-2.132044,1.625138,-0.365111,-1.016431,2009,2003,6,2176
1223,Aderholt,10/9/2002,House,AL,Iraq,AderholtAL,R,4.741963,-0.938886,0.412372,-0.634342,-0.419706,0.419869,2002,1997,5,426
1224,Bass,10/9/2002,House,NH,Iraq,BassNH,R,3.175038,-0.438043,2.630191,1.834221,4.743495,1.141609,2002,1995-2006,7,288
1225,Boehner,10/9/2002,House,OH,Iraq,BoehnerOH,R,3.360429,-0.71156,1.584266,4.210079,1.73449,-0.369723,2002,1991,11,595
1226,Borski,10/9/2002,House,PA,Iraq,BorskiPA,D,2.986032,0.42047,-0.419269,0.995562,0.886301,-1.041814,2002,1983,19,1010
1227,Boyd,10/9/2002,House,FL,Iraq,BoydFL,D,3.269278,-0.439945,0.21856,5.800714,3.160915,-2.304977,2002,1997,5,485
1228,Brown,10/9/2002,House,FL,Iraq,BrownFL,D,2.692179,-0.089636,1.300998,0.250774,0.537339,1.317736,2002,1993,9,1759
1229,Buyer,10/9/2002,House,IN,Iraq,BuyerIN,R,-0.199316,-2.77059,-0.410215,0.627701,0.188135,-2.049294,2002,1993,9,828
1230,Camp,10/9/2002,House,MI,Iraq,CampMI,R,-0.981828,0.824851,0.092515,0.822822,0.403661,1.413741,2002,1993,9,1078
1231,Capuano,10/9/2002,House,MA,Iraq,CapuanoMA,D,0.971311,0.332607,-1.820302,0.697869,1.799432,-0.637395,2002,1999,3,881
1232,Carson,10/9/2002,House,IN,Iraq,CarsonIN,D,1.298938,0.328541,0.725618,3.438715,0.035288,1.589043,2002,1997,5,1422
1233,Costello,10/9/2002,House,IL,Iraq,CostelloIL,D,8.577323,-1.265976,3.131347,2.246004,3.294753,2.172689,2002,1987,15,614
1234,Crane,10/9/2002,House,IL,Iraq,CraneIL,R,-2.030589,0.684109,-0.284319,3.316544,1.846254,-3.482626,2002,1969,33,409
1235,English,10/9/2002,House,PA,Iraq,EnglishPA,R,4.251678,0.034429,1.045828,1.741336,2.03994,0.772295,2002,1995,7,374
1236,Ford,10/9/2002,House,TN,Iraq,FordTN,D,1.911432,-1.203862,0.959137,0.567633,1.118565,-1.354441,2002,1997,5,943
1237,Graves,10/9/2002,House,MO,Iraq,GravesMO,R,-5.203043,-0.173952,3.460867,-5.048129,1.972334,3.888011,2002,2001,1,384
1238,Hulshof,10/9/2002,House,MO,Iraq,HulshofMO,R,2.024685,-1.607323,1.030135,-0.039419,0.754239,1.574715,2002,1997,5,595
1239,Issa,10/9/2002,House,CA,Iraq,IssaCA,R,3.866018,-1.251703,-1.702366,1.874351,-0.582739,-2.291918,2002,2001,1,1148
1240,Jackson-Lee,10/9/2002,House,TX,Iraq,Jackson-LeeTX,D,3.874149,-0.984277,2.404022,2.660604,1.19774,1.569249,2002,1995,7,2708
1241,Jenkins,10/9/2002,House,TN,Iraq,JenkinsTN,R,3.722685,-0.568142,3.172893,2.822873,0.120688,1.790987,2002,1997,5,449
1242,Jones,10/9/2002,House,OH,Iraq,JonesOH,D,1.994068,-1.421712,-2.113314,2.923518,2.211149,-3.369063,2002,1999,3,776
1243,Kind,10/9/2002,House,WI,Iraq,KindWI,D,0.059036,2.264282,-0.713431,3.252809,0.245554,-2.799732,2002,1997,5,993
1244,Kingston,10/9/2002,House,GA,Iraq,KingstonGA,R,4.815179,-0.832354,-1.295065,2.302604,2.288381,0.483172,2002,1993,9,2128
1245,Lewis,10/9/2002,House,KY,Iraq,LewisKY,R,2.350954,-1.331993,-0.424226,-3.067891,0.626383,-1.444504,2002,1993,9,360
1246,MaloneyC,10/9/2002,House,NY,Iraq,MaloneyCNY,D,3.178842,-0.703756,-0.750147,1.514117,0.497387,-0.927191,2002,1993,9,691
1247,Mica,10/9/2002,House,FL,Iraq,MicaFL,R,-1.119287,1.12326,-2.353415,6.431968,0.36742,-2.07962,2002,1993,9,258
1248,Nethercutt,10/9/2002,House,WA,Iraq,NethercuttWA,R,-0.027017,-0.482658,3.275974,-1.386932,-0.323701,4.335012,2002,1995,7,395
1249,Pastor,10/9/2002,House,AZ,Iraq,PastorAZ,D,9.187146,-0.244784,5.960119,6.800971,4.844342,3.15749,2002,1991,11,285
1250,Pickering,10/9/2002,House,MS,Iraq,PickeringMS,R,6.488268,-1.428821,-2.560801,-1.248509,0.722698,-3.016514,2002,1997,5,344
1251,Portman,10/9/2002,House,OH,Iraq,PortmanOH,R,0.862628,-1.352802,0.346854,2.66969,1.588757,0.849646,2002,1993-2005,9,525
1252,Shadegg,10/9/2002,House,AZ,Iraq,ShadeggAZ,R,-0.376526,-0.873732,-3.867989,3.000191,0.765155,-4.770131,2002,1995,7,2325
1253,Shaw,10/9/2002,House,FL,Iraq,ShawFL,R,6.210616,-3.224631,2.581008,4.21842,1.592719,-2.274862,2002,1981,21,310
1254,Sherman,10/9/2002,House,CA,Iraq,ShermanCA,D,2.765023,-1.889851,-2.18396,2.499,0.169285,-1.427805,2002,1997,5,298
1255,Souder,10/9/2002,House,IN,Iraq,SouderIN,R,2.57936,1.35561,1.312969,1.679524,-0.324112,0.044457,2002,1995,7,517
1256,Stearns,10/9/2002,House,FL,Iraq,StearnsFL,R,7.63804,-1.161543,2.442983,2.973768,1.941279,1.695728,2002,1989,13,588
1257,Stupak,10/9/2002,House,MI,Iraq,StupakMI,D,4.918232,0.005551,3.369129,6.068773,0.574786,1.738936,2002,1993,9,774
1258,DavisT,10/9/2002,House,VA,Iraq,DavisTVA,R,-0.139798,2.144246,-0.295256,-0.73761,0.466006,-0.661703,2002,1995,7,584
1259,Tanner,10/9/2002,House,TN,Iraq,TannerTN,D,6.696415,0.040652,2.25415,3.211784,-0.144416,2.534631,2002,1989,13,622
1260,Thompson,10/9/2002,House,CA,Iraq,ThompsonCA,D,1.006145,0.179748,-0.139385,-0.661083,0.14608,1.089552,2002,1999,3,750
1261,Watson,10/9/2002,House,CA,Iraq,WatsonCA,D,3.269191,1.602342,1.911306,1.941539,1.007447,3.541054,2002,2001,1,643
1262,Weldon,10/9/2002,House,PA,Iraq,WeldonPA,R,-2.235837,0.436327,-2.960886,-0.503274,0.307748,-2.52463,2002,1987,15,775
1263,Young,10/9/2002,House,FL,Iraq,YoungFL,R,3.729821,1.448058,-0.30468,3.335845,0.86576,1.20469,2002,1971,31,1172
1270,Bereuter,3/16/2000,HouseHearing,NE,Iran,BereuterNE,R,-2.39332,0.470595,-1.594383,4.465607,2.010661,-4.344887,2000,1979,21,684
1288,Cooksey,3/16/2000,HouseHearing,LA,Iran,CookseyLA,R,-7.149258,3.242078,-4.784305,1.653316,1.118239,-5.187798,2000,1997,3,1478
1289,Gejdenson,3/16/2000,HouseHearing,CT,North Korea,GejdensonCT,R,-5.559161,0.247933,-0.623594,-3.455585,-0.614766,0.600632,2000,1981,19,525
1290,Gilman,3/16/2000,HouseHearing,NY,Iran,GilmanNY,R,-3.77929,2.074801,1.913998,-3.662141,-0.841284,3.278346,2000,1973,27,1499
1293,Royce,3/16/2000,HouseHearing,CA,North Korea,RoyceCA,R,-4.846867,1.213447,-3.900341,0.410527,0.789986,-4.580202,2000,1993,7,298
1294,Sherman,3/16/2000,HouseHearing,CA,North Korea,ShermanCA,D,0.495852,0.682844,-0.937106,-0.333363,0.19905,-1.710576,2000,1997,3,6543
1295,Snyder,3/16/2000,HouseHearing,AR,North Korea,SnyderAR,D,5.336729,-1.679845,4.847279,3.085123,0.067315,4.14533,2000,1997,3,1237
1296,Lee,10/10/2002,House,CA,Iraq,LeeCA,D,-0.7269,1.37019,-0.154292,-2.574234,0.245227,0.298502,2002,1998,4,1267
1297,Hyde,10/10/2002,House,IL,Iraq,HydeIL,R,3.04947,-0.852442,1.431905,1.999886,0.524078,2.230522,2002,1975,27,1715
1298,DeFazio,10/10/2002,House,OR,Iraq,DeFazioOR,D,-0.052397,-0.590507,0.283576,-1.244065,2.099462,5.950899,2002,1987,15,141
1299,Linder,10/10/2002,House,GA,Iraq,LinderGA,R,-3.831148,0.48782,0.305015,-4.778381,-0.785565,1.322718,2002,1997,5,266
1300,Kilpatrick,10/10/2002,House,MI,Iraq,KilpatrickMI,D,-2.88009,1.862195,-1.639347,-5.84035,-2.836728,-2.036388,2002,1997,5,153
1301,Oberstar,10/10/2002,House,MN,Iraq,OberstarMN,D,2.329233,0.80731,4.513099,-1.297374,-2.042724,6.296652,2002,1975,27,462
1302,Honda,10/10/2002,House,CA,Iraq,HondaCA,D,-3.975643,0.677853,0.612667,-0.578518,-0.675251,-0.13572,2002,2001,1,135
1303,Green,10/10/2002,House,WI,Iraq,GreenWI,R,0.261541,-0.222394,-1.192258,-3.323183,-1.677426,1.642403,2002,1999,3,345
1304,McDermott,10/10/2002,House,WA,Iraq,McDermottWA,D,3.930625,0.166808,1.166231,1.887008,0.050167,2.746189,2002,1989,13,4515
1305,Rivers,10/10/2002,House,MI,Iraq,RiversMI,D,1.944947,-2.343242,5.239237,0.283025,2.132376,2.550839,2002,1995,7,140
1306,Watt,10/10/2002,House,NC,Iraq,WattNC,D,-1.79625,-4.373321,1.415289,2.166982,2.98225,-2.341149,2002,1993,9,132
1307,Jackson-Lee,10/10/2002,House,TX,Iraq,Jackson-LeeTX,D,2.974496,-1.516222,0.569289,2.633201,1.950578,-0.418328,2002,1995,7,510
1308,Woolsey,10/10/2002,House,CA,Iraq,WoolseyCA,D,-3.893954,-1.402224,2.897256,-4.742584,1.837047,4.028675,2002,1993,9,161
1309,Filner,10/10/2002,House,CA,Iraq,FilnerCA,D,-5.483527,4.249421,-0.178157,-6.810415,-1.600756,1.762398,2002,1993,9,176
1310,Lantos,10/10/2002,House,CA,Iraq,LantosCA,D,-1.452547,-1.447745,1.882192,-1.899441,1.11622,0.714148,2002,1993,9,1025
1311,Stark,10/10/2002,House,CA,Iraq,StarkCA,D,-8.880952,3.639926,-0.775524,-1.666649,-0.331149,-2.191806,2002,1993,9,171
1312,Kingston,10/10/2002,House,GA,Iraq,KingstonGA,R,5.519796,-1.064195,-1.564326,3.453747,1.0554,-0.119489,2002,1993,9,515
1313,PayneD,10/10/2002,House,NJ,Iraq,PayneDNJ,D,-5.559938,3.329773,-3.407811,3.455209,-2.15117,-0.929277,2002,1989,13,172
1314,Clayton,10/10/2002,House,NC,Iraq,ClaytonNC,D,-3.528045,-0.373969,1.814898,-0.651047,-2.338958,1.661136,2002,1992,10,178
1315,Cox,10/10/2002,House,CA,Iraq,CoxCA,R,2.507397,1.061458,-0.30075,4.036933,4.048797,1.191377,2002,1989,13,1227
1316,Jackson,10/10/2002,House,IL,Iraq,JacksonIL,D,3.034678,0.624068,1.958759,0.991909,0.995484,1.573721,2002,1995,7,179
1317,Hinchey,10/10/2002,House,NY,Iraq,HincheyNY,D,7.021856,0.849455,2.813727,3.560373,2.87713,5.757378,2002,1993,9,143
1318,Weldon,10/10/2002,House,PA,Iraq,WeldonPA,R,0.44427,-0.993874,-3.329221,0.054025,-1.003353,-5.225187,2002,1987,15,537
1319,OwensM,10/10/2002,House,NY,Iraq,OwensMNY,D,-5.271603,1.35389,2.577628,-9.929784,-3.535138,2.106819,2002,1983,19,159
1320,Jones,10/10/2002,House,OH,Iraq,JonesOH,D,5.940997,-1.244106,-3.061895,5.027297,-0.405791,-6.796892,2002,1999,3,207
1321,Brown,10/10/2002,House,OH,Iraq,BrownOH,D,6.068153,-0.446694,1.925886,-3.573973,-2.093508,0.979389,2002,1993,9,335
1322,Lewis,10/10/2002,House,CA,Iraq,LewisCA,R,-2.331722,-1.025007,-0.577212,0.364672,0.280487,-1.05294,2002,1979,23,471
1323,Farr,10/10/2002,House,CA,Iraq,FarrCA,D,-3.849755,-0.12523,-0.470324,-3.234867,-1.973987,-2.255224,2002,1993,9,233
1324,Buyer,10/10/2002,House,IN,Iraq,BuyerIN,R,0.035582,-0.253221,0.037563,-1.325868,0.786425,1.221282,2002,1993,9,589
1325,Brown,10/10/2002,House,FL,Iraq,BrownFL,D,5.222904,-1.581093,0.145746,3.536283,0.252507,-0.130498,2002,1993,9,729
1326,Christensen,10/10/2002,House,Virgin Islands,Iraq,ChristensenVirgin Islands,D,0.362188,1.115876,0.631874,1.703048,-1.703304,-0.796208,2002,1997,5,265
1327,Blumenauer,10/10/2002,House,OR,Iraq,BlumenauerOR,D,3.389986,-0.777343,5.581075,-1.136565,0.714932,5.060748,2002,1996,6,294
1328,Spratt,10/10/2002,House,SC,Iraq,SprattSC,D,-1.659248,-0.177638,-1.094658,0.885697,0.448949,-0.841216,2002,1983,19,1537
1329,Skelton,10/10/2002,House,MO,Iraq,SkeltonMO,D,2.509358,-2.574012,2.925133,2.880867,1.894047,2.268419,2002,1977,25,657
1330,Blunt,10/10/2002,House,MO,Iraq,BluntMO,R,3.19009,-0.577327,-0.247972,-1.601295,2.185908,-2.330476,2002,1997,5,304
1331,Pastor,10/10/2002,House,AZ,Iraq,PastorAZ,D,9.860581,-0.353086,2.809975,13.492129,5.453314,-1.54844,2002,1991,11,154
1332,Nadler,10/10/2002,House,NY,Iraq,NadlerNY,D,3.030086,-0.701244,3.554011,5.46132,5.021215,2.269217,2002,1992,10,273
1333,Oxley,10/10/2002,House,OH,Iraq,OxleyOH,R,7.990764,0.480109,3.219112,2.955345,4.028582,4.276101,2002,1981,21,268
1334,LipinskiW,10/10/2002,House,IL,Iraq,LipinskiWIL,D,9.109919,-3.630674,0.15424,7.271408,5.214089,0.008048,2002,1993,9,427
1335,Reyes,10/10/2002,House,TX,Iraq,ReyesTX,D,1.298883,-2.156477,0.388685,3.297853,4.012171,1.097662,2002,1997,5,289
1336,Rohrabacher,10/10/2002,House,CA,Iraq,RohrabacherCA,R,-1.406069,1.595312,-0.635042,0.010737,-1.416855,1.216912,2002,1989,13,320
1337,Allen,10/10/2002,House,ME,Iraq,AllenME,D,5.534331,-0.175532,1.858317,5.269954,3.895557,1.052534,2002,1997,5,553
1338,Boehner,10/10/2002,House,OH,Iraq,BoehnerOH,R,7.75111,0.308052,1.715702,-0.910304,0.527797,1.824325,2002,1991,11,432
1339,Baldacci,10/10/2002,House,ME,Iraq,BaldacciME,D,5.286972,-1.595698,-0.659818,1.853225,1.719688,-1.754852,2002,1995,7,641
1340,Snyder,10/10/2002,House,AR,Iraq,SnyderAR,D,6.05032,-0.17852,4.872463,1.739885,-1.328465,4.007747,2002,1997,5,187
1341,Royce,10/10/2002,House,CA,Iraq,RoyceCA,R,-3.146708,-1.127234,2.599842,2.872263,1.700034,3.24839,2002,1993,9,413
1342,Moran,10/10/2002,House,VA,Iraq,MoranVA,D,-5.392784,1.783163,1.02554,-1.252945,1.313232,3.195541,2002,1991,11,487
1343,Goodlatte,10/10/2002,House,VA,Iraq,GoodlatteVA,R,1.472616,-1.731213,4.071347,2.465552,2.736975,2.04408,2002,1993,9,351
1344,McCarthy,10/10/2002,House,MO,Iraq,McCarthyMO,D,-1.173957,-0.151753,3.961853,-1.711904,0.009327,3.332448,2002,1995,7,732
1345,Fattah,10/10/2002,House,PA,Iraq,FattahPA,D,2.645075,-0.313928,6.650014,2.382493,1.735789,2.928968,2002,1995,7,237
1346,Inslee,10/10/2002,House,WA,Iraq,InsleeWA,D,5.778339,-0.896571,2.274377,7.605484,3.880921,3.258017,2002,1998,4,230
1347,Larson,10/10/2002,House,CT,Iraq,LarsonCT,D,0.274682,-1.268265,0.329181,-1.69202,1.481358,3.114085,2002,1999,3,138
1362,Berman,3/23/2000,HouseHearing,CA,Iraq,BermanCA,D,-0.1843,-0.122355,1.90068,4.219438,2.563512,0.905106,2000,1983,17,476
1363,Cooksey,3/23/2000,HouseHearing,LA,Iraq,CookseyLA,R,-12.332101,3.953875,-3.769012,-0.963792,0.789098,-4.308851,2000,1997,3,116
1364,Crowley,3/23/2000,HouseHearing,NY,Iraq,CrowleyNY,D,5.438074,-7.092674,-0.953197,-6.438832,-0.864749,-18.206717,2000,1999,1,31
1365,Delahunt,3/23/2000,HouseHearing,MA,Iraq,DelahuntMA,D,-3.350639,-1.082078,-6.764875,9.368665,1.420454,-10.927149,2000,1997,3,477
1366,Gejdenson,3/23/2000,HouseHearing,CT,Iraq,GejdensonCT,R,-1.84111,1.534722,-3.592826,4.815247,1.196366,-5.099166,2000,1981,19,1403
1367,Gilman,3/23/2000,HouseHearing,NY,Iraq,GilmanNY,R,-3.753103,2.844709,2.357755,-3.114347,0.212798,2.031035,2000,1973,27,1586
1369,Lee,3/23/2000,HouseHearing,CA,Iraq,LeeCA,D,-5.23844,4.768183,-4.630955,2.699163,2.133181,-5.641536,2000,1998,2,205
1370,Rohrabacher,3/23/2000,HouseHearing,CA,Iraq,RohrabacherCA,R,-7.028651,0.367936,-3.661598,-1.962508,-0.003457,-5.351633,2000,1989,11,725
1372,Sanford,3/23/2000,HouseHearing,SC,Iraq,SanfordSC,R,-3.256575,1.215101,-3.864921,4.730218,1.822236,-5.812443,2000,1995-2000,5,1127
1373,Smith,3/23/2000,HouseHearing,NJ,Iraq,SmithNJ,R,-4.284968,0.83411,-3.027845,4.414334,0.949459,-6.983192,2000,1981,19,741
1375,Ackerman,3/15/2007,HouseHearing,NY,Iran,AckermanNY,D,4.019098,-0.053418,0.566952,-1.641738,-1.257617,1.278163,2007,1993,14,344
1379,Costa,3/15/2007,HouseHearing,CA,Iran,CostaCA,R,-10.244624,6.125118,-3.89829,-1.610813,2.47188,-5.322164,2007,2005,2,523
1381,Royce,3/15/2007,HouseHearing,CA,Iran,RoyceCA,R,-6.419774,1.583939,-1.587146,-3.774946,-0.16463,-0.915646,2007,1993,14,1176
1382,Sherman,3/15/2007,HouseHearing,CA,Iran,ShermanCA,D,-0.061052,1.159115,-2.961355,1.326559,-0.429005,-3.832949,2007,1997,10,2766
1383,Tancredo,3/15/2007,HouseHearing,CO,Iran,TancredoCO,R,-5.400062,-0.451601,-3.944371,5.665683,0.275553,-5.932022,2007,1999,8,835
1384,Wilson,3/15/2007,HouseHearing,SC,Iran,WilsonSC,R,-8.458041,2.534492,-3.967346,-0.196348,0.090194,-6.138545,2007,2001,6,409
1385,Wu,3/15/2007,HouseHearing,OR,Iran,WuOR,D,-2.620554,1.01854,2.099602,-7.051328,-3.062684,0.76145,2007,1999,8,183
1386,Ackerman,3/6/2007,HouseHearing,NY,Iran,AckermanNY,D,1.529768,2.446337,-2.555477,3.860124,2.062182,-1.700629,2007,1993,14,1005
1387,Boozman,3/6/2007,HouseHearing,AR,Iraq,BoozmanAR,R,-2.955615,-0.056581,-3.783163,0.608401,-0.486181,-5.047967,2007,2001,6,206
1389,CarnahanR,3/6/2007,HouseHearing,MO,Iran,CarnahanRMO,D,-5.285831,2.272417,1.862495,-4.300872,0.69383,-2.167173,2007,2005,2,329
1390,Chabot,3/6/2007,HouseHearing,OH,Iraq,ChabotOH,R,-5.791523,-2.206688,-1.15574,-5.818968,-1.636829,-5.232792,2007,1995-2008,12,210
1391,Crowley,3/6/2007,HouseHearing,NY,Iran,CrowleyNY,D,-7.908956,4.664495,-3.044747,-3.395658,-1.288102,-6.935679,2007,1999,8,121
1392,Lantos,3/6/2007,HouseHearing,CA,Iran,LantosCA,D,-0.637243,0.070137,0.829899,-2.296789,-0.513433,-0.238966,2007,1993,14,1724
1393,PayneD,3/6/2007,HouseHearing,NJ,Iran,PayneDNJ,D,0.330607,1.845567,-4.493291,9.656478,4.394374,-6.061126,2007,1989,18,741
1396,Rohrabacher,3/6/2007,HouseHearing,CA,Iran,RohrabacherCA,R,-3.810981,-0.008068,-3.256496,0.979609,-0.08352,-6.671026,2007,1989,18,712
1397,Ros-Lehtinen,3/6/2007,HouseHearing,FL,Iran,Ros-LehtinenFL,R,-0.995413,1.673148,1.086221,-0.60905,0.289225,0.437997,2007,1989,18,991
1398,Royce,3/6/2007,HouseHearing,CA,Iran,RoyceCA,R,-1.214987,0.309451,-1.026114,-1.113603,0.916142,-1.845754,2007,1993,14,952
1399,ScottD,3/6/2007,HouseHearing,GA,Iran,ScottDGA,D,-5.866772,1.158525,-1.243071,-2.119856,0.471585,-5.165664,2007,2003,4,186
1400,Sherman,3/6/2007,HouseHearing,CA,Iran,ShermanCA,D,-2.251635,3.324793,-2.349964,-1.851831,-0.081007,-1.197255,2007,1997,10,833
1401,Smith,3/6/2007,HouseHearing,NJ,Iran,SmithNJ,R,-1.806629,0.864821,1.513968,-3.239621,-0.597785,0.293607,2007,1981,26,722
1402,Tancredo,3/6/2007,HouseHearing,CO,Iran,TancredoCO,R,-0.357075,-0.453802,-0.479096,5.251608,1.332793,-2.371589,2007,1999,8,933
1403,Watson,3/6/2007,HouseHearing,CA,Iran,WatsonCA,D,-11.67278,1.903132,-0.410691,-5.836567,-3.555679,-6.677908,2007,2001,6,165
1404,Wexler,3/6/2007,HouseHearing,FL,Iran,WexlerFL,D,0.148369,4.066215,-2.712505,9.544373,2.044145,-2.463636,2007,1997,10,463
1405,Woolsey,3/6/2007,HouseHearing,CA,Iran,WoolseyCA,D,1.465734,0.673155,-4.000304,4.716612,2.618259,-6.882798,2007,1993,14,215
1406,Markey,10/10/2002,House,MA,Iraq,MarkeyMA,D,3.929875,0.088172,2.560996,1.483089,1.468666,3.441421,2002,1975,27,1121
1407,Tauscher,10/10/2002,House,CA,Iraq,TauscherCA,D,-0.135797,-2.252613,4.282675,-2.458208,0.210779,1.668831,2002,1997,5,206
1408,Clyburn,10/10/2002,House,SC,Iraq,ClyburnSC,D,2.953739,-0.185443,-0.936772,3.659459,0.10896,-1.95798,2002,1993,9,235
1409,LevinS,10/10/2002,House,MI,Iraq,LevinSMI,D,6.347191,0.302282,3.279437,4.142338,2.724124,4.326155,2002,1983,19,582
1410,Pelosi,10/10/2002,House,CA,Iraq,PelosiCA,D,-1.98275,1.242987,0.09288,-0.998555,-0.86304,0.328655,2002,1987,15,1175
1411,Graham,10/10/2002,House,SC,Iraq,GrahamSC,D,-1.456705,-0.938362,-1.788616,2.421526,2.073341,-1.11604,2002,1995,7,533
1412,Holt,10/10/2002,House,NJ,Iraq,HoltNJ,D,2.989565,-0.689063,1.366344,1.012076,1.750341,0.48484,2002,1999,3,1752
1413,Conyers,10/10/2002,House,MI,Iraq,ConyersMI,D,6.974416,-0.699616,5.201388,11.954009,7.196598,5.260314,2002,1965,37,295
1414,Capuano,10/10/2002,House,MA,Iraq,CapuanoMA,D,9.910456,-4.57696,1.087726,6.746568,4.958845,0.602538,2002,1999,3,117
1415,Waxman,10/10/2002,House,CA,Iraq,WaxmanCA,D,2.336275,-0.683408,0.784174,0.919797,1.200815,1.486085,2002,1975,27,1699
1416,McGovern,10/10/2002,House,MA,Iraq,McGovernMA,D,-2.389711,-2.143858,3.309325,-0.267152,1.750584,1.299513,2002,1997,5,191
1417,MatsuiR,10/10/2002,House,CA,Iraq,MatsuiRCA,D,1.057179,0.36271,3.686853,1.362348,0.798556,3.392536,2002,1979,23,450
1418,Ehlers,10/10/2002,House,MI,Iraq,EhlersMI,R,5.387911,-2.170397,1.913268,0.963589,0.911777,1.631864,2002,1993,9,683
1419,Rangel,10/10/2002,House,NY,Iraq,RangelNY,D,11.210893,-4.651933,-2.789442,6.27691,0.80907,-2.83332,2002,1971,31,293
1420,Gillmor,10/10/2002,House,OH,Iraq,GillmorOH,R,5.058769,-1.157954,2.490155,1.244686,2.868727,3.327494,2002,1989,13,298
1421,Cubin,10/10/2002,House,WY,Iraq,CubinWY,R,-3.06733,-1.027049,-1.489866,-0.67206,0.319384,-2.006736,2002,1995,7,383
1422,Berman,10/10/2002,House,CA,Iraq,BermanCA,D,-0.162298,0.233845,0.015033,-2.825063,-0.230862,1.837978,2002,1983,19,465
1423,Watts,10/10/2002,House,OK,Iraq,WattsOK,R,-0.095589,-1.580394,-1.91289,-0.694371,0.328448,-1.336237,2002,1995,7,681
1424,Doggett,10/10/2002,House,TX,Iraq,DoggettTX,D,7.058748,2.901745,2.992715,7.520154,4.36889,4.217541,2002,1995,7,243
1425,Hunter,10/10/2002,House,CA,Iraq,HunterCA,R,1.046525,1.209378,-4.735197,-7.502015,-1.12491,-2.341674,2002,1981,21,175
