IDNO,Name,Title,Date,Venue,War,Region,Afghanistan,Iran,NorthKorea,Russia,Syria,Sudan,Kosovo,Libya,OpposeSupport,PartyAffiliation,Month,Day,Year,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct,ZWC,ZWPS,ZSixltr,ZDic,Zfunct,Zpronoun,Zppron,Zi,Zwe,Zyou,Zshehe,Zthey,Zipron,Zarticle,Zverb,Zauxverb,Zpast,Zpresent,Zfuture,Zadverb,Zpreps,Zconj,Znegate,Zquant,Znumber,Zswear,Zsocial,Zfamily,Zfriend,Zhumans,Zaffect,Zposemo,Znegemo,Zanx,Zanger,Zsad,Zcogmech,Zinsight,Zcause,Zdiscrep,Ztentat,Zcertain,Zinhib,Zincl,Zexcl,Zpercept,Zsee,Zhear,Zfeel,Zbio,Zbody,Zhealth,Zsexual,Zingest,Zrelativ,Zmotion,Zspace,Ztime,Zwork,Zachieve,Zleisure,Zhome,Zmoney,Zrelig,Zdeath,PsychDistance,Honesty,Status,CatThink,ComplexThink,CogProcess
2355,Sununu,Senator,2/4/2003,4,0,4,0,0,1,0,0,0,0,0, ,0,2,4,3,359,18.89,35.93,72.98,51.25,10.86,5.57,1.39,1.11,2.51,0,0.56,5.29,7.8,13.93,9.47,1.39,9.47,1.39,3.9,12.53,6.41,0.28,3.06,0.84,0,7.8,0,0.84,0.56,5.85,3.06,2.23,0,1.11,0,17.27,1.95,2.51,2.51,2.23,0.28,1.11,3.62,3.62,0.28,0,0.28,0,0,0,0,0,0,11.98,1.39,8.08,2.51,1.11,2.23,0,0.84,0,0,0,0,0.28,0,3.34,7.8,0,0,1.95,0,0.84,0,3.9,0,0,17.83,-0.489991681,0.068873474,1.271207045,-0.661617694,0.315003856,-0.282103166,-0.358066023,-0.452806241,-0.860268081,1.424502484,-0.780576336,-0.27934829,-0.042165458,0.307188919,0.698930529,0.907118275,-0.381304082,0.952989971,0.118575309,0.649404636,-0.103931734,0.837831655,-1.08925373,1.226588289,0.422229939,-0.152946216,-0.361908557,-0.35597421,2.169674244,-0.796499557,-0.072634756,-0.073819027,-0.343106599,-0.882570821,-0.413771709,-0.803033554,0.376114714,-0.239173144,0.852894377,0.942582917,0.321033472,-1.46522621,-0.008056167,-1.053538637,1.438598934,-1.160440542,-0.822743771,-0.655274871,-0.713611743,-1.018326949,-0.694261308,-0.697571999,-0.332793442,-0.38229152,0.107008295,-0.497090942,1.339254087,-0.953028869,-1.460817604,-0.325193703,-0.827667954,2.114297831,-0.807910866,-0.504388368,-0.85015432,0.135629316,-0.414780447,1.017040643,0.7755337,2.923310204,0.613721233
2282,Thomas,Senator,9/10/1998,4,0,4,0,0,1,0,0,0,0,0, ,0,9,10,98,2013,14.69,23.3,83.26,58.57,16.1,8.64,2.68,2.78,1.99,0.15,1.04,7.45,7.1,15.4,10.33,3.13,10.28,0.75,4.12,12.57,5.86,1.59,2.14,1.19,0,10.28,0,0.05,0.35,5.51,4.32,1.14,0.2,0.5,0.1,16.44,2.53,1.39,0.94,2.88,1.54,0.4,5.41,2.78,1.54,0.05,0.99,0.25,0.4,0.15,0.1,0,0.15,12.12,1.29,6.01,4.67,2.29,1.34,0.5,0.05,0.4,0,0,0.15,0.3,0.1,5.32,6.41,0.2,0.05,1.69,0,0.25,0,0.35,0,0.15,14.41,0.966295233,-0.812428951,-0.913034384,1.229573818,1.505700709,1.132000534,0.773360653,0.431838292,0.21530519,1.004793758,-0.558746525,0.351420148,1.189583122,-0.1235394,1.177047219,1.307007228,1.149350876,1.270161953,-0.670064006,0.802524117,-0.082465169,0.439993041,0.520671044,0.183931527,1.09771237,-0.152946216,0.496927592,-0.35597421,-0.505980831,-1.008026885,-0.240950951,0.82582131,-1.01984466,-0.492768493,-0.909954814,-0.543452754,0.108733544,0.283052125,-0.477266557,-0.715974888,0.90096261,0.156515002,-0.923398864,0.072758347,0.667118194,0.281723516,-0.692610578,0.340029225,0.344389121,-0.201168315,-0.157728337,-0.359259019,-0.332793442,0.566573626,0.168736115,-0.61999879,0.012950729,0.62355287,-0.579118463,-1.043619216,0.687430741,-0.575346422,-0.251258011,-0.504388368,-0.85015432,-2.022599142,-2.701058496,0.788260655,-2.296086172,0.54838055,-0.194214432
2372,Voinovich,Senator,7/20/2006,4,0,4,0,0,1,0,0,0,0,0, ,0,7,20,6,559,26.62,22.54,82.65,60.11,18.07,10.55,2.86,2.33,1.97,0,3.4,7.51,7.16,15.03,11.27,2.33,9.48,1.43,3.94,12.52,5.01,0.72,2.68,0.89,0,11.99,0,0,0.72,4.83,3.22,1.43,0.36,0.89,0,21.29,2.68,2.68,2.33,2.68,1.07,1.25,6.8,2.15,0.36,0,0.36,0,0.18,0,0.18,0,0,8.59,2.15,4.29,2.33,3.04,1.43,0.36,0,0.89,0.36,0.36,0,0,0,2.68,4.11,0,0,1.25,0,0.18,0,0.18,0,0,8.41,-0.313898947,1.690889605,-1.044469339,1.11735331,1.756202506,1.663638758,1.477277575,0.555277064,-0.074519943,0.988651114,-0.780576336,3.452698303,1.223798361,-0.08661983,1.056704923,1.744095153,0.44560147,0.956905675,0.167865266,0.677244542,-0.109298375,-0.174848453,-0.548515638,0.795925713,0.518727429,-0.152946216,1.089108968,-0.35597421,-0.675326089,-0.635335878,-0.577583339,0.040421016,-0.839795084,-0.18092663,-0.592722993,-0.803033554,1.671141584,0.418110385,1.054793805,0.752429793,0.722522875,-0.448420212,0.172433943,0.947368855,0.088507639,-1.06887457,-0.822743771,-0.543127931,-0.713611743,-0.650605564,-0.694261308,-0.088608634,-0.332793442,-0.38229152,-1.387686762,0.437008708,-1.089098438,-1.084410681,-0.018716467,-0.970969445,0.263203106,-0.745577071,0.430641736,0.256180038,-0.323381362,-3.395701701,-3.208344324,0.358854107,-2.297092467,1.581568488,1.472904189
2381,Wicker,Senator,6/11/2009,4,0,4,0,0,1,0,0,0,0,0, ,0,6,11,9,451,13.67,21.95,84.48,54.77,17.52,10.64,2.66,2.88,3.99,0,1.11,6.87,6.65,13.53,9.76,1.77,8.43,1.55,2,13.97,3.77,1.33,2.22,1.11,0,12.86,0,0.22,1.77,5.99,5.1,0.89,0.44,0.22,0.22,16.63,2.66,0.89,2.22,4.43,2.22,0.44,4.21,2.22,1.33,0.44,0.44,0.44,0.44,0,0.44,0,0,11.75,2.22,7.54,1.55,3.77,2.66,0.22,0.44,0.44,0,0,0.44,0.22,0,5.1,5.32,0,0,2.22,0,0.22,0,3.77,0,0,16.63,-0.408989023,-1.02645954,-1.14650437,1.454014834,0.887579392,1.515211842,1.510446435,0.418122873,0.279710775,2.61905809,-0.780576336,0.443407212,0.858835818,-0.400436177,0.568830749,1.04196455,-0.047023114,0.545756809,0.315735138,-0.67299088,0.668864608,-1.071793691,0.20114399,0.274597332,0.943316386,-0.152946216,1.39039423,-0.35597421,0.069793046,0.422300763,-0.003328088,1.382741519,-1.175059812,-0.025005699,-1.137710993,-0.231955793,0.169941282,0.400102617,-1.071088402,0.636225106,2.283870555,1.031740418,-0.871830262,-0.682301084,0.152797701,0.041362839,0.322428326,-0.43098099,1.148469777,-0.119452452,-0.694261308,0.791005114,-0.332793442,-0.38229152,0.005598306,0.523044202,0.993261907,-1.653731864,0.526741476,0.021910759,-0.161024528,0.75245264,-0.195592726,-0.504388368,-0.85015432,-3.147045335,-10.29167684,2.480645991,-1.446906688,-1.732996243,-0.670985786
2292,Biden,Senator,5/23/2001,4,0,4,0,0,1,0,0,0,0,0, ,1,5,23,1,1303,22.86,23.79,79.43,53.34,13.35,7.75,2.92,1.77,1.53,0.46,1.07,5.6,6.68,13.28,9.29,2.15,7.9,1.84,3.38,12.43,5.83,1.92,2,0.46,0,8.67,0,0.23,0.54,5.37,4.07,1.3,0.15,0.54,0.38,17.11,1.84,1.38,2,3.61,1.38,0.61,4.53,3.84,1.23,0.23,0.84,0.15,0.54,0.15,0.31,0,0.08,12.28,1.46,6.68,4.37,4.37,2.84,0.31,0,0.38,0,0.15,0,0,0.15,4.99,7.14,0,0,0.38,0.08,0.77,0,2.46,0.23,0,16.27,0.341166026,0.9019141,-0.828293426,0.524976202,0.65497058,0.389865959,0.44535748,0.596423322,-0.43519122,0.633512961,-0.10029825,0.390843176,0.134613274,-0.381976392,0.487518387,0.823420587,0.287257854,0.338224524,0.673087327,0.287485863,-0.157598147,0.418292753,0.926224613,0.025266368,-0.311150986,-0.152946216,-0.060623295,-0.35597421,0.103662097,-0.816645017,-0.310257619,0.647321243,-0.920506963,-0.590219075,-0.877418217,0.183373487,0.324571356,-0.338215868,-0.489142994,0.403815732,1.552267642,-0.04942039,-0.6526637,-0.480951902,1.640653414,-0.073094625,-0.224131084,0.129753712,-0.078811225,0.084837207,-0.157728337,0.35119824,-0.332793442,0.123769891,0.239282194,-0.411055448,0.442237323,0.404583184,0.975063073,0.167210301,0.111693237,-0.745577071,-0.279090654,-0.504388368,-0.630665588,-2.548733395,0.625662116,-0.39810158,-1.855386351,3.540677921,-0.827358862
2341,Biden,Senator,2/4/2003,4,0,4,0,0,1,0,0,0,0,0, ,1,2,4,3,4685,23.19,19.89,83.71,60.06,16.78,10.07,4.44,2.03,1.96,1.02,0.62,6.7,6.87,15.28,9.93,3.01,9.84,1.24,4.63,11.42,7.6,2.16,3.01,1.02,0.04,9.37,0,0.13,0.62,3.91,2.37,1.54,0.23,0.51,0.23,21.47,3.88,2.77,2.11,3.63,1.49,0.47,5.49,4.4,1.32,0.41,0.66,0.21,0.23,0.09,0.06,0.06,0.02,11.23,1.94,5.96,3.01,2.95,1.58,0.19,0.06,0.19,0.23,0.09,0.19,0.26,0.09,4.03,8.96,0,0.02,0.58,0,0.34,0,2.48,0,0.09,16.5,3.318894166,0.971159291,-1.502762276,1.312359439,1.74806933,1.315510175,1.300376987,1.638795175,-0.267736698,0.980579793,0.727866377,-0.200502235,0.761892643,-0.265064419,1.138017285,1.121012366,1.043788465,1.097871,-0.066262031,1.157482914,-0.699628914,1.698609747,1.221172664,1.16992216,0.769620904,0.745824262,0.181790134,-0.35597421,-0.235028419,-0.736063177,-1.033027159,-0.566479211,-0.771500417,-0.434298144,-0.901820665,-0.205997713,1.729127862,1.49857646,1.161681737,0.520020419,1.570111616,0.092160192,-0.83315381,0.123095643,2.154973908,0.029917093,0.244348411,-0.122576904,0.175108983,-0.548460735,-0.372341525,-0.494584211,0.129730722,-0.255776167,-0.223676452,0.178902226,-0.019085584,-0.588079393,-0.085964707,-0.849886494,-0.25193045,-0.541300292,-0.54350076,-0.018469664,-0.718461081,-5.024513288,4.17237136,-0.92595208,-3.605472894,8.583078163,2.660258197
2357,Biden,Senator,7/15/2004,4,0,4,0,0,1,0,0,0,0,0, ,1,7,15,4,3071,16.78,25.56,81.31,54.64,14.43,7.36,2.93,1.66,1.27,0.46,1.04,7.07,6.64,14.46,10.13,2.7,9.18,1.27,3.29,11.92,5.73,1.89,2.21,0.59,0,8.24,0,0.2,0.52,5.44,3.71,1.73,0.29,0.62,0.23,18.2,2.61,1.53,2.05,3.03,2.41,0.85,4.53,3.19,1.34,0.52,0.65,0.2,0.1,0.03,0.07,0,0,11.59,1.76,6.51,3.55,3.39,2.08,0.26,0.13,0.52,0.03,0.03,0.07,0.07,0.03,5.21,5.54,0.03,0,1.3,0,0.42,0,1.07,0,0.03,13.61,1.897825798,-0.373876078,-0.522188333,0.870836129,0.866433136,0.681322447,0.301625752,0.603281031,-0.506037363,0.423658598,-0.10029825,0.351420148,0.972886613,-0.406589438,0.871312737,1.214009797,0.771085571,0.83943457,-0.029294563,0.224846076,-0.431296851,0.34595846,0.889356107,0.263264107,-0.060257512,-0.152946216,-0.209534401,-0.35597421,0.002054942,-0.836790477,-0.275604285,0.390281147,-0.653536902,-0.317357445,-0.812345023,-0.205997713,0.675710482,0.355083197,-0.31099644,0.456636044,1.034792411,1.276288696,-0.343252084,-0.480951902,1.04367427,0.052808586,0.530641435,-0.136595271,0.132788948,-0.814037291,-0.586954714,-0.460752913,-0.332793442,-0.38229152,-0.064947773,-0.042331902,0.333313859,-0.193933958,0.242804464,-0.446276654,-0.039816633,-0.302977383,-0.084262155,-0.441007667,-0.806256574,-2.828129417,-0.818261313,-0.685659797,-2.231387359,2.430151418,0.044086757
2343,Boxer,Senator,2/4/2003,4,0,4,0,0,1,0,0,0,0,0, ,1,2,4,3,627,24.12,15.95,89.31,62.2,18.02,12.12,3.67,2.23,3.03,2.23,0.96,5.9,7.18,14.19,8.61,3.83,9.25,0.32,6.06,11.64,9.09,0.64,2.55,1.12,0,11.64,0,0.16,0.48,6.7,2.07,4.63,1.59,2.23,0.48,19.3,3.03,1.28,2.07,2.07,0.96,0.8,7.81,2.71,3.19,1.28,1.28,0.64,0.32,0.32,0,0,0,12.12,0.8,5.58,3.99,2.87,1.75,0,0.16,0.32,0.16,0,0.16,0.16,0,4.15,12.44,0,0,0.64,0,0,0,3.03,0,0,20.26,-0.254027417,1.166304828,-2.184148754,2.342580496,2.09616923,1.650145402,2.055889914,1.110751539,-0.138925528,1.84421121,2.517293516,0.246292075,0.305689465,-0.074313307,0.783495385,0.507229322,1.765131607,0.866844495,-1.199931046,2.152759539,-0.581562807,2.776390719,-0.646831655,0.648593779,0.962615884,-0.152946216,0.967902254,-0.35597421,-0.133421264,-0.877081396,0.348155729,-0.780679292,1.146958858,2.216357691,0.497253009,0.442954288,1.030071069,0.733246323,-0.607907363,0.477764169,0.178281684,-0.590000794,-0.407712838,1.582877209,0.602828133,2.170271686,2.508665967,0.746561885,1.994870468,-0.364600042,0.450342362,-0.697571999,-0.332793442,-0.38229152,0.168736115,-1.222247249,-0.262561563,0.127221582,-0.145740919,-0.712659148,-0.827667954,-0.200838994,-0.362588582,-0.166357965,-0.85015432,-4.713822263,0.295459313,0.594534144,-3.623520253,2.441153776,0.12533896
2315,Cardin,Senator,3/7/2013,4,0,4,0,0,1,0,0,0,0,0, ,1,3,7,13,404,16.16,19.8,83.42,59.41,13.61,7.18,0.74,3.96,1.24,0,1.24,6.44,6.68,17.08,12.87,1.98,11.39,1.49,3.22,16.58,3.71,1.24,1.98,2.23,0,10.15,0,0,1.24,5.45,3.47,1.98,0,1.73,0,16.58,0.99,2.23,2.23,1.49,2.23,0.25,6.68,1.49,0.25,0.25,0,0,0.25,0,0,0,0.25,11.14,0.99,8.17,1.73,2.23,4.95,0,0,0.74,0,0,0,0,0,4.7,4.95,0,0,1.49,0,0,0,0,0,0,11.14,-0.450370816,-0.503973102,-1.518326941,1.259008706,1.642338052,0.46003141,0.235288032,-0.898557362,0.975291094,0.399444633,-0.780576336,0.614240331,0.61362661,-0.381976392,1.723466293,2.4880746,0.137711105,1.70480504,0.241800202,0.176126241,2.069557977,-1.115194268,0.090538471,0.002599916,3.104860166,-0.152946216,0.451907955,-0.35597421,-0.675326089,-0.111553923,-0.270653809,0.218921083,-0.49832175,-0.882570821,0.090545545,-0.803033554,0.153833983,-1.103546004,0.520354144,0.646789168,-0.339193547,1.04461138,-1.116781124,0.871862912,-0.5176558,-1.194777781,-0.172077807,-1.047789163,-0.713611743,-0.507602803,-0.694261308,-0.697571999,-0.332793442,1.199150389,-0.263358621,-0.988722336,1.39691945,-1.522350053,-0.623950623,1.870443823,-0.827667954,-0.745577071,0.221896915,-0.504388368,-0.85015432,-3.353340179,-10.49901532,2.273293089,-1.554211648,-3.501339471,-0.583191861
2384,Cardin,Senator,6/11/2009,4,0,4,0,0,1,0,0,0,0,0, ,1,6,11,9,540,17.42,22.59,83.52,54.81,14.63,8.52,3.52,2.96,1.48,0,0.56,6.11,6.67,12.96,6.67,0.93,10,0.19,5.19,15,4.26,0.56,3.7,1.11,0,10.56,0,0.19,2.04,6.67,3.33,3.33,0.93,2.04,0,19.63,3.15,2.22,2.04,2.59,0.93,1.11,5,3.7,0.74,0.19,0.56,0,0.19,0,0,0,0.19,7.78,0.93,4.81,1.3,3.52,3.33,0,0,0,0,0,0.56,0.19,0,5.74,3.7,0,0.19,0,0,0,0,1.48,0,0,11.11,-0.330627757,-0.239582375,-1.035822303,1.27740551,0.894085932,0.73529587,0.729135506,1.007885895,0.331235243,0.593156353,-0.780576336,-0.27934829,0.4254428,-0.388129653,0.383438563,-0.394845757,-0.785959991,1.160522256,-1.360123407,1.547241592,1.221628658,-0.717355654,-0.745147671,1.951914731,0.943316386,-0.152946216,0.593892963,-0.35597421,-0.031814109,0.694264471,0.3333043,0.118961045,0.339840069,0.930010006,0.342704173,-0.803033554,1.136379245,0.841292931,0.508477707,0.446071982,0.642224994,-0.62861368,-0.008056167,-0.185220292,1.512073291,-0.633936203,-0.328237638,-0.26276058,-0.713611743,-0.630176598,-0.694261308,-0.697571999,-0.332793442,0.819604331,-1.744826289,-1.062467045,-0.755920783,-1.836206603,0.33994081,0.562747944,-0.827667954,-0.745577071,-0.807910866,-0.504388368,-0.85015432,-4.038432089,-3.707707005,-0.083494299,-0.585761861,1.34497852,1.349770638
2346,Corzine,Senator,2/4/2003,4,0,4,0,0,1,0,0,0,0,0, ,1,2,4,3,432,21.6,24.54,82.18,56.02,11.57,6.48,2.08,2.78,1.39,0.23,0,5.09,8.33,12.73,8.56,3.94,6.25,1.16,2.78,18.75,5.56,1.39,1.62,2.08,0,8.56,0,0,0.46,6.02,2.55,3.24,1.16,1.62,0,19.68,4.4,3.24,1.62,2.78,1.16,0.69,5.79,1.85,1.85,0.23,0.93,0.23,0.46,0.23,0.23,0,0,9.95,0.69,6.71,2.31,3.47,2.31,0,0.23,0.46,0,0,0,0,0,3.24,6.94,0,0,1.39,0,1.16,0,3.47,0,0,16.2,-0.425717833,0.637523372,-0.698587878,1.030888329,1.090908772,-0.090497512,-0.022691992,0.020375719,0.21530519,0.520514458,-0.440437293,-1.015244801,-0.156216252,0.633311788,0.30863119,0.483979964,1.86189715,-0.30786655,-0.164841945,-0.130112721,3.234119132,0.222990161,0.274881002,-0.405396208,2.815367695,-0.152946216,-0.098716834,-0.35597421,-0.675326089,-0.897226856,0.011523341,-0.437959163,0.283962614,1.378282684,0.001069904,-0.803033554,1.152486544,1.966778426,1.719874272,0.002381359,0.811742743,-0.332581554,-0.549526495,0.3118605,-0.187021197,0.636541657,-0.224131084,0.25591902,0.259749052,-0.07859452,0.12842258,0.080547856,-0.332793442,-0.38229152,-0.788045087,-1.357445882,0.461459111,-1.09900866,0.302580677,-0.260616128,-0.827667954,0.037483914,-0.167760083,-0.504388368,-0.85015432,0.219833383,-0.324399506,0.715443929,2.860211852,4.323165536,3.686652697
2347,Dodd,Senator,2/4/2003,4,0,4,0,0,1,0,0,0,0,0, ,1,2,4,3,1683,17.9,20.74,85.38,58.82,15.63,8.44,4.63,1.25,1.96,0.3,0.3,7.19,6.71,14.62,9.39,2.38,9.63,1.07,5.53,13.49,7.72,1.25,2.38,0.59,0,8.26,0,0.12,0.95,4.46,2.5,1.84,0.3,0.95,0.12,19.73,4.1,1.9,1.78,3.98,1.13,0.77,5.05,3.51,1.54,0.77,0.53,0.24,0.24,0.06,0.18,0,0,12.3,1.9,5.41,4.81,2.85,1.19,0.12,0.12,0.24,0.06,0,0.06,0.42,0.18,5.05,8.08,0,0,0.71,0,0.77,0,1.54,0,0,16.16,0.675742221,-0.138862098,-1.355762654,1.619586076,1.546366585,1.005162989,0.699652074,1.769091656,-0.770100262,0.980579793,-0.336916715,-0.621014527,1.041317089,-0.363516606,0.923352649,0.869919303,0.489585808,1.015641227,-0.275744349,1.78388079,0.411265827,1.785410899,0.102827973,0.455928943,-0.060257512,-0.152946216,-0.202608304,-0.35597421,-0.26889747,-0.40366309,-0.760750963,-0.473659177,-0.585242235,-0.297867329,-0.543918097,-0.491536594,1.168593844,1.696661907,0.128431726,0.171406358,1.882381152,-0.37119444,-0.44638929,-0.153759482,1.337571695,0.281723516,1.1813074,-0.304815682,0.302069086,-0.528031769,-0.479648119,-0.088608634,-0.332793442,-0.38229152,0.248100454,0.129739086,-0.371485027,0.725738723,-0.160684973,-1.164702168,-0.464044267,-0.337023513,-0.473919153,-0.377626967,-0.85015432,-4.675418502,4.432553454,-1.558612126,-2.231366082,5.065801584,1.825093633
2371,Dodd,Senator,7/20/2006,4,0,4,0,0,1,0,0,0,0,0, ,1,7,20,6,974,18.04,20.94,86.65,62.83,19.71,11.91,3.49,2.36,3.29,0.72,2.05,7.8,5.75,15.91,11.29,1.75,10.27,1.33,5.03,11.7,5.34,1.64,2.98,0.82,0,13.45,0,0,0.31,5.03,3.39,1.64,0.1,0.82,0.21,22.28,3.08,2.46,2.87,5.65,2.36,0.1,4.93,4,1.75,0.51,0.82,0.31,0.21,0.1,0,0,0.1,7.91,1.33,4.83,1.85,2.05,2.77,0.1,0.1,0.1,0,0,0.1,0.31,0.1,3.9,4.83,0,0.21,1.95,0,0.31,0,0,0,0,11.19,0.051493477,-0.10948535,-1.321174508,1.853225494,2.198647238,2.106220832,1.978495907,0.987312767,-0.055198268,2.054065574,0.284206755,1.67866207,1.389172012,-0.954229729,1.342924438,1.753394896,-0.064616849,1.26624625,0.044640373,1.43588197,-0.549362959,0.063854715,0.582118555,1.135922483,0.383630943,-0.152946216,1.59471412,-0.35597421,-0.675326089,-1.048317805,-0.478573813,0.161801062,-0.709414356,-0.687669657,-0.649662037,-0.257913873,1.990066112,0.778265743,0.793512193,1.322889165,3.372352938,1.211933886,-1.310163385,-0.229265425,1.787602126,0.522084192,0.504614797,0.101716977,0.598309328,-0.589318666,-0.336572661,-0.697571999,-0.332793442,0.250285244,-1.6875076,-0.570835651,-0.743106257,-1.434762178,-0.758447102,0.110704924,-0.524648215,-0.405115773,-0.668747653,-0.504388368,-0.85015432,-5.851852419,-6.341864269,1.011554539,-4.167691634,4.125133407,1.571777936
2348,Feingold,Senator,2/4/2003,4,0,4,0,0,1,0,0,0,0,0, ,1,2,4,3,301,14.33,26.25,81.06,53.82,15.95,6.98,2.99,1.66,1.99,0.33,0,8.97,6.98,10.63,7.64,1.33,7.64,1.33,4.98,12.62,5.32,0.66,2.99,0,0,8.97,0,0,0.66,7.31,4.32,2.99,0.33,1.66,0.66,16.61,1.99,1.66,1.66,3.65,1.66,0.33,3.99,1.66,1.33,0,1.33,0,0,0,0,0,0,14.29,1.66,9.63,3.32,2.33,1.33,0.66,0,0,0.33,0,0.33,0.33,0,4.65,8.31,0,0,2.99,0,1,0,1,0,0.33,18.27,-0.541058574,-0.887969159,-0.402859228,0.824844117,0.733049062,1.091520467,0.161579453,0.644427289,-0.506037363,1.004793758,-0.292550752,-1.015244801,2.05636916,-0.197378541,-0.374392653,0.056191782,-0.434085287,0.236416234,0.044640373,1.401082088,-0.055631963,0.049387857,-0.622252651,1.147255709,-1.198927895,-0.152946216,0.043268174,-0.35597421,-0.675326089,-0.695772258,0.650134784,0.82582131,0.128747463,-0.239396979,0.033606501,0.910199729,0.163498362,-0.203157608,-0.15660276,0.044637608,1.587955589,0.310966546,-1.013643919,-0.820728646,-0.361522793,0.041362839,-0.822743771,0.816653722,-0.713611743,-1.018326949,-0.694261308,-0.697571999,-0.332793442,-0.38229152,1.125517317,-0.16523975,2.33237979,-0.361810717,-0.549230357,-1.051691413,1.172262323,-0.745577071,-0.807910866,0.192799338,-0.85015432,-1.5257189,-5.663634122,-0.145670894,-0.281477079,-1.361388468,-0.359760369
2360,Feingold,Senator,7/15/2004,4,0,4,0,0,1,0,0,0,0,0, ,1,7,15,4,437,14.57,26.09,79.41,50.34,13.5,5.95,1.83,1.14,2.06,0,0.92,7.55,5.72,11.21,8.01,0.92,7.78,0.92,2.97,12.81,5.95,0.92,4.35,0.23,0,8.7,0,0,0.92,5.72,4.35,1.37,0.23,0.69,0.23,16.7,1.37,2.29,2.97,3.66,1.6,0.69,3.89,2.29,2.29,0.69,1.37,0.69,0.23,0,0.23,0,0,13.27,1.6,6.64,5.03,3.2,4.12,0.46,0.23,0,0,0,0,0,0,4.81,4.12,0,0,2.06,0,0.46,0,0.46,0,0,11.9,-0.421315515,-0.837609021,-0.430529745,0.521296841,0.166980067,0.430346027,-0.218019724,-0.15106702,-0.840946406,1.061293009,-0.780576336,0.193728039,1.246608519,-0.972689514,-0.185747973,0.22823703,-0.794756858,0.291236083,-0.460581688,0.002126831,0.046334221,0.505093905,-0.302725596,2.6885744,-0.755039441,-0.152946216,-0.050234148,-0.35597421,-0.675326089,-0.43388128,-0.136990948,0.847241318,-0.87704672,-0.434298144,-0.755405978,-0.205997713,0.192491501,-0.761398414,0.591612765,1.42852979,1.596877576,0.233740774,-0.549526495,-0.883650265,0.217087762,1.140154502,0.973094291,0.872727193,2.20647064,-0.548460735,-0.694261308,0.080547856,-0.332793442,-0.38229152,0.675786061,-0.238984459,0.416608273,0.886316493,0.100835959,1.20045149,0.566222845,0.037483914,-0.807910866,-0.504388368,-0.85015432,-2.971918112,-5.344528987,0.371413624,-1.171137066,0.295711667,-0.169785649
2373,Feingold,Senator,7/20/2006,4,0,4,0,0,1,0,0,0,0,0, ,1,7,20,6,706,18.1,18.13,84.7,56.52,15.86,9.35,2.55,3.12,2.69,0.14,0.85,6.52,4.67,13.46,9.35,1.56,9.07,1.27,4.11,13.6,6.52,1.13,3.68,0.85,0,11.05,0,0,0.57,5.1,3.82,1.13,0.14,0.28,0.14,20.25,2.27,1.13,2.41,4.82,1.56,0.57,6.66,2.83,1.84,0.28,1.42,0,0,0,0,0,0,13.31,1.98,8.5,2.97,3.97,1.7,0.57,0.14,0.14,0,0,0.28,0,0.28,3.82,4.11,0,0,1.84,0,0.14,0,0.85,0,0,10.76,-0.184470787,-0.096895315,-1.807137962,1.494487804,1.172240524,1.067232426,1.035026105,0.342688068,0.434284179,1.569786274,-0.573535179,0.101740975,0.659246928,-1.618781993,0.546063288,0.851319816,-0.231757333,0.796361832,-0.029294563,0.795564141,0.470298881,0.917399378,-0.044646052,1.92924828,0.441529437,-0.152946216,0.763582364,-0.35597421,-0.675326089,-0.786426827,-0.443920479,0.468821177,-1.026053266,-0.609709191,-1.088906098,-0.439620433,1.336109757,0.048951142,-0.786053917,0.836942292,2.631828038,0.182256926,-0.704232303,0.859278588,0.713039667,0.62509591,-0.093997891,0.942819031,-0.713611743,-1.018326949,-0.694261308,-0.697571999,-0.332793442,-0.38229152,0.693422581,0.228065365,1.608359116,-0.617275351,0.676182008,-0.753020132,0.899544558,-0.268931254,-0.613082367,-0.504388368,-0.85015432,-5.401912147,-4.569544042,1.661382385,-3.501684361,-0.107483685,-0.737102774
