"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"2018",2264,"Libya","Lugar",1,"4/6/2011","Senate Hearings","Fairness",1,0.0083
"2021",2216,"Libya","Lugar",1,"6/28/2011","Senate Hearings","Fairness",3,0.0157
"2028",2238,"Syria","Lugar",1,"11/9/2011","House Hearings","Fairness",3,0.0508
"2031",2248,"Syria","Lugar",1,"3/1/2012","House Hearings","Fairness",3,0.0316
"2036",2096,"Iran","Lugar",1,"3/28/2012","Senate Hearings","Fairness",1,0.008
"2039",2258,"Syria","Lugar",1,"4/19/2012","House Hearings","Fairness",2,0.0174
"2042",1430,"Iraq","Luther",1,"10/10/2002","House","Fairness",1,0.0176
"2047",1052,"Libya","Lynch",1,"6/24/2011","House","Fairness",1,0.0305
"2051",744,"Afghanistan","MaloneyC",1,"2/16/2000","House","Fairness",6,0.1
"2066",1441,"Iraq","MaloneyCT",1,"10/10/2002","House","Fairness",1,0.0096
"2069",746,"Iran","MaloneyS",1,"8/1/2013","House","Fairness",1,0.0581
"2074",1406,"Iraq","Markey",1,"10/10/2002","House","Fairness",1,0.0103
"2078",1791,"Iran","Markey",1,"9/28/2006","House","Fairness",1,0.0374
"2083",1417,"Iraq","MatsuiR",1,"10/10/2002","House","Fairness",1,0.0223
"2089",1732,"Afghanistan","McCarthyNY",1,"9/14/2001","House","Fairness",1,0.0293
"2093",1522,"Iraq","McCollum",1,"10/9/2002","House","Fairness",1,0.0151
"2096",1101,"Syria","McCollum",1,"3/16/2005","House","Fairness",7,0.1812
"2098",1838,"Sudan","McCollum",1,"5/18/2006","House Hearings","Fairness",3,0.0519
"2104",2427,"Sudan","McCollum",1,"5/15/1997","Senate Hearings","Fairness",6,0.0205
"2111",1304,"Iraq","McDermott",1,"10/10/2002","House","Fairness",7,0.0171
"2116",1269,"Syria","McDermott",1,"11/20/2003","House","Fairness",1,0.0347
"2121",754,"Iran","McDermott",1,"5/15/2007","House","Fairness",1,0.0144
"2125",755,"Iran","McDermott",1,"10/2/2007","House","Fairness",1,0.0164
"2135",1747,"Afghanistan","McGovern",1,"9/14/2001","House","Fairness",2,0.041
"2140",760,"Iraq","McGovern",1,"9/5/2002","House","Fairness",1,0.0122
"2144",547,"Sudan","McGovern",1,"4/5/2006","House","Fairness",1,0.0196
"2149",759,"Sudan","McGovern",1,"2/29/2012","House","Fairness",1,0.0155
"2153",762,"Sudan","McGovern",1,"3/7/2012","House","Fairness",8,0.1053
"2156",1649,"Afghanistan","McKinney",1,"9/14/2001","House","Fairness",4,0.1868
"2184",1976,"Russia","MeeksNY",1,"7/7/2011","House Hearings","Fairness",1,0.0154
"2185",1672,"Afghanistan","Menendez",1,"9/14/2001","House","Fairness",1,0.0205
"2197",2088,"Iran","Menendez",1,"6/22/2010","Senate Hearings","Fairness",1,0.0251
"2200",2227,"Libya","Menendez",1,"3/31/2011","Senate Hearings","Fairness",4,0.0601
"2205",2266,"Libya","Menendez",1,"4/6/2011","Senate Hearings","Fairness",1,0.0208
"2215",2323,"North Korea","Menendez",1,"3/7/2013","Senate Hearings","Fairness",2,0.0089
"2221",496,"Syria","Menendez",1,"9/9/2013","Senate","Fairness",1,0.0055
"2227",500,"Iraq","Mikulski",1,"10/7/2002","Senate","Fairness",1,0.0057
"2247",1164,"Iran","MillerNC",1,"7/9/2008","House Hearings","Fairness",3,0.1764
"2254",1110,"Kosovo","MoranVA",1,"3/17/1998","House","Fairness",5,0.1172
"2260",553,"Sudan","MoranVA",1,"4/5/2006","House","Fairness",2,0.16
"2271",1051,"Libya","MoranVA",1,"6/24/2011","House","Fairness",1,0.0109
"2276",685,"Kosovo","MoranVA",1,"3/24/1998","House","Fairness",1,0.0166
"2281",793,"Iran","MoranVA",1,"8/3/1998","House","Fairness",2,0.0432
"2285",2324,"North Korea","MurphyCT",1,"3/7/2013","Senate Hearings","Fairness",1,0.0165
"2290",1107,"Kosovo","Nadler",1,"3/17/1998","House","Fairness",2,0.0492
"2298",1004,"Libya","Nadler",1,"6/3/2011","House","Fairness",1,0.0302
"2301",1576,"Afghanistan","Napolitano",1,"9/14/2001","House","Fairness",2,0.0827
"2323",2303,"Russia","NelsonFL",1,"9/17/2008","Senate Hearings","Fairness",1,0.0146
"2326",493,"Syria","NelsonFL",1,"9/9/2013","Senate","Fairness",1,0.0066
"2331",820,"Sudan","Norton",1,"4/4/2000","House","Fairness",2,0.0064
"2338",2482,"Sudan","Obama",1,"9/28/2005","Senate Hearings","Fairness",1,0.0224
"2349",781,"Iraq","Obey",1,"3/6/2003","House","Fairness",1,0.0044
"2354",782,"Kosovo","Olver",1,"2/3/1999","House","Fairness",1,0.0545
"2371",798,"North Korea","Pascrell",1,"2/15/2013","House","Fairness",1,0.0356
"2375",1249,"Iraq","Pastor",1,"10/9/2002","House","Fairness",1,0.0371
"2377",1331,"Iraq","Pastor",1,"10/10/2002","House","Fairness",1,0.0709
"2381",819,"Sudan","PayneD",1,"4/4/2000","House","Fairness",7,0.0182
"2386",821,"Sudan","PayneD",1,"6/12/2001","House","Fairness",4,0.0088
"2396",822,"Sudan","PayneD",1,"5/13/2004","House","Fairness",12,0.0393
"2404",1939,"North Korea","PayneD",1,"4/28/2005","House Hearings","Fairness",3,0.0251
"2415",1884,"Sudan","PayneD",1,"3/8/2006","House Hearings","Fairness",1,0.016
"2419",534,"Sudan","PayneD",1,"4/5/2006","House","Fairness",1,0.0196
"2424",1839,"Sudan","PayneD",1,"5/18/2006","House Hearings","Fairness",1,0.0068
"2429",825,"Sudan","PayneD",1,"9/20/2006","House","Fairness",1,0.0163
"2434",1393,"Iran","PayneD",1,"3/6/2007","House Hearings","Fairness",1,0.0133
"2442",1679,"Afghanistan","Pelosi",1,"9/14/2001","House","Fairness",1,0.0474
"2450",833,"Sudan","Pelosi",1,"7/21/2004","House","Fairness",3,0.0413
"2453",532,"Sudan","Pelosi",1,"4/5/2006","House","Fairness",4,0.0307
"2457",878,"Sudan","Pelosi",1,"9/20/2006","House","Fairness",1,0.0076
"2460",888,"Syria","PetersMI",1,"6/22/2011","House","Fairness",1,0.0395
"2468",1534,"Iraq","PriceNC",1,"10/9/2002","House","Fairness",1,0.0091
"2484",868,"Sudan","Rangel",1,"7/30/2007","House","Fairness",1,0.0565
"2494",434,"Iraq","Reid",1,"10/10/2002","Senate","Fairness",2,0.0328
"2504",1536,"Iraq","Reyes",1,"10/9/2002","House","Fairness",1,0.013
"2510",2132,"Iran","Risch",1,"3/3/2009","Senate Hearings","Fairness",1,0.0156
"2518",2217,"Libya","Risch",1,"6/28/2011","Senate Hearings","Fairness",1,0.0229
"2524",2030,"Iran","Robb",1,"5/14/1998","Senate Hearings","Fairness",2,0.0099
"2530",2283,"North Korea","Robb",1,"9/10/1998","Senate Hearings","Fairness",3,0.0205
"2533",2204,"Iraq","Rockefeller",1,"7/31/2002","Senate Hearings","Fairness",1,0.0064
"2539",1647,"Afghanistan","Roemer",1,"9/14/2001","House","Fairness",1,0.1113
"2550",844,"Sudan","Rush",1,"7/21/2004","House","Fairness",1,0.0372
"2564",1092,"Iraq","Schakowsky",1,"3/5/2003","House","Fairness",1,0.0162
"2575",545,"Sudan","Schiff",1,"4/5/2006","House","Fairness",4,0.0487
"2577",1094,"Syria","Schiff",1,"7/7/2011","House","Fairness",1,0.0119
"2581",469,"Iraq","Schumer",1,"10/10/2002","Senate","Fairness",1,0.005
"2588",729,"Iran","Schwartz",1,"4/26/2006","House","Fairness",1,0.0561
"2592",1180,"Libya","Schwartz",1,"3/31/2011","House Hearings","Fairness",1,0.0469
"2597",1541,"Iraq","ScottVA",1,"10/9/2002","House","Fairness",1,0.0041
"2600",1542,"Iraq","Serrano",1,"10/9/2002","House","Fairness",1,0.0109
"2610",2218,"Libya","Shaheen",1,"6/28/2011","Senate Hearings","Fairness",1,0.0408
"2614",48,"Russia","Shaheen",1,"2/16/2012","Senate","Fairness",12,0.1076
"2622",1294,"North Korea","Sherman",1,"3/16/2000","House Hearings","Fairness",2,0.0029
"2632",1097,"Iran","Sherman",1,"11/19/2006","House","Fairness",1,0.0175
"2643",1182,"Iran","Sherman",1,"7/9/2008","House Hearings","Fairness",1,0.0062
"2661",1982,"Russia","Sherman",1,"7/7/2011","House Hearings","Fairness",1,0.0198
"2671",1963,"Russia","Sires",1,"11/9/2008","House Hearings","Fairness",1,0.039
"2674",1582,"Afghanistan","Skelton",1,"9/14/2001","House","Fairness",2,0.0427
"2688",1045,"Libya","SmithWA",1,"6/24/2011","House","Fairness",5,0.0272
"2693",2138,"Sudan","Snyder",1,"6/15/2004","Senate Hearings","Fairness",15,0.0267
"2697",1118,"Iran","Speier",1,"6/16/2009","House","Fairness",1,0.075
"2705",1752,"Afghanistan","Stark",1,"9/14/2001","House","Fairness",1,0.0234
"2709",1545,"Iraq","Stark",1,"10/9/2002","House","Fairness",2,0.0366
"2722",1718,"Afghanistan","Stupak",1,"9/14/2001","House","Fairness",1,0.0442
"2724",1257,"Iraq","Stupak",1,"10/9/2002","House","Fairness",1,0.0126
"2728",1638,"Afghanistan","Tanner",1,"9/14/2001","House","Fairness",2,0.022
"2746",1550,"Iraq","TurnerTX",1,"10/9/2002","House","Fairness",1,0.0104
"2750",1724,"Afghanistan","UdallCO",1,"9/14/2001","House","Fairness",3,0.0706
"2754",1124,"Sudan","UdallCO",1,"2/27/2003","House","Fairness",3,0.0409
"2762",2077,"Iran","UdallNM",1,"5/11/2011","Senate Hearings","Fairness",2,0.082
"2768",1643,"Afghanistan","Underwood",1,"9/14/2001","House","Fairness",1,0.0367
"2781",1552,"Iraq","Velazquez",1,"10/9/2002","House","Fairness",2,0.0358
"2784",1716,"Afghanistan","Velazquez",1,"9/14/2001","House","Fairness",1,0.0556
"2794",560,"Iran","Waters",1,"4/15/2008","House","Fairness",3,0.0125
"2802",1943,"North Korea","Watson",1,"4/28/2005","House Hearings","Fairness",2,0.0533
"2811",1887,"Sudan","Watson",1,"11/1/2005","House Hearings","Fairness",3,0.016
"2816",1844,"Sudan","Watson",1,"5/18/2006","House Hearings","Fairness",1,0.016
"2820",1873,"North Korea","Watson",1,"11/15/2006","House Hearings","Fairness",1,0.0391
"2837",2091,"Iran","Webb",1,"6/22/2010","Senate Hearings","Fairness",1,0.0291
"2842",451,"Russia","Wellstone",1,"2/8/2000","Senate","Fairness",3,0.0295
"2847",452,"Russia","Wellstone",1,"2/23/2000","Senate","Fairness",5,0.0351
"2852",2281,"Russia","Wellstone",1,"3/1/2000","Senate Hearings","Fairness",4,0.0566
"2856",2164,"Iraq","Wellstone",1,"3/22/2000","Senate Hearings","Fairness",5,0.0251
"2860",454,"Russia","Wellstone",1,"6/21/2000","Senate","Fairness",11,0.122
"2865",453,"Russia","Wellstone",1,"7/21/2000","Senate","Fairness",10,0.1183
"2870",2174,"Iraq","Wellstone",1,"3/1/2001","Senate Hearings","Fairness",3,0.0147
"2884",457,"Kosovo","Wellstone",1,"9/23/1998","Senate","Fairness",3,0.0242
"2889",456,"Kosovo","Wellstone",1,"10/8/1998","Senate","Fairness",1,0.0115
"2900",1618,"Afghanistan","Woolsey",1,"9/14/2001","House","Fairness",1,0.06
"2917",1728,"Afghanistan","Wu",1,"9/14/2001","House","Fairness",1,0.0294
"2923",1556,"Iraq","Wu",1,"10/9/2002","House","Fairness",1,0.0137
"2927",1613,"North Korea","Wu",1,"9/29/2006","House","Fairness",1,0.0103
"2931",510,"Iraq","Wyden",1,"10/7/2002","Senate","Fairness",1,0.0072
"2934",1687,"Afghanistan","Wynn",1,"9/14/2001","House","Fairness",1,0.0507
"2937",1557,"Iraq","Wynn",1,"10/9/2002","House","Fairness",2,0.0193
"2949",431,"Iraq","Akaka",0,"10/10/2002","Senate","Fairness",1,0.0041
"2958",2135,"Sudan","Alexander",0,"6/15/2004","Senate Hearings","Fairness",4,0.0238
"2963",502,"Iraq","Allard",0,"10/7/2002","Senate","Fairness",1,0.0042
"2967",361,"Iraq","AllenVA",0,"10/7/2002","Senate","Fairness",2,0.0087
"2974",351,"Syria","AllenVA",0,"11/11/2003","Senate","Fairness",1,0.0054
"2981",1720,"Afghanistan","Armey",0,"9/14/2001","House","Fairness",1,0.0101
"2989",2422,"Sudan","Ashcroft",0,"5/15/1997","Senate Hearings","Fairness",6,0.0136
"2994",2171,"Iraq","Ashcroft",0,"3/9/1999","Senate Hearings","Fairness",1,0.013
"2996",1845,"Russia","Ballenger",0,"5/12/1999","House Hearings","Fairness",1,0.0295
"3003",467,"Iran","Bartlett",0,"7/10/2008","House","Fairness",6,0.0092
"3013",1,"Iraq","Bennett",0,"1/28/2003","Senate","Fairness",2,0.0172
"3019",7,"Iraq","Bennett",0,"3/6/2003","Senate","Fairness",2,0.0158
"3023",53,"Kosovo","Bennett",0,"3/19/1999","Senate","Fairness",1,0.0056
"3033",980,"North Korea","Bereuter",0,"10/13/1999","House Hearings","Fairness",1,0.0135
"3053",1225,"Iraq","Boehner",0,"10/9/2002","House","Fairness",1,0.0187
"3058",720,"Iran","Boehner",0,"4/26/2006","House","Fairness",1,0.0488
"3063",1066,"Libya","Boehner",0,"6/24/2011","House","Fairness",1,0.0238
"3073",21,"Iraq","Bond",0,"1/29/1998","Senate","Fairness",1,0.0254
"3079",2269,"Russia","Bonner",0,"11/4/1999","Senate Hearings","Fairness",1,0.0144
"3084",1464,"Iraq","Bono",0,"10/9/2002","House","Fairness",1,0.0256
"3099",2168,"Iraq","Brownback",0,"6/28/2000","Senate Hearings","Fairness",1,0.0035
"3108",2487,"Sudan","Brownback",0,"6/11/2002","Senate Hearings","Fairness",2,0.0256
"3112",30,"North Korea","Brownback",0,"7/15/2002","Senate","Fairness",4,0.0173
"3118",508,"Iraq","Brownback",0,"10/7/2002","Senate","Fairness",3,0.0142
"3122",2393,"North Korea","Brownback",0,"3/6/2003","Senate Hearings","Fairness",1,0.0056
"3126",2033,"Iran","Brownback",0,"10/28/2003","Senate Hearings","Fairness",1,0.0379
"3130",2363,"North Korea","Brownback",0,"7/15/2004","Senate Hearings","Fairness",4,0.0368
"3134",31,"Sudan","Brownback",0,"7/22/2004","Senate","Fairness",1,0.0075
"3138",2470,"Sudan","Brownback",0,"9/9/2004","Senate Hearings","Fairness",1,0.0089
"3143",38,"North Korea","Brownback",0,"9/24/2004","Senate","Fairness",18,0.1257
"3147",36,"North Korea","Brownback",0,"9/28/2004","Senate","Fairness",8,0.186
"3149",33,"Iraq","Brownback",0,"3/1/2005","Senate","Fairness",1,0.0203
"3153",34,"Sudan","Brownback",0,"3/1/2005","Senate","Fairness",2,0.0119
"3157",35,"Russia","Brownback",0,"3/15/2005","Senate","Fairness",3,0.0363
"3161",37,"Sudan","Brownback",0,"10/19/2005","Senate","Fairness",1,0.0094
"3164",28,"North Korea","Brownback",0,"7/13/2006","Senate","Fairness",8,0.0604
"3168",29,"Iran","Brownback",0,"9/7/2006","Senate","Fairness",9,0.1151
"3175",49,"Sudan","Brownback",0,"10/25/2007","Senate","Fairness",1,0.0183
"3179",59,"North Korea","Brownback",0,"4/29/2008","Senate","Fairness",6,0.0234
"3184",62,"North Korea","Brownback",0,"6/27/2008","Senate","Fairness",9,0.0445
"3188",63,"Iran","Brownback",0,"11/18/2010","Senate","Fairness",3,0.0344
"3191",2025,"Iran","Brownback",0,"5/14/1998","Senate Hearings","Fairness",1,0.0073
"3196",26,"Sudan","Brownback",0,"2/3/1999","Senate","Fairness",2,0.0183
"3215",509,"Iraq","Burns",0,"10/7/2002","Senate","Fairness",1,0.007
"3220",2103,"Iraq","Burns",0,"5/21/1998","Senate Hearings","Fairness",1,0.0128
"3223",1466,"Iraq","Burr",0,"10/9/2002","House","Fairness",4,0.0568
"3261",578,"Iraq","Buyer",0,"3/6/2003","House","Fairness",1,0.0027
"3273",2329,"North Korea","CampbellJ",0,"3/1/2011","Senate Hearings","Fairness",8,0.0221
"3277",2285,"North Korea","Campbell",0,"9/10/1998","Senate Hearings","Fairness",2,0.0065
"3281",1848,"Russia","CampbellT",0,"5/12/1999","House Hearings","Fairness",3,0.0223
"3286",1914,"Russia","CampbellT",0,"10/6/1999","House Hearings","Fairness",1,0.0074
"3295",718,"Iran","Cantor",0,"4/26/2006","House","Fairness",1,0.0238
"3302",2394,"North Korea","Carter",0,"3/6/2003","Senate Hearings","Fairness",2,0.0044
"3306",2364,"North Korea","Carter",0,"7/15/2004","Senate Hearings","Fairness",7,0.0121
"3316",1678,"Afghanistan","Chabot",0,"9/14/2001","House","Fairness",1,0.0723
"3321",1931,"North Korea","Chabot",0,"4/28/2005","House Hearings","Fairness",2,0.0469
"3326",945,"Iran","Chabot",0,"7/27/2011","House Hearings","Fairness",8,0.0348
"3332",797,"North Korea","Chabot",0,"2/15/2013","House","Fairness",1,0.0395
"3341",523,"Iraq","Chafee",0,"10/9/2002","Senate","Fairness",1,0.0185
"3344",2034,"Iran","Chafee",0,"10/28/2003","Senate Hearings","Fairness",1,0.0273
"3353",492,"Syria","Coats",0,"9/9/2013","Senate","Fairness",1,0.0057
"3362",419,"Iran","Coleman",0,"3/2/2006","Senate","Fairness",1,0.008
"3367",2415,"Sudan","Coleman",0,"4/11/2007","Senate Hearings","Fairness",1,0.0454
"3381",1276,"Libya","ConnollyVA",0,"5/25/2011","House Hearings","Fairness",1,0.0183
"3391",1288,"North Korea","Cooksey",0,"3/16/2000","House Hearings","Fairness",2,0.0143
"3397",243,"Syria","Cornyn",0,"3/15/2012","Senate","Fairness",1,0.0079
"3435",1600,"Afghanistan","Delay",0,"9/14/2001","House","Fairness",1,0.0301
"3446",621,"Syria","Dent",0,"9/10/2013","House","Fairness",1,0.0037
"3452",465,"Iraq","DeWine",0,"10/10/2002","Senate","Fairness",4,0.0159
"3457",80,"Sudan","DeWine",0,"5/6/2004","Senate","Fairness",3,0.0515
"3462",81,"Kosovo","DeWine",0,"10/6/1998","Senate","Fairness",1,0.0085
"3468",2159,"Kosovo","Dole",0,"6/24/1998","Senate Hearings","Fairness",2,0.0047
"3473",87,"Iran","Domenici",0,"2/22/2000","Senate","Fairness",1,0.0111
"3481",2105,"Iraq","Domenici",0,"5/21/1998","Senate Hearings","Fairness",4,0.0352
"3485",335,"Iran","Domenici",0,"5/22/1998","Senate","Fairness",2,0.0165
"3491",88,"Kosovo","Domenici",0,"10/7/1998","Senate","Fairness",1,0.0076
"3495",293,"Kosovo","Domenici",0,"2/23/1999","Senate","Fairness",2,0.029
"3498",1594,"Afghanistan","Dreier",0,"9/14/2001","House","Fairness",1,0.0383
"3505",596,"Russia","Dreier",0,"1/19/2011","House","Fairness",5,0.0721
"3510",597,"Russia","Dreier",0,"6/22/2011","House","Fairness",1,0.0126
"3516",600,"Libya","Dreier",0,"9/12/2012","House","Fairness",1,0.0167
"3523",602,"Iraq","Duncan",0,"2/12/1998","House","Fairness",1,0.0586
"3526",604,"Kosovo","Duncan",0,"10/5/1998","House","Fairness",2,0.0364
"3534",2423,"Sudan","Emerson",0,"5/15/1997","Senate Hearings","Fairness",3,0.0063
"3539",2027,"Iran","Emerson",0,"5/14/1998","Senate Hearings","Fairness",1,0.0046
"3541",1631,"Afghanistan","English",0,"9/14/2001","House","Fairness",1,0.0448
"3546",473,"Iraq","Ensign",0,"10/10/2002","Senate","Fairness",1,0.0045
"3551",527,"Iraq","Enzi",0,"10/9/2002","Senate","Fairness",1,0.0046
"3554",1746,"Afghanistan","Everett",0,"9/14/2001","House","Fairness",1,0.0512
"3558",1723,"Afghanistan","Ferguson",0,"9/14/2001","House","Fairness",1,0.037
"3563",2126,"Iran","Fitzpatrick",0,"3/3/2009","Senate Hearings","Fairness",1,0.0063
"3567",2331,"North Korea","FlakeGL",0,"3/1/2011","Senate Hearings","Fairness",2,0.0066
"3572",1650,"Afghanistan","Foley",0,"9/14/2001","House","Fairness",1,0.0561
"3575",1490,"Iraq","Foley",0,"10/9/2002","House","Fairness",1,0.0338
"3582",1034,"Libya","Forbes",0,"6/3/2011","House","Fairness",2,0.0833
"3589",949,"Iran","Fortenberry",0,"7/27/2011","House Hearings","Fairness",2,0.0775
"3591",620,"Syria","Fortenberry",0,"9/10/2013","House","Fairness",3,0.019
"3596",623,"Iran","Foxx",0,"9/20/2006","House","Fairness",8,0.3148
"3604",629,"Iran","Franks",0,"9/29/2008","House","Fairness",1,0.0069
"3612",627,"Iran","Franks",0,"3/25/2010","House","Fairness",1,0.0023
"3624",217,"Sudan","Frist",0,"3/2/2000","Senate","Fairness",2,0.0098
"3631",518,"Iraq","Frist",0,"10/9/2002","Senate","Fairness",5,0.0226
"3638",2464,"Sudan","Frist",0,"9/9/2004","Senate Hearings","Fairness",1,0.009
"3641",220,"Sudan","Frist",0,"10/1/2004","Senate","Fairness",4,0.0352
"3646",213,"Sudan","Frist",0,"12/8/2004","Senate","Fairness",6,0.0295
"3650",221,"Sudan","Frist",0,"10/24/2005","Senate","Fairness",1,0.0121
"3654",219,"Sudan","Frist",0,"5/1/2006","Senate","Fairness",2,0.015
"3670",1366,"Iraq","Gejdenson",0,"3/23/2000","House Hearings","Fairness",1,0.0087
"3700",1102,"Kosovo","Gilman",0,"3/17/1998","House","Fairness",1,0.0184
"3707",1367,"Iraq","Gilman",0,"3/23/2000","House Hearings","Fairness",1,0.0067
"3711",1198,"Russia","Gilman",0,"9/27/2000","House Hearings","Fairness",4,0.0218
"3714",1818,"Russia","Gilman",0,"9/27/2000","House Hearings","Fairness",4,0.023
"3725",1853,"Russia","Gilman",0,"5/12/1999","House Hearings","Fairness",1,0.0054
"3732",987,"North Korea","Gilman",0,"10/13/1999","House Hearings","Fairness",1,0.0051
"3736",1493,"Iraq","Goodlatte",0,"10/9/2002","House","Fairness",1,0.02
"3739",874,"Sudan","Goodlatte",0,"7/30/2007","House","Fairness",3,0.0597
"3756",379,"Iraq","GrahamFL",0,"10/9/2002","Senate","Fairness",2,0.0048
"3761",474,"Iraq","GrahamFL",0,"10/10/2002","Senate","Fairness",2,0.011
"3783",1495,"Iraq","Greenwood",0,"10/9/2002","House","Fairness",1,0.0127
"3787",501,"Iraq","Gregg",0,"10/7/2002","Senate","Fairness",1,0.0058
"3794",227,"Iraq","Gregg",0,"2/12/1998","Senate","Fairness",1,0.0038
"3798",228,"Kosovo","Gregg",0,"3/19/1999","Senate","Fairness",1,0.0058
"3802",1083,"Libya","GriffinAR",0,"6/24/2011","House","Fairness",1,0.0302
"3805",1692,"Afghanistan","Grucci",0,"9/14/2001","House","Fairness",1,0.0253
"3810",2001,"Afghanistan","Hagel",0,"6/26/2002","Senate Hearings","Fairness",1,0.0093
"3818",2356,"North Korea","Hagel",0,"7/15/2004","Senate Hearings","Fairness",2,0.0396
"3820",2478,"Sudan","Hagel",0,"9/28/2005","Senate Hearings","Fairness",1,0.0213
"3821",2056,"Iran","Hagel",0,"3/29/2007","Senate Hearings","Fairness",1,0.0112
"3832",1559,"Afghanistan","Hastert",0,"9/14/2001","House","Fairness",2,0.0401
"3837",363,"Iraq","Hatch",0,"10/7/2002","Senate","Fairness",4,0.0146
"3845",197,"Iran","Helms",0,"2/22/2000","Senate","Fairness",1,0.0091
"3847",2280,"Russia","Helms",0,"3/1/2000","Senate Hearings","Fairness",3,0.0189
"3852",2288,"North Korea","Helms",0,"5/23/2001","Senate Hearings","Fairness",1,0.0093
"3857",512,"Iraq","Helms",0,"10/9/2002","Senate","Fairness",1,0.0131
"3859",209,"Iraq","Helms",0,"3/12/1998","Senate","Fairness",1,0.0259
"3864",2145,"Iraq","Helms",0,"9/28/1999","Senate Hearings","Fairness",2,0.012
"3876",1864,"North Korea","Hill",0,"6/29/2006","House Hearings","Fairness",14,0.0322
"3880",2367,"North Korea","Hill",0,"7/20/2006","Senate Hearings","Fairness",15,0.0129
"3884",1729,"Afghanistan","Hilleary",0,"9/14/2001","House","Fairness",1,0.0467
"3905",579,"Iraq","Hunter",0,"3/6/2003","House","Fairness",4,0.014
"3909",524,"Iraq","HutchinsonT",0,"10/9/2002","Senate","Fairness",3,0.0102
"3917",231,"Kosovo","HutchinsonT",0,"3/19/1999","Senate","Fairness",1,0.0137
"3924",205,"Libya","Hutchison",0,"7/5/2011","Senate","Fairness",1,0.0066
"3932",245,"Kosovo","Hutchison",0,"3/22/1999","Senate","Fairness",3,0.0092
"3937",1560,"Afghanistan","Hyde",0,"9/14/2001","House","Fairness",1,0.0193
"3960",1239,"Iraq","Issa",0,"10/9/2002","House","Fairness",1,0.008
"3968",1738,"Afghanistan","JonesNC",0,"9/14/2001","House","Fairness",1,0.0419
"3972",684,"Kosovo","Kelly",0,"3/24/1998","House","Fairness",2,0.0288
"3976",683,"Kosovo","Kelly",0,"5/22/1998","House","Fairness",1,0.0298
"3980",680,"Kosovo","Kelly",0,"6/5/1998","House","Fairness",1,0.029
"3985",681,"Kosovo","Kelly",0,"6/25/1998","House","Fairness",2,0.0371
"3992",1575,"Afghanistan","Kerns",0,"9/14/2001","House","Fairness",1,0.07
"3997",687,"Syria","KingIA",0,"9/10/2013","House","Fairness",4,0.0095
"4012",690,"Iran","Kirk",0,"6/8/2005","House","Fairness",1,0.004
"4020",253,"Iran","Kirk",0,"10/13/2011","Senate","Fairness",6,0.0495
"4034",255,"Russia","Kohl",0,"6/17/1998","Senate","Fairness",1,0.0153
"4043",263,"Iraq","Kyl",0,"9/23/2002","Senate","Fairness",1,0.0234
"4046",359,"Iraq","Kyl",0,"10/7/2002","Senate","Fairness",2,0.0056
"4054",388,"North Korea","Kyl",0,"1/10/2003","Senate","Fairness",3,0.0086
"4061",261,"Iraq","Kyl",0,"1/30/2003","Senate","Fairness",2,0.0042
"4071",264,"Iran","Kyl",0,"9/19/2011","Senate","Fairness",2,0.0419
"4078",331,"Iran","Kyl",0,"5/22/1998","Senate","Fairness",1,0.0094
"4088",1516,"Iraq","Latham",0,"10/9/2002","House","Fairness",1,0.0235
"4090",1725,"Afghanistan","Leach",0,"9/14/2001","House","Fairness",2,0.02
"4095",1517,"Iraq","Leach",0,"10/9/2002","House","Fairness",18,0.016
"4100",1936,"North Korea","Leach",0,"4/28/2005","House Hearings","Fairness",13,0.0679
"4108",1866,"North Korea","Leach",0,"6/29/2006","House Hearings","Fairness",4,0.0156
"4116",1855,"Russia","Leach",0,"5/12/1999","House Hearings","Fairness",1,0.0088
"4122",1805,"North Korea","Leach",0,"2/17/2005","House Hearings","Fairness",4,0.0176
"4132",489,"Iraq","Lincoln",0,"10/10/2002","Senate","Fairness",1,0.0159
"4144",409,"Iraq","Lott",0,"10/10/2002","Senate","Fairness",1,0.0092
"4162",1280,"Libya","Manzullo",0,"5/25/2011","House Hearings","Fairness",1,0.0425
"4169",308,"Russia","McCain",0,"9/20/2002","Senate","Fairness",1,0.0084
"4175",367,"Iraq","McCain",0,"10/8/2002","Senate","Fairness",1,0.0037
"4183",404,"Iraq","McCain",0,"10/10/2002","Senate","Fairness",6,0.01
"4187",43,"Iraq","McCain",0,"1/29/2003","Senate","Fairness",5,0.032
"4189",307,"Russia","McCain",0,"10/28/2003","Senate","Fairness",1,0.0475
"4191",309,"Russia","McCain",0,"9/21/2004","Senate","Fairness",3,0.0313
"4195",306,"Russia","McCain",0,"3/17/2010","Senate","Fairness",14,0.148
"4198",304,"Libya","McCain",0,"3/14/2011","Senate","Fairness",7,0.033
"4205",300,"Syria","McCain",0,"5/9/2013","Senate","Fairness",2,0.0113
"4213",295,"Iraq","McCain",0,"2/9/1998","Senate","Fairness",1,0.0058
"4218",296,"Iraq","McCain",0,"2/12/1998","Senate","Fairness",1,0.0107
"4235",349,"Syria","McConnell",0,"11/11/2003","Senate","Fairness",1,0.0119
"4239",311,"Libya","McConnell",0,"3/28/2011","Senate","Fairness",2,0.0174
"4242",312,"Syria","McConnell",0,"9/10/2013","Senate","Fairness",1,0.0032
