"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"516",2071,"Iran","Casey",1,"5/11/2011","Senate Hearings","Fairness",31,0.0956
"522",2235,"Syria","Casey",1,"11/9/2011","House Hearings","Fairness",8,0.0281
"526",50,"Iran","Casey",1,"12/7/2011","Senate","Fairness",1,0.0127
"531",2117,"Iran","Casey",1,"7/25/2012","Senate Hearings","Fairness",2,0.0109
"534",800,"Russia","Chandler",1,"7/19/2004","House","Fairness",4,0.1335
"535",1709,"Afghanistan","Christensen",1,"9/14/2001","House","Fairness",1,0.0172
"546",1149,"Libya","Cicilline",1,"3/31/2011","House Hearings","Fairness",1,0.0264
"550",1730,"Afghanistan","Clayton",1,"9/14/2001","House","Fairness",2,0.0521
"560",1715,"Afghanistan","Clement",1,"9/14/2001","House","Fairness",1,0.0303
"564",66,"Sudan","Clinton",1,"5/25/2006","Senate","Fairness",4,0.0142
"571",464,"Iraq","Clinton",1,"10/10/2002","Senate","Fairness",1,0.0044
"578",1970,"Russia","Cohen",1,"7/7/2011","House Hearings","Fairness",9,0.0395
"583",909,"Iran","Cohen",1,"10/14/2011","House Hearings","Fairness",3,0.0169
"589",2391,"Iraq","Conyers",1,"3/23/2000","House Hearings","Fairness",3,0.0138
"594",1758,"Afghanistan","Conyers",1,"9/14/2001","House","Fairness",1,0.0123
"602",2439,"Sudan","Corker",1,"4/23/2008","Senate Hearings","Fairness",1,0.009
"609",2222,"Libya","Corker",1,"3/31/2011","Senate Hearings","Fairness",2,0.0261
"611",2261,"Libya","Corker",1,"4/6/2011","Senate Hearings","Fairness",3,0.0388
"614",2211,"Libya","Corker",1,"6/28/2011","Senate Hearings","Fairness",3,0.0234
"623",2316,"North Korea","Corker",1,"3/7/2013","Senate Hearings","Fairness",3,0.0204
"629",529,"Iraq","Corzine",1,"10/9/2002","Senate","Fairness",2,0.0124
"633",430,"Iraq","Corzine",1,"10/10/2002","Senate","Fairness",1,0.029
"639",72,"Sudan","Corzine",1,"5/6/2004","Senate","Fairness",3,0.0446
"643",70,"Sudan","Corzine",1,"7/22/2004","Senate","Fairness",1,0.0103
"648",73,"Sudan","Corzine",1,"5/10/2005","Senate","Fairness",2,0.0177
"651",71,"Sudan","Corzine",1,"6/20/2005","Senate","Fairness",1,0.0388
"659",1662,"Afghanistan","Crowley",1,"9/14/2001","House","Fairness",1,0.0136
"669",1685,"Afghanistan","Cummings",1,"9/14/2001","House","Fairness",4,0.337
"672",1475,"Iraq","Cummings",1,"10/9/2002","House","Fairness",2,0.0316
"676",823,"Sudan","Cummings",1,"5/13/2004","House","Fairness",1,0.0098
"680",580,"Sudan","Cummings",1,"10/29/2007","House","Fairness",4,0.1148
"683",74,"0","Daschle",1,"9/14/2001","Senate","Fairness",1,0.013
"688",410,"Iraq","Daschle",1,"10/10/2002","Senate","Fairness",1,0.0041
"699",77,"Kosovo","Daschle",1,"10/12/1998","Senate","Fairness",1,0.0122
"702",1713,"Afghanistan","DavisCA",1,"9/14/2001","House","Fairness",1,0.0807
"709",837,"Sudan","DavisIL",1,"7/21/2004","House","Fairness",3,0.0291
"718",1138,"Afghanistan","DeFazio",1,"9/14/2001","House","Fairness",1,0.0107
"723",588,"Iraq","DeFazio",1,"9/10/2002","House","Fairness",2,0.0281
"733",1365,"Iraq","Delahunt",1,"3/23/2000","House Hearings","Fairness",2,0.0451
"738",1477,"Iraq","Delahunt",1,"10/9/2002","House","Fairness",2,0.0082
"748",1946,"Russia","Delahunt",1,"11/9/2008","House Hearings","Fairness",6,0.0341
"753",985,"North Korea","Delahunt",1,"10/13/1999","House Hearings","Fairness",2,0.0418
"754",1684,"Afghanistan","Delauro",1,"9/14/2001","House","Fairness",4,0.1916
"762",947,"Iran","Deutch",1,"7/27/2011","House Hearings","Fairness",3,0.0483
"766",590,"Iran","Deutch",1,"2/8/2012","House","Fairness",1,0.0582
"781",515,"Iraq","Dodd",1,"10/9/2002","Senate","Fairness",1,0.0025
"786",85,"Iraq","Dodd",1,"3/7/2003","Senate","Fairness",1,0.0038
"792",2479,"Sudan","Dodd",1,"9/28/2005","Senate Hearings","Fairness",2,0.02
"796",86,"Sudan","Dodd",1,"9/14/2006","Senate","Fairness",2,0.0114
"807",83,"Sudan","Dodd",1,"8/2/2007","Senate","Fairness",1,0.0173
"813",2307,"Russia","Dodd",1,"9/17/2008","Senate Hearings","Fairness",1,0.0037
"828",802,"Russia","Doggett",1,"7/19/2004","House","Fairness",3,0.0526
"834",480,"Iraq","Dorgan",1,"10/10/2002","Senate","Fairness",1,0.0051
"838",207,"Iraq","Dorgan",1,"3/12/1998","Senate","Fairness",3,0.0205
"846",1484,"Iraq","Doyle",1,"10/9/2002","House","Fairness",1,0.0102
"849",595,"Sudan","Doyle",1,"9/19/2006","House","Fairness",1,0.0206
"852",594,"Sudan","Doyle",1,"7/26/2007","House","Fairness",1,0.0695
"859",433,"Iraq","Durbin",1,"10/10/2002","Senate","Fairness",4,0.0068
"870",100,"Sudan","Durbin",1,"5/2/2006","Senate","Fairness",1,0.0074
"878",416,"Iran","Durbin",1,"2/16/2007","Senate","Fairness",1,0.0099
"882",96,"Sudan","Durbin",1,"2/16/2007","Senate","Fairness",5,0.0335
"887",98,"Sudan","Durbin",1,"3/1/2007","Senate","Fairness",5,0.0288
"892",101,"Sudan","Durbin",1,"5/10/2007","Senate","Fairness",1,0.0049
"900",97,"Sudan","Durbin",1,"6/28/2007","Senate","Fairness",1,0.0136
"907",102,"Sudan","Durbin",1,"10/4/2007","Senate","Fairness",1,0.0144
"917",2223,"Libya","Durbin",1,"3/31/2011","Senate Hearings","Fairness",1,0.0225
"921",2236,"Syria","Durbin",1,"11/9/2011","House Hearings","Fairness",1,0.0221
"923",244,"Syria","Durbin",1,"3/15/2012","Senate","Fairness",2,0.0183
"928",495,"Syria","Durbin",1,"9/9/2013","Senate","Fairness",1,0.0045
"942",481,"Iraq","EdwardsNC",1,"10/10/2002","Senate","Fairness",1,0.0095
"948",608,"Syria","Ellison",1,"6/2/2011","House","Fairness",7,0.1294
"952",1103,"Kosovo","Engel",1,"3/17/1998","House","Fairness",2,0.0272
"971",1155,"Iran","Engel",1,"7/9/2008","House Hearings","Fairness",1,0.0224
"983",613,"Kosovo","Engel",1,"3/24/1998","House","Fairness",3,0.0531
"988",610,"Kosovo","Engel",1,"6/5/1998","House","Fairness",1,0.0264
"992",611,"Iran","Engel",1,"6/11/1998","House","Fairness",4,0.0573
"1017",1935,"North Korea","Faleomavaega",1,"4/28/2005","House Hearings","Fairness",6,0.1078
"1022",865,"Sudan","Faleomavaega",1,"7/8/2007","House","Fairness",2,0.0681
"1028",1974,"Russia","Faleomavaega",1,"7/7/2011","House Hearings","Fairness",7,0.1041
"1044",2279,"Russia","Feingold",1,"3/1/2000","Senate Hearings","Fairness",5,0.1195
"1047",2486,"Sudan","Feingold",1,"6/11/2002","Senate Hearings","Fairness",17,0.0414
"1052",110,"Iraq","Feingold",1,"7/25/2002","Senate","Fairness",1,0.0136
"1057",183,"Sudan","Feingold",1,"9/13/2002","Senate","Fairness",1,0.0097
"1064",373,"Iraq","Feingold",1,"10/9/2002","Senate","Fairness",2,0.007
"1068",2348,"North Korea","Feingold",1,"2/4/2003","Senate Hearings","Fairness",1,0.0309
"1074",114,"Sudan","Feingold",1,"5/6/2004","Senate","Fairness",3,0.0473
"1080",2360,"North Korea","Feingold",1,"7/15/2004","Senate Hearings","Fairness",1,0.025
"1088",107,"Sudan","Feingold",1,"2/2/2005","Senate","Fairness",2,0.0209
"1091",108,"Russia","Feingold",1,"2/7/2005","Senate","Fairness",11,0.1181
"1095",2480,"Sudan","Feingold",1,"9/28/2005","Senate Hearings","Fairness",1,0.0227
"1097",113,"Sudan","Feingold",1,"7/19/2006","Senate","Fairness",1,0.025
"1101",182,"Sudan","Feingold",1,"9/11/2006","Senate","Fairness",1,0.0108
"1113",923,"Sudan","Feingold",1,"7/31/2007","House","Fairness",2,0.0226
"1121",2447,"Sudan","Feingold",1,"4/23/2008","Senate Hearings","Fairness",1,0.0236
"1126",2383,"North Korea","Feingold",1,"6/11/2009","Senate Hearings","Fairness",1,0.0218
"1127",2405,"Sudan","Feingold",1,"5/12/2010","Senate Hearings","Fairness",1,0.015
"1133",2424,"Sudan","Feingold",1,"5/15/1997","Senate Hearings","Fairness",2,0.0149
"1140",210,"Iraq","Feinstein",1,"9/5/2002","Senate","Fairness",1,0.0049
"1145",581,"Iraq","Feinstein",1,"9/5/2002","Senate","Fairness",1,0.0049
"1150",212,"Iraq","Feinstein",1,"9/25/2002","Senate","Fairness",2,0.0102
"1163",236,"Syria","Feinstein",1,"9/11/2013","Senate","Fairness",1,0.0029
"1167",211,"Kosovo","Feinstein",1,"9/23/1998","Senate","Fairness",1,0.0174
"1178",858,"Sudan","Frank",1,"7/30/2007","House","Fairness",1,0.0092
"1180",1602,"Iran","Frank",1,"10/13/2009","House","Fairness",1,0.0086
"1181",1012,"Libya","Frank",1,"6/3/2011","House","Fairness",1,0.0218
"1184",1702,"Afghanistan","Frost",1,"9/14/2001","House","Fairness",1,0.0573
"1188",1426,"Iraq","Frost",1,"10/10/2002","House","Fairness",1,0.0191
"1194",1666,"Afghanistan","Gephardt",1,"9/14/2001","House","Fairness",1,0.0099
"1209",1657,"Afghanistan","GreenG",1,"9/14/2001","House","Fairness",1,0.0443
"1212",543,"Sudan","GreenA",1,"4/5/2006","House","Fairness",2,0.0725
"1216",879,"Sudan","GreenA",1,"9/20/2006","House","Fairness",1,0.0195
"1232",1496,"Iraq","Harman",1,"10/9/2002","House","Fairness",2,0.019
"1235",1199,"Russia","HastingsFL",1,"9/27/2000","House Hearings","Fairness",1,0.0214
"1237",1819,"Russia","HastingsFL",1,"9/27/2000","House Hearings","Fairness",1,0.0214
"1244",1785,"Iran","Hinchey",1,"9/28/2006","House","Fairness",1,0.0338
"1245",1580,"Afghanistan","Hinojosa",1,"9/14/2001","House","Fairness",1,0.035
"1253",1089,"Libya","Hirono",1,"6/24/2011","House","Fairness",1,0.0151
"1268",650,"Iraq","Holt",1,"3/5/2003","House","Fairness",2,0.0353
"1271",550,"Sudan","Holt",1,"4/5/2006","House","Fairness",1,0.0154
"1289",1106,"Kosovo","Hoyer",1,"3/17/1998","House","Fairness",2,0.0232
"1302",551,"Sudan","Hoyer",1,"4/5/2006","House","Fairness",1,0.0339
"1305",875,"Sudan","Hoyer",1,"7/30/2007","House","Fairness",1,0.0229
"1307",1084,"Libya","Hoyer",1,"6/24/2011","House","Fairness",2,0.0386
"1311",651,"Kosovo","Hoyer",1,"3/10/1998","House","Fairness",4,0.042
"1324",655,"Iraq","Inslee",1,"3/13/2003","House","Fairness",1,0.0023
"1329",804,"Russia","Inslee",1,"7/19/2004","House","Fairness",9,0.1048
"1335",2224,"Libya","Isakson",1,"3/31/2011","Senate Hearings","Fairness",1,0.0165
"1340",1740,"Afghanistan","JacksonIL",1,"9/14/2001","House","Fairness",4,0.0387
"1350",1350,"Sudan","Jackson-Lee",1,"2/8/2007","House Hearings","Fairness",1,0.0087
"1353",1951,"Russia","Jackson-Lee",1,"11/9/2008","House Hearings","Fairness",2,0.0176
"1358",1111,"Kosovo","Jackson-Lee",1,"3/17/1998","House","Fairness",6,0.1159
"1368",1240,"Iraq","Jackson-Lee",1,"10/9/2002","House","Fairness",1,0.0042
"1389",662,"Sudan","Jackson-Lee",1,"7/15/2004","House","Fairness",1,0.0104
"1393",836,"Sudan","Jackson-Lee",1,"7/21/2004","House","Fairness",3,0.025
"1400",1792,"Sudan","Jackson-Lee",1,"9/25/2006","House","Fairness",2,0.0197
"1405",851,"Iran","Jackson-Lee",1,"7/30/2007","House","Fairness",1,0.0106
"1412",563,"Iran","Jackson-Lee",1,"4/15/2008","House","Fairness",2,0.0103
"1415",670,"Iran","Jackson-Lee",1,"6/23/2009","House","Fairness",2,0.0901
"1417",658,"Iran","Jackson-Lee",1,"12/15/2009","House","Fairness",3,0.0395
"1424",1042,"Libya","Jackson-Lee",1,"6/3/2011","House","Fairness",6,0.0262
"1429",1047,"Libya","Jackson-Lee",1,"6/24/2011","House","Fairness",7,0.0243
"1433",672,"Syria","Jackson-Lee",1,"3/5/2012","House","Fairness",1,0.0432
"1438",1158,"Iran","Jackson-Lee",1,"7/9/2008","House Hearings","Fairness",4,0.0365
"1444",674,"Sudan","Jefferson",1,"9/20/2006","House","Fairness",1,0.0119
"1451",16,"Iraq","JohnsonSD",1,"1/30/2003","Senate","Fairness",2,0.0286
"1462",2322,"North Korea","Kaine",1,"3/7/2013","Senate Hearings","Fairness",1,0.02
"1467",1507,"Iraq","Kanjorski",1,"10/9/2002","House","Fairness",2,0.0381
"1471",1707,"Afghanistan","Kaptur",1,"9/14/2001","House","Fairness",1,0.0467
"1475",1049,"Libya","Kaptur",1,"6/24/2011","House","Fairness",1,0.0147
"1480",750,"Syria","Kaptur",1,"9/10/2013","House","Fairness",1,0.0381
"1488",237,"Iran","Kaufman",1,"6/18/2009","Senate","Fairness",1,0.0142
"1489",2084,"Iran","Kaufman",1,"6/22/2010","Senate Hearings","Fairness",2,0.0468
"1491",242,"Iraq","Kennedy",1,"10/7/2002","Senate","Fairness",1,0.0073
"1494",507,"Iraq","Kennedy",1,"10/7/2002","Senate","Fairness",3,0.0121
"1498",402,"Iraq","Kennedy",1,"10/10/2002","Senate","Fairness",6,0.0092
"1509",240,"Iraq","Kennedy",1,"3/13/2003","Senate","Fairness",7,0.0203
"1522",2175,"Iraq","Kerrey",1,"3/1/2001","Senate Hearings","Fairness",7,0.0201
"1526",250,"Iraq","Kerrey",1,"2/25/1998","Senate","Fairness",1,0.0051
"1536",513,"Iraq","Kerry",1,"10/9/2002","Senate","Fairness",2,0.0035
"1544",2129,"Iran","Kerry",1,"3/3/2009","Senate Hearings","Fairness",2,0.0121
"1548",2065,"Iran","Kerry",1,"3/5/2009","Senate Hearings","Fairness",3,0.0161
"1551",2378,"North Korea","Kerry",1,"6/11/2009","Senate Hearings","Fairness",3,0.0123
"1554",2448,"Sudan","Kerry",1,"7/30/2009","Senate Hearings","Fairness",3,0.0117
"1558",2402,"Sudan","Kerry",1,"5/12/2010","Senate Hearings","Fairness",2,0.0096
"1562",2085,"Iran","Kerry",1,"6/22/2010","Senate Hearings","Fairness",2,0.0058
"1567",2332,"North Korea","Kerry",1,"3/1/2011","Senate Hearings","Fairness",3,0.0083
"1571",2225,"Libya","Kerry",1,"3/31/2011","Senate Hearings","Fairness",1,0.0051
"1575",2263,"Libya","Kerry",1,"4/6/2011","Senate Hearings","Fairness",4,0.0164
"1579",299,"Libya","Kerry",1,"6/21/2011","Senate","Fairness",3,0.0107
"1584",2213,"Libya","Kerry",1,"6/28/2011","Senate Hearings","Fairness",3,0.0108
"1587",2247,"Syria","Kerry",1,"3/1/2012","House Hearings","Fairness",1,0.0067
"1593",2257,"Syria","Kerry",1,"4/19/2012","House Hearings","Fairness",1,0.004
"1602",1509,"Iraq","Kilpatrick",1,"10/9/2002","House","Fairness",1,0.0125
"1610",1243,"Iraq","Kind",1,"10/9/2002","House","Fairness",2,0.0251
"1622",696,"Iraq","Kucinich",1,"9/10/2002","House","Fairness",2,0.1425
"1624",697,"Iraq","Kucinich",1,"9/19/2002","House","Fairness",1,0.0134
"1627",698,"Iraq","Kucinich",1,"10/3/2002","House","Fairness",10,0.0164
"1637",700,"Iraq","Kucinich",1,"1/27/2003","House","Fairness",3,0.2054
"1662",1048,"Libya","Kucinich",1,"6/24/2011","House","Fairness",2,0.0193
"1668",1511,"Iraq","Kucinich",1,"10/9/2002","House","Fairness",2,0.0383
"1673",1105,"Kosovo","Lampson",1,"3/17/1998","House","Fairness",1,0.0323
"1677",487,"Iraq","Landrieu",1,"10/10/2002","Senate","Fairness",4,0.0128
"1686",1088,"Libya","Langevin",1,"6/24/2011","House","Fairness",2,0.0647
"1702",799,"Russia","Lantos",1,"7/19/2004","House","Fairness",18,0.0905
"1708",1099,"Syria","Lantos",1,"3/16/2005","House","Fairness",4,0.1307
"1710",1898,"Sudan","Lantos",1,"6/22/2005","House Hearings","Fairness",4,0.031
"1716",1883,"Sudan","Lantos",1,"3/8/2006","House Hearings","Fairness",1,0.0711
"1729",1865,"North Korea","Lantos",1,"6/29/2006","House Hearings","Fairness",2,0.0256
"1732",1794,"Sudan","Lantos",1,"9/25/2006","House","Fairness",2,0.0301
"1739",1869,"North Korea","Lantos",1,"11/15/2006","House Hearings","Fairness",1,0.0129
"1759",544,"Sudan","Larson",1,"4/5/2006","House","Fairness",2,0.0401
"1769",377,"Iraq","Leahy",1,"10/9/2002","Senate","Fairness",1,0.0027
"1781",346,"Syria","Leahy",1,"11/11/2003","Senate","Fairness",2,0.0197
"1800",832,"Sudan","LeeCA",1,"7/21/2004","House","Fairness",2,0.052
"1811",738,"Sudan","LeeCA",1,"9/20/2006","House","Fairness",1,0.0086
"1826",199,"Iran","LevinC",1,"2/22/2000","Senate","Fairness",2,0.0577
"1829",520,"Iraq","LevinC",1,"10/9/2002","Senate","Fairness",1,0.0057
"1833",413,"Iraq","LevinC",1,"10/10/2002","Senate","Fairness",2,0.0071
"1837",273,"Iraq","LevinC",1,"1/9/2003","Senate","Fairness",1,0.0081
"1841",275,"Iraq","LevinC",1,"3/17/2003","Senate","Fairness",1,0.0064
"1845",272,"Iran","LevinC",1,"12/15/2009","Senate","Fairness",4,0.0552
"1850",276,"Syria","LevinC",1,"9/17/2013","Senate","Fairness",1,0.0068
"1864",739,"Kosovo","LevinS",1,"7/8/1998","House","Fairness",1,0.0124
"1867",740,"Iraq","LewisGA",1,"3/6/2003","House","Fairness",2,0.0395
"1869",742,"Iraq","LewisGA",1,"3/19/2003","House","Fairness",2,0.0368
"1875",280,"Iraq","Lieberman",1,"9/13/2002","Senate","Fairness",1,0.0078
"1883",504,"Iraq","Lieberman",1,"10/7/2002","Senate","Fairness",1,0.0027
"1890",376,"Iraq","Lieberman",1,"10/9/2002","Senate","Fairness",1,0.0037
"1894",403,"Iraq","Lieberman",1,"10/10/2002","Senate","Fairness",1,0.0016
"1898",278,"Russia","Lieberman",1,"2/28/2005","Senate","Fairness",2,0.029
"1901",498,"Iran","Lieberman",1,"9/24/2007","Senate","Fairness",1,0.0055
"1905",305,"Libya","Lieberman",1,"3/14/2011","Senate","Fairness",7,0.0317
"1908",277,"Syria","Lieberman",1,"4/14/2011","Senate","Fairness",3,0.0216
"1912",279,"Syria","Lieberman",1,"5/5/2011","Senate","Fairness",10,0.0649
"1916",190,"Iraq","Lieberman",1,"2/12/1998","Senate","Fairness",1,0.0042
"1928",1518,"Iraq","Lofgren",1,"10/9/2002","House","Fairness",1,0.0258
"1931",1712,"Afghanistan","Lowey",1,"9/14/2001","House","Fairness",1,0.0271
"1935",743,"Sudan","Lowey",1,"7/26/2007","House","Fairness",1,0.0586
"1940",2002,"Afghanistan","Lugar",1,"6/26/2002","Senate Hearings","Fairness",4,0.019
"1944",2199,"Iraq","Lugar",1,"7/31/2002","Senate Hearings","Fairness",3,0.0061
"1948",2352,"North Korea","Lugar",1,"2/4/2003","Senate Hearings","Fairness",5,0.0123
"1952",2397,"North Korea","Lugar",1,"3/6/2003","Senate Hearings","Fairness",1,0.0043
"1955",2042,"Iran","Lugar",1,"10/28/2003","Senate Hearings","Fairness",4,0.0149
"1963",2337,"North Korea","Lugar",1,"7/15/2004","Senate Hearings","Fairness",3,0.0119
"1967",2461,"Sudan","Lugar",1,"9/9/2004","Senate Hearings","Fairness",3,0.0145
"1979",2366,"North Korea","Lugar",1,"7/20/2006","Senate Hearings","Fairness",1,0.0028
"1985",2300,"Russia","Lugar",1,"6/21/2007","Senate Hearings","Fairness",3,0.0161
"1994",2310,"Russia","Lugar",1,"9/17/2008","Senate Hearings","Fairness",3,0.0125
"1999",2066,"Iran","Lugar",1,"3/5/2009","Senate Hearings","Fairness",1,0.009
"2008",2087,"Iran","Lugar",1,"6/22/2010","Senate Hearings","Fairness",1,0.009
"2011",2333,"North Korea","Lugar",1,"3/1/2011","Senate Hearings","Fairness",1,0.0038
"2015",2226,"Libya","Lugar",1,"3/31/2011","Senate Hearings","Fairness",2,0.0082
