"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"533",800,"Russia","Chandler",1,"7/19/2004","House","Authority",4,0.0964
"538",1472,"Iraq","Christensen",1,"10/9/2002","House","Authority",1,0.011
"541",1326,"Iraq","Christensen",1,"10/10/2002","House","Authority",1,0.0314
"545",1149,"Libya","Cicilline",1,"3/31/2011","House Hearings","Authority",1,0.02
"554",357,"Iraq","Cleland",1,"10/7/2002","Senate","Authority",9,0.0607
"557",51,"Iraq","Cleland",1,"3/17/1998","Senate","Authority",10,0.0334
"563",66,"Sudan","Clinton",1,"5/25/2006","Senate","Authority",8,0.0322
"568",65,"Sudan","Clinton",1,"12/7/2006","Senate","Authority",2,0.034
"570",464,"Iraq","Clinton",1,"10/10/2002","Senate","Authority",7,0.0354
"577",1970,"Russia","Cohen",1,"7/7/2011","House Hearings","Authority",11,0.0434
"582",909,"Iran","Cohen",1,"10/14/2011","House Hearings","Authority",3,0.0148
"585",478,"Iraq","Conrad",1,"10/10/2002","Senate","Authority",7,0.0327
"588",2391,"Iraq","Conyers",1,"3/23/2000","House Hearings","Authority",4,0.0215
"593",1758,"Afghanistan","Conyers",1,"9/14/2001","House","Authority",5,0.0366
"601",2439,"Sudan","Corker",1,"4/23/2008","Senate Hearings","Authority",1,0.0093
"606",2453,"Sudan","Corker",1,"7/30/2009","Senate Hearings","Authority",1,0.0122
"613",2211,"Libya","Corker",1,"6/28/2011","Senate Hearings","Authority",5,0.0384
"618",2244,"Syria","Corker",1,"3/1/2012","House Hearings","Authority",1,0.0175
"622",2316,"North Korea","Corker",1,"3/7/2013","Senate Hearings","Authority",1,0.0076
"624",497,"Syria","Corker",1,"9/9/2013","Senate","Authority",2,0.0136
"628",529,"Iraq","Corzine",1,"10/9/2002","Senate","Authority",7,0.0379
"632",430,"Iraq","Corzine",1,"10/10/2002","Senate","Authority",2,0.0531
"635",2346,"North Korea","Corzine",1,"2/4/2003","Senate Hearings","Authority",3,0.0758
"636",348,"Syria","Corzine",1,"11/11/2003","Senate","Authority",2,0.028
"638",72,"Sudan","Corzine",1,"5/6/2004","Senate","Authority",1,0.0155
"642",70,"Sudan","Corzine",1,"7/22/2004","Senate","Authority",4,0.0355
"663",716,"Iran","Crowley",1,"4/26/2006","House","Authority",2,0.0337
"666",1151,"Iran","Crowley",1,"7/9/2008","House Hearings","Authority",1,0.0177
"668",1685,"Afghanistan","Cummings",1,"9/14/2001","House","Authority",1,0.0665
"671",1475,"Iraq","Cummings",1,"10/9/2002","House","Authority",1,0.0121
"675",823,"Sudan","Cummings",1,"5/13/2004","House","Authority",1,0.0089
"679",580,"Sudan","Cummings",1,"10/29/2007","House","Authority",3,0.0589
"687",410,"Iraq","Daschle",1,"10/10/2002","Senate","Authority",3,0.0124
"691",340,"Syria","Daschle",1,"11/11/2003","Senate","Authority",1,0.0107
"695",187,"Iraq","Daschle",1,"2/12/1998","Senate","Authority",8,0.0668
"698",77,"Kosovo","Daschle",1,"10/12/1998","Senate","Authority",2,0.0248
"707",582,"Iraq","DavisIL",1,"2/5/2003","House","Authority",1,0.0947
"712",411,"Iraq","Dayton",1,"10/10/2002","Senate","Authority",1,0.007
"715",78,"Iraq","Dayton",1,"2/13/2003","Senate","Authority",5,0.0364
"721",587,"Iraq","DeFazio",1,"9/5/2002","House","Authority",1,0.0132
"726",585,"Iraq","DeFazio",1,"9/18/2002","House","Authority",1,0.0145
"729",589,"Iraq","DeFazio",1,"9/25/2002","House","Authority",1,0.0133
"732",1365,"Iraq","Delahunt",1,"3/23/2000","House Hearings","Authority",5,0.1034
"735",1196,"Russia","Delahunt",1,"9/27/2000","House Hearings","Authority",2,0.0693
"736",1816,"Russia","Delahunt",1,"9/27/2000","House Hearings","Authority",2,0.0698
"737",1477,"Iraq","Delahunt",1,"10/9/2002","House","Authority",7,0.0291
"745",1880,"North Korea","Delahunt",1,"11/15/2006","House Hearings","Authority",2,0.0404
"747",1946,"Russia","Delahunt",1,"11/9/2008","House Hearings","Authority",6,0.0284
"751",1850,"Russia","Delahunt",1,"5/12/1999","House Hearings","Authority",1,0.044
"756",1478,"Iraq","DeLauro",1,"10/9/2002","House","Authority",3,0.0445
"763",911,"Iran","Deutch",1,"10/14/2011","House Hearings","Authority",6,0.1585
"767",962,"Syria","Deutch",1,"3/20/2013","House Hearings","Authority",1,0.0085
"770",1480,"Iraq","Dicks",1,"10/9/2002","House","Authority",2,0.0264
"773",1017,"Libya","Dicks",1,"6/3/2011","House","Authority",1,0.0136
"776",1481,"Iraq","Dingell",1,"10/9/2002","House","Authority",2,0.0155
"780",515,"Iraq","Dodd",1,"10/9/2002","Senate","Authority",4,0.0131
"784",2347,"North Korea","Dodd",1,"2/4/2003","Senate Hearings","Authority",3,0.0194
"785",85,"Iraq","Dodd",1,"3/7/2003","Senate","Authority",3,0.0107
"790",2467,"Sudan","Dodd",1,"9/9/2004","Senate Hearings","Authority",1,0.0165
"791",2479,"Sudan","Dodd",1,"9/28/2005","Senate Hearings","Authority",7,0.0815
"793",2371,"North Korea","Dodd",1,"7/20/2006","Senate Hearings","Authority",1,0.0105
"795",86,"Sudan","Dodd",1,"9/14/2006","Senate","Authority",5,0.0286
"799",82,"Sudan","Dodd",1,"4/24/2007","Senate","Authority",2,0.0166
"803",84,"Sudan","Dodd",1,"7/31/2007","Senate","Authority",2,0.0232
"806",83,"Sudan","Dodd",1,"8/2/2007","Senate","Authority",2,0.0301
"812",2307,"Russia","Dodd",1,"9/17/2008","Senate Hearings","Authority",6,0.019
"816",2158,"Kosovo","Dodd",1,"6/24/1998","Senate Hearings","Authority",2,0.0375
"818",1482,"Iraq","Doggett",1,"10/9/2002","House","Authority",2,0.0284
"821",1424,"Iraq","Doggett",1,"10/10/2002","House","Authority",2,0.0876
"824",592,"Iraq","Doggett",1,"3/6/2003","House","Authority",1,0.0167
"827",802,"Russia","Doggett",1,"7/19/2004","House","Authority",11,0.1494
"829",1483,"Iraq","Dooley",1,"10/9/2002","House","Authority",1,0.0993
"833",480,"Iraq","Dorgan",1,"10/10/2002","Senate","Authority",6,0.0484
"837",207,"Iraq","Dorgan",1,"3/12/1998","Senate","Authority",5,0.0291
"845",1484,"Iraq","Doyle",1,"10/9/2002","House","Authority",1,0.008
"848",595,"Sudan","Doyle",1,"9/19/2006","House","Authority",1,0.0216
"854",607,"Iraq","Durbin",1,"9/10/2002","House","Authority",3,0.0111
"858",433,"Iraq","Durbin",1,"10/10/2002","Senate","Authority",23,0.0404
"862",99,"Iraq","Durbin",1,"3/13/2003","Senate","Authority",6,0.0239
"865",343,"Syria","Durbin",1,"11/11/2003","Senate","Authority",2,0.0237
"869",100,"Sudan","Durbin",1,"5/2/2006","Senate","Authority",2,0.013
"874",95,"Sudan","Durbin",1,"12/6/2006","Senate","Authority",2,0.0112
"877",416,"Iran","Durbin",1,"2/16/2007","Senate","Authority",3,0.0155
"881",96,"Sudan","Durbin",1,"2/16/2007","Senate","Authority",9,0.0578
"886",98,"Sudan","Durbin",1,"3/1/2007","Senate","Authority",1,0.0061
"891",101,"Sudan","Durbin",1,"5/10/2007","Senate","Authority",5,0.0214
"896",92,"Sudan","Durbin",1,"5/24/2007","Senate","Authority",3,0.0283
"904",921,"Sudan","Durbin",1,"7/31/2007","House","Authority",2,0.0154
"913",104,"Iran","Durbin",1,"10/30/2007","Senate","Authority",1,0.0063
"916",2223,"Libya","Durbin",1,"3/31/2011","Senate Hearings","Authority",2,0.0603
"920",2236,"Syria","Durbin",1,"11/9/2011","House Hearings","Authority",3,0.0568
"927",495,"Syria","Durbin",1,"9/9/2013","Senate","Authority",4,0.0152
"931",1680,"Afghanistan","EdwardsTX",1,"9/14/2001","House","Authority",1,0.069
"933",105,"Iraq","EdwardsNC",1,"9/12/2002","Senate","Authority",1,0.0092
"937",1485,"Iraq","EdwardsTX",1,"10/9/2002","House","Authority",3,0.0481
"941",481,"Iraq","EdwardsNC",1,"10/10/2002","Senate","Authority",5,0.0388
"947",608,"Syria","Ellison",1,"6/2/2011","House","Authority",3,0.0568
"958",1266,"Syria","Engel",1,"11/20/2003","House","Authority",2,0.0178
"962",549,"Sudan","Engel",1,"4/5/2006","House","Authority",1,0.0416
"963",722,"Iran","Engel",1,"4/26/2006","House","Authority",1,0.021
"966",1832,"Sudan","Engel",1,"5/18/2006","House Hearings","Authority",1,0.0281
"968",612,"Syria","Engel",1,"6/19/2006","House","Authority",2,0.1254
"970",1786,"Iran","Engel",1,"9/28/2006","House","Authority",1,0.0417
"975",1773,"Iran","Engel",1,"9/26/2008","House","Authority",1,0.0523
"978",795,"North Korea","Engel",1,"2/15/2013","House","Authority",1,0.0259
"980",616,"Syria","Engel",1,"9/11/2013","House","Authority",1,0.0564
"987",610,"Kosovo","Engel",1,"6/5/1998","House","Authority",1,0.0107
"991",611,"Iran","Engel",1,"6/11/1998","House","Authority",6,0.1052
"998",614,"Kosovo","Engel",1,"3/24/1999","House","Authority",1,0.0403
"1002",1486,"Iraq","Eshoo",1,"10/9/2002","House","Authority",3,0.0526
"1006",333,"Iran","Faircloth",1,"5/22/1998","Senate","Authority",2,0.0326
"1013",1804,"North Korea","Faleomavaega",1,"2/17/2005","House Hearings","Authority",1,0.0052
"1019",1863,"North Korea","Faleomavaega",1,"6/29/2006","House Hearings","Authority",5,0.0208
"1024",1947,"Russia","Faleomavaega",1,"11/9/2008","House Hearings","Authority",2,0.0213
"1027",1974,"Russia","Faleomavaega",1,"7/7/2011","House Hearings","Authority",2,0.0285
"1032",1851,"Russia","Faleomavaega",1,"5/12/1999","House Hearings","Authority",3,0.0189
"1038",1345,"Iraq","Fattah",1,"10/10/2002","House","Authority",2,0.0856
"1040",111,"Kosovo","Feingold",1,"6/9/1998","Senate","Authority",1,0.0166
"1046",2486,"Sudan","Feingold",1,"6/11/2002","Senate Hearings","Authority",3,0.006
"1051",110,"Iraq","Feingold",1,"7/25/2002","Senate","Authority",2,0.0277
"1054",2191,"Iraq","Feingold",1,"7/31/2002","Senate Hearings","Authority",2,0.0107
"1060",184,"Iraq","Feingold",1,"9/26/2002","Senate","Authority",1,0.0076
"1063",373,"Iraq","Feingold",1,"10/9/2002","Senate","Authority",2,0.0062
"1067",429,"Iraq","Feingold",1,"10/10/2002","Senate","Authority",2,0.1184
"1070",116,"Sudan","Feingold",1,"3/30/2004","Senate","Authority",2,0.0265
"1077",2136,"Sudan","Feingold",1,"6/15/2004","Senate Hearings","Authority",1,0.0079
"1081",109,"Sudan","Feingold",1,"7/22/2004","Senate","Authority",1,0.0095
"1084",2471,"Sudan","Feingold",1,"9/9/2004","Senate Hearings","Authority",1,0.0093
"1087",107,"Sudan","Feingold",1,"2/2/2005","Senate","Authority",4,0.0394
"1090",108,"Russia","Feingold",1,"2/7/2005","Senate","Authority",5,0.0476
"1094",2480,"Sudan","Feingold",1,"9/28/2005","Senate Hearings","Authority",1,0.018
"1096",113,"Sudan","Feingold",1,"7/19/2006","Senate","Authority",2,0.0377
"1099",2373,"North Korea","Feingold",1,"7/20/2006","Senate Hearings","Authority",2,0.0269
"1100",182,"Sudan","Feingold",1,"9/11/2006","Senate","Authority",5,0.0599
"1105",106,"North Korea","Feingold",1,"12/8/2006","Senate","Authority",1,0.0247
"1106",2055,"Iran","Feingold",1,"3/29/2007","Senate Hearings","Authority",1,0.0216
"1107",180,"Sudan","Feingold",1,"5/17/2007","Senate","Authority",2,0.0257
"1112",923,"Sudan","Feingold",1,"7/31/2007","House","Authority",3,0.0257
"1117",181,"Iran","Feingold",1,"11/8/2007","Senate","Authority",3,0.0321
"1120",2447,"Sudan","Feingold",1,"4/23/2008","Senate Hearings","Authority",1,0.0216
"1123",2308,"Russia","Feingold",1,"9/17/2008","Senate Hearings","Authority",1,0.0186
"1125",2383,"North Korea","Feingold",1,"6/11/2009","Senate Hearings","Authority",1,0.0183
"1130",2082,"Iran","Feingold",1,"6/22/2010","Senate Hearings","Authority",2,0.0361
"1132",2424,"Sudan","Feingold",1,"5/15/1997","Senate Hearings","Authority",4,0.021
"1137",196,"Iran","Feinstein",1,"2/22/2000","Senate","Authority",1,0.0115
"1139",210,"Iraq","Feinstein",1,"9/5/2002","Senate","Authority",3,0.0176
"1144",581,"Iraq","Feinstein",1,"9/5/2002","Senate","Authority",3,0.0175
"1149",212,"Iraq","Feinstein",1,"9/25/2002","Senate","Authority",3,0.0147
"1153",486,"Iraq","Feinstein",1,"10/10/2002","Senate","Authority",2,0.0242
"1157",185,"North Korea","Feinstein",1,"4/10/2003","Senate","Authority",1,0.0056
"1162",236,"Syria","Feinstein",1,"9/11/2013","Senate","Authority",8,0.0276
"1166",211,"Kosovo","Feinstein",1,"9/23/1998","Senate","Authority",1,0.0155
"1173",624,"Iraq","Frank",1,"12/20/2001","House","Authority",3,0.0351
"1176",850,"Iran","Frank",1,"7/30/2007","House","Authority",1,0.0191
"1177",858,"Sudan","Frank",1,"7/30/2007","House","Authority",3,0.0284
"1179",1602,"Iran","Frank",1,"10/13/2009","House","Authority",2,0.0197
"1187",1426,"Iraq","Frost",1,"10/10/2002","House","Authority",5,0.1037
"1190",1079,"Libya","Garamendi",1,"6/24/2011","House","Authority",2,0.0919
"1192",817,"Libya","Garamendi",1,"6/24/2011","House","Authority",2,0.1395
"1197",1434,"Iraq","Gephardt",1,"10/10/2002","House","Authority",4,0.0167
"1204",1411,"Iraq","GrahamSC",1,"10/10/2002","House","Authority",1,0.0156
"1208",1657,"Afghanistan","GreenG",1,"9/14/2001","House","Authority",1,0.0451
"1215",727,"Iran","GreenG",1,"4/26/2006","House","Authority",1,0.0219
"1222",637,"Iraq","Hamilton",1,"8/3/1998","House","Authority",4,0.0416
"1224",792,"Iran","Hamilton",1,"8/3/1998","House","Authority",2,0.0147
"1226",640,"Iraq","Hamilton",1,"10/5/1998","House","Authority",3,0.0256
"1229",484,"Iraq","Harkin",1,"10/10/2002","Senate","Authority",3,0.0317
"1231",1496,"Iraq","Harman",1,"10/9/2002","House","Authority",2,0.0161
"1234",1199,"Russia","HastingsFL",1,"9/27/2000","House Hearings","Authority",3,0.0578
"1236",1819,"Russia","HastingsFL",1,"9/27/2000","House Hearings","Authority",3,0.0578
"1241",1920,"Russia","HastingsFL",1,"10/6/1999","House Hearings","Authority",1,0.0168
"1242",988,"North Korea","HastingsFL",1,"10/13/1999","House Hearings","Authority",3,0.0771
"1252",1089,"Libya","Hirono",1,"6/24/2011","House","Authority",1,0.014
"1256",1563,"Afghanistan","Hoeffel",1,"9/14/2001","House","Authority",1,0.0697
"1259",648,"Iraq","Hoeffel",1,"3/4/2003","House","Authority",1,0.0264
"1261",839,"Sudan","Hoeffel",1,"7/21/2007","House","Authority",2,0.0912
"1265",1412,"Iraq","Holt",1,"10/10/2002","House","Authority",6,0.0333
"1267",650,"Iraq","Holt",1,"3/5/2003","House","Authority",5,0.0666
"1275",728,"Iran","Holt",1,"4/26/2006","House","Authority",1,0.0267
"1277",1501,"Iraq","Honda",1,"10/9/2002","House","Authority",1,0.015
"1280",1302,"Iraq","Honda",1,"10/10/2002","House","Authority",1,0.0681
"1283",1691,"Afghanistan","Hooley",1,"9/14/2001","House","Authority",2,0.0268
"1286",1502,"Iraq","Hooley",1,"10/9/2002","House","Authority",2,0.034
"1288",1106,"Kosovo","Hoyer",1,"3/17/1998","House","Authority",1,0.0112
"1293",1589,"Afghanistan","Hoyer",1,"9/14/2001","House","Authority",2,0.0593
"1297",1504,"Iraq","Hoyer",1,"10/9/2002","House","Authority",3,0.0445
"1306",1084,"Libya","Hoyer",1,"6/24/2011","House","Authority",1,0.0207
"1310",651,"Kosovo","Hoyer",1,"3/10/1998","House","Authority",3,0.0314
"1315",1505,"Iraq","Inslee",1,"10/9/2002","House","Authority",5,0.0829
"1318",1346,"Iraq","Inslee",1,"10/10/2002","House","Authority",1,0.034
"1320",657,"Iraq","Inslee",1,"3/5/2003","House","Authority",2,0.0221
"1323",655,"Iraq","Inslee",1,"3/13/2003","House","Authority",19,0.0363
"1328",804,"Russia","Inslee",1,"7/19/2004","House","Authority",6,0.0575
"1334",2224,"Libya","Isakson",1,"3/31/2011","Senate Hearings","Authority",1,0.0137
"1339",1740,"Afghanistan","JacksonIL",1,"9/14/2001","House","Authority",3,0.0283
"1344",1316,"Iraq","JacksonIL",1,"10/10/2002","House","Authority",1,0.045
"1345",838,"Sudan","JacksonIL",1,"7/21/2004","House","Authority",1,0.0178
"1357",1111,"Kosovo","Jackson-Lee",1,"3/17/1998","House","Authority",2,0.0383
"1360",1698,"Afghanistan","Jackson-Lee",1,"9/14/2001","House","Authority",2,0.0254
"1364",665,"Iraq","Jackson-Lee",1,"6/17/2002","House","Authority",5,0.0399
"1367",1240,"Iraq","Jackson-Lee",1,"10/9/2002","House","Authority",8,0.0338
