"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"3529",604,"Kosovo","Duncan",0,"10/5/1998","House","Purity",1,0.0159
"3537",2423,"Sudan","Emerson",0,"5/15/1997","Senate Hearings","Purity",4,0.0071
"3544",1235,"Iraq","English",0,"10/9/2002","House","Purity",1,0.0263
"3549",473,"Iraq","Ensign",0,"10/10/2002","Senate","Purity",5,0.0209
"3556",1746,"Afghanistan","Everett",0,"9/14/2001","House","Purity",1,0.0643
"3561",490,"Iraq","Fitzgerald",0,"10/10/2002","Senate","Purity",1,0.007
"3571",1489,"Iraq","Fletcher",0,"10/9/2002","House","Purity",1,0.0346
"3580",1756,"Afghanistan","Forbes",0,"9/14/2001","House","Purity",1,0.0214
"3594",620,"Syria","Fortenberry",0,"9/10/2013","House","Purity",6,0.0384
"3607",629,"Iran","Franks",0,"9/29/2008","House","Purity",4,0.0266
"3615",627,"Iran","Franks",0,"3/25/2010","House","Purity",3,0.0088
"3619",625,"Iran","Franks",0,"8/2/2012","House","Purity",2,0.0073
"3634",518,"Iraq","Frist",0,"10/9/2002","Senate","Purity",1,0.0049
"3644",220,"Sudan","Frist",0,"10/1/2004","Senate","Purity",2,0.019
"3649",213,"Sudan","Frist",0,"12/8/2004","Senate","Purity",1,0.0046
"3653",221,"Sudan","Frist",0,"10/24/2005","Senate","Purity",3,0.0499
"3660",1753,"Afghanistan","Gallegly",0,"9/14/2001","House","Purity",1,0.0395
"3666",859,"Sudan","Garrett",0,"7/30/2007","House","Purity",1,0.0123
"3695",633,"Iraq","Gibbons",0,"1/28/2003","House","Purity",1,0.0575
"3698",1420,"Iraq","Gillmor",0,"10/10/2002","House","Purity",1,0.0321
"3728",1853,"Russia","Gilman",0,"5/12/1999","House Hearings","Purity",2,0.0099
"3759",379,"Iraq","GrahamFL",0,"10/9/2002","Senate","Purity",1,0.0026
"3763",474,"Iraq","GrahamFL",0,"10/10/2002","Senate","Purity",1,0.0056
"3786",1495,"Iraq","Greenwood",0,"10/9/2002","House","Purity",2,0.0255
"3790",501,"Iraq","Gregg",0,"10/7/2002","Senate","Purity",1,0.0053
"3835",1559,"Afghanistan","Hastert",0,"9/14/2001","House","Purity",2,0.0407
"3850",2280,"Russia","Helms",0,"3/1/2000","Senate Hearings","Purity",1,0.0069
"3861",209,"Iraq","Helms",0,"3/12/1998","Senate","Purity",1,0.0242
"3867",2145,"Iraq","Helms",0,"9/28/1999","Senate Hearings","Purity",1,0.0061
"3871",1497,"Iraq","Herger",0,"10/9/2002","House","Purity",1,0.0186
"3883",2367,"North Korea","Hill",0,"7/20/2006","Senate Hearings","Purity",1,0.0008
"3892",1499,"Iraq","Hoekstra",0,"10/9/2002","House","Purity",1,0.023
"3912",524,"Iraq","HutchinsonT",0,"10/9/2002","Senate","Purity",1,0.0038
"3916",230,"Iraq","HutchinsonT",0,"2/25/1998","Senate","Purity",1,0.0074
"3919",231,"Kosovo","HutchinsonT",0,"3/19/1999","Senate","Purity",1,0.015
"3923",374,"Iraq","Hutchison",0,"10/9/2002","Senate","Purity",3,0.0268
"3930",189,"Iraq","Hutchison",0,"2/12/1998","Senate","Purity",2,0.0271
"3935",245,"Kosovo","Hutchison",0,"3/22/1999","Senate","Purity",1,0.003
"3939",1560,"Afghanistan","Hyde",0,"9/14/2001","House","Purity",1,0.0173
"3958",286,"Kosovo","Inhofe",0,"3/23/1999","Senate","Purity",1,0.0077
"3967",1003,"Libya","JohnsonIL",0,"6/3/2011","House","Purity",1,0.0267
"3974",684,"Kosovo","Kelly",0,"3/24/1998","House","Purity",1,0.0173
"3979",683,"Kosovo","Kelly",0,"5/22/1998","House","Purity",2,0.0726
"3983",680,"Kosovo","Kelly",0,"6/5/1998","House","Purity",1,0.0263
"3988",681,"Kosovo","Kelly",0,"6/25/1998","House","Purity",1,0.0177
"4049",359,"Iraq","Kyl",0,"10/7/2002","Senate","Purity",1,0.0025
"4069",260,"Iran","Kyl",0,"10/19/2009","Senate","Purity",1,0.0415
"4083",256,"Iraq","Kyl",0,"8/31/1998","Senate","Purity",1,0.0038
"4093",1725,"Afghanistan","Leach",0,"9/14/2001","House","Purity",1,0.0096
"4098",1517,"Iraq","Leach",0,"10/9/2002","House","Purity",3,0.0029
"4137",1714,"Afghanistan","Linder",0,"9/14/2001","House","Purity",1,0.0507
"4140",1299,"Iraq","Linder",0,"10/10/2002","House","Purity",1,0.0439
"4150",283,"Iraq","Lott",0,"2/25/1998","Senate","Purity",1,0.0115
"4178",367,"Iraq","McCain",0,"10/8/2002","Senate","Purity",1,0.0039
"4208",300,"Syria","McCain",0,"5/9/2013","Senate","Purity",1,0.0052
"4216",295,"Iraq","McCain",0,"2/9/1998","Senate","Purity",3,0.0192
"4224",310,"Kosovo","McCain",0,"9/23/1998","Senate","Purity",1,0.0053
"4245",312,"Syria","McConnell",0,"9/10/2013","Senate","Purity",2,0.0059
"4250",313,"Kosovo","McConnell",0,"9/24/1998","Senate","Purity",1,0.0081
"4251",763,"Iran","McHenry",0,"11/8/2005","House","Purity",2,0.144
"4264",767,"Iraq","McInnis",0,"3/18/2003","House","Purity",1,0.001
"4279",1527,"Iraq","MillerD",0,"10/9/2002","House","Purity",2,0.0157
"4288",777,"Iran","MoranKS",0,"3/16/2009","House","Purity",2,0.034
"4289",599,"Iran","MoranKS",0,"9/16/2009","House","Purity",1,0.0543
"4293",1605,"Iran","MoranKS",0,"10/13/2009","House","Purity",1,0.0229
"4295",779,"Iran","MoranKS",0,"12/15/2009","House","Purity",1,0.0466
"4299",780,"Iran","MoranKS",0,"3/16/2010","House","Purity",3,0.0424
"4315",321,"Iraq","MurkowskiF",0,"3/12/2002","Senate","Purity",1,0.0037
"4335",384,"North Korea","MurkowskiF",0,"9/25/1998","Senate","Purity",1,0.0091
"4360",1761,"Afghanistan","Ose",0,"9/14/2001","House","Purity",1,0.07
"4367",1446,"Iraq","Otter",0,"10/10/2002","House","Purity",1,0.018
"4380",807,"Iraq","Paul",0,"9/25/2001","House","Purity",9,0.0297
"4383",808,"Iraq","Paul",0,"3/20/2002","House","Purity",1,0.0132
"4388",1903,"Sudan","Paul",0,"6/22/2005","House Hearings","Purity",1,0.0678
"4393",806,"Iran","Paul",0,"4/5/2006","House","Purity",1,0.002
"4398",711,"Iran","Paul",0,"4/26/2006","House","Purity",1,0.007
"4404",857,"Iran","Paul",0,"7/30/2007","House","Purity",1,0.022
"4418",1010,"Libya","Paul",0,"6/3/2011","House","Purity",1,0.057
"4427",786,"Iraq","Paul",0,"2/4/1998","House","Purity",1,0.0667
"4437",788,"Iraq","Paul",0,"2/2/1999","House","Purity",1,0.0231
"4446",1115,"Sudan","Pence",0,"5/2/2002","House","Purity",2,0.0186
"4455",884,"Iraq","Pence",0,"3/6/2003","House","Purity",3,0.0044
"4485",1598,"Afghanistan","Pitts",0,"9/14/2001","House","Purity",2,0.0997
"4489",893,"Afghanistan","Pitts",0,"10/3/2001","House","Purity",2,0.1058
"4493",894,"Afghanistan","Pitts",0,"10/4/2001","House","Purity",1,0.0541
"4514",1445,"Iraq","Platts",0,"10/10/2002","House","Purity",2,0.0171
"4520",1211,"Russia","Poe",0,"5/5/2008","House","Purity",1,0.017
"4546",931,"Iran","Poe",0,"10/13/2011","House","Purity",1,0.0131
"4559",1251,"Iraq","Portman",0,"10/9/2002","House","Purity",1,0.0192
"4575",528,"Iraq","Reed",0,"10/9/2002","Senate","Purity",1,0.0019
"4583",916,"Iran","Rivera",0,"10/14/2011","House Hearings","Purity",3,0.0762
"4594",398,"Iraq","Roberts",0,"2/10/1998","Senate","Purity",2,0.0061
"4601",401,"Kosovo","Roberts",0,"9/30/1998","Senate","Purity",1,0.0056
"4609",1000,"Libya","RogersMI",0,"6/3/2011","House","Purity",1,0.0135
"4611",1370,"Iraq","Rohrabacher",0,"3/23/2000","House Hearings","Purity",1,0.015
"4622",939,"Iraq","Rohrabacher",0,"9/17/2001","House","Purity",4,0.0071
"4648",955,"Iran","Rohrabacher",0,"7/27/2011","House Hearings","Purity",1,0.0069
"4674",14,"Iran","Ros-Lehtinen",0,"10/14/2011","House Hearings","Purity",2,0.0091
"4682",1264,"Syria","Ros-Lehtinen",0,"11/20/2003","House","Purity",1,0.0109
"4691",1356,"Sudan","Ros-Lehtinen",0,"2/8/2007","House Hearings","Purity",2,0.0215
"4696",861,"Sudan","Ros-Lehtinen",0,"7/30/2007","House","Purity",1,0.0146
"4703",1769,"Iran","Ros-Lehtinen",0,"9/26/2008","House","Purity",1,0.0052
"4707",940,"North Korea","Ros-Lehtinen",0,"4/29/2009","House","Purity",1,0.0135
"4711",941,"Iran","Ros-Lehtinen",0,"10/26/2009","House","Purity",2,0.033
"4734",1583,"Afghanistan","Roukema",0,"9/14/2001","House","Purity",1,0.0302
"4740",848,"Sudan","Royce",0,"7/21/2004","House","Purity",2,0.0449
"4778",2336,"North Korea","Rubio",0,"3/1/2011","Senate Hearings","Purity",1,0.0081
"4790",1540,"Iraq","RyanWI",0,"10/9/2002","House","Purity",1,0.0062
"4798",421,"Afghanistan","Santorum",0,"6/19/2001","Senate","Purity",2,0.0487
"4805",2023,"Iran","Santorum",0,"3/2/2006","Senate Hearings","Purity",1,0.0091
"4808",418,"Iran","Santorum",0,"3/2/2006","Senate","Purity",1,0.009
"4825",471,"Iraq","Sessions",0,"10/10/2002","Senate","Purity",2,0.0068
"4832",1252,"Iraq","Shadegg",0,"10/9/2002","House","Purity",2,0.0091
"4838",1784,"Iran","Shaw",0,"9/28/2006","House","Purity",1,0.0876
"4842",1697,"Afghanistan","Shays",0,"9/14/2001","House","Purity",1,0.0275
"4873",476,"Iraq","SmithNH",0,"10/10/2002","Senate","Purity",4,0.0254
"4876",1108,"Kosovo","SmithNJ",0,"3/17/1998","House","Purity",1,0.0208
"4881",1646,"Afghanistan","SmithNJ",0,"9/14/2001","House","Purity",2,0.0649
"4885",801,"Russia","SmithNJ",0,"7/19/2004","House","Purity",1,0.012
"4890",1941,"North Korea","SmithNJ",0,"4/28/2005","House Hearings","Purity",1,0.0042
"4896",1217,"Sudan","SmithNJ",0,"11/1/2005","House Hearings","Purity",1,0.0021
"4907",1098,"Syria","SmithNJ",0,"3/16/2006","House","Purity",2,0.0629
"4931",872,"Sudan","SmithNJ",0,"7/30/2007","House","Purity",1,0.0147
"4933",1213,"Russia","SmithNJ",0,"5/5/2008","House","Purity",2,0.0592
"4937",1945,"Russia","SmithNJ",0,"11/9/2008","House Hearings","Purity",1,0.0152
"4958",424,"Iran","SmithOR",0,"12/15/2005","Senate","Purity",2,0.0692
"4962",2153,"Kosovo","SmithOR",0,"5/6/1998","Senate Hearings","Purity",1,0.0087
"4969",2273,"Russia","SmithOR",0,"11/4/1999","Senate Hearings","Purity",2,0.0112
"4976",338,"Iran","Snowe",0,"5/22/1998","Senate","Purity",1,0.011
"5045",1123,"Sudan","Tancredo",0,"7/12/2004","House","Purity",2,0.0051
"5050",826,"Sudan","Tancredo",0,"7/21/2004","House","Purity",1,0.0114
"5062",548,"Sudan","Tancredo",0,"4/5/2006","House","Purity",3,0.0504
"5078",443,"Iraq","Thomas",0,"10/8/2002","Senate","Purity",1,0.0098
"5086",525,"Iraq","Thompson",0,"10/9/2002","Senate","Purity",1,0.0047
"5090",1640,"Afghanistan","Thune",0,"9/14/2001","House","Purity",2,0.11
"5100",1548,"Iraq","Tiahrt",0,"10/9/2002","House","Purity",1,0.0139
"5124",1554,"Iraq","Walsh",0,"10/9/2002","House","Purity",1,0.0155
"5136",407,"Iraq","Warner",0,"10/10/2002","Senate","Purity",1,0.0054
"5140",447,"Kosovo","Warner",0,"10/2/1998","Senate","Purity",1,0.0057
"5147",450,"Kosovo","Warner",0,"10/19/1998","Senate","Purity",2,0.0149
"5164",1448,"Iraq","Weller",0,"10/10/2002","House","Purity",3,0.0894
"5198",831,"Sudan","Wolf",0,"7/21/2004","House","Purity",1,0.0224
"5204",1263,"Iraq","YoungFL",0,"10/9/2002","House","Purity",1,0.0097
